Species,r_value,p_value,stError,euclidean,distribution
Acinetobacter pittii,0.9566,0.0,0.0,0.161,uniform
Sulfurimonas autotrophica,0.9893,0.0,0.0,0.277,uniform
Pantoea vagans,0.981,0.0,1e-05,0.309,uniform
Bacillus atrophaeus,0.8591,0.0,1e-05,0.066,uniform
Caldicellulosiruptor owensensis,0.9882,0.0,0.0,0.453,uniform
Caldicellulosiruptor hydrothermalis,0.9654,0.0,0.0,0.363,uniform
Stigmatella aurantiaca,0.9706,0.0,0.0,0.032,uniform
Enterobacter lignolyticus,0.9748,0.0,1e-05,0.327,uniform
Eubacterium callanderi,0.9108,0.0,1e-05,0.138,uniform
Mesorhizobium opportunistum,0.8195,0.0,1e-05,0.142,uniform
Rothia dentocariosa,0.9916,0.0,0.0,0.025,uniform
Ilyobacter polytropus,0.9901,0.0,0.0,0.267,uniform
Vibrio anguillarum,0.9602,0.0,1e-05,0.279,uniform
Achromobacter xylosoxidans,0.8183,0.0,2e-05,0.178,uniform
Frankia inefficax,0.9878,0.0,0.0,0.21,uniform
Halanaerobium hydrogeniformans,0.9705,0.0,0.0,0.123,uniform
Leadbetterella byssophila,0.9585,0.0,0.0,0.092,uniform
Caldicellulosiruptor kristjanssonii,0.9837,0.0,0.0,0.42,uniform
Alteromonas naphthalenivorans,0.874,0.0,1e-05,0.095,uniform
Paludibacter propionicigenes,0.8752,0.0,1e-05,0.086,uniform
Riemerella anatipestifer,0.9573,0.0,0.0,0.095,uniform
Calditerrivibrio nitroreducens,0.9872,0.0,0.0,0.349,uniform
Marivirga tractuosa,0.9512,0.0,0.0,0.031,uniform
Pseudothermotoga thermarum,0.9791,0.0,1e-05,0.454,uniform
Bacteroides helcogenes,0.9789,0.0,0.0,0.015,uniform
Isosphaera pallida,0.8003,0.0,4e-05,0.215,uniform
Mahella australiensis,0.9244,0.0,1e-05,0.234,uniform
Vibrio furnissii,0.9336,0.0,1e-05,0.479,uniform
Pseudarthrobacter phenanthrenivorans,0.8713,0.0,1e-05,0.302,uniform
Filifactor alocis,0.9609,0.0,0.0,0.094,uniform
Bacillus cellulosilyticus,0.9909,0.0,0.0,0.058,uniform
Ethanoligenens harbinense,0.9929,0.0,0.0,0.414,uniform
Ruminococcus albus,0.9658,0.0,0.0,0.088,uniform
Pantoea sp,0.904,0.0,2e-05,0.325,uniform
Staphylococcus pseudintermedius,0.9761,0.0,0.0,0.106,uniform
Alicycliphilus denitrificans,0.8299,0.0,3e-05,0.366,uniform
Cellulophaga algicola,0.9522,0.0,0.0,0.022,uniform
Weeksella virosa,0.8151,0.0,3e-05,0.287,uniform
Terriglobus saanensis,0.9717,0.0,0.0,0.187,uniform
Streptococcus parauberis,0.9487,0.0,0.0,0.042,uniform
Streptomyces pratensis,0.9546,0.0,0.0,0.187,uniform
Granulicella tundricola,0.9254,0.0,1e-05,0.241,uniform
Rahnella sp,0.9675,0.0,1e-05,0.324,uniform
Aerococcus urinae,0.9189,0.0,1e-05,0.252,uniform
Chloracidobacterium thermophilum,0.6315,0.0,0.00021,0.221,uniform
Acidovorax avenae,0.9921,0.0,0.0,0.391,uniform
Glaciecola sp,0.9951,0.0,0.0,0.118,uniform
Bacteroides salanitronis,0.8111,0.0,0.0,0.011,uniform
Cellulophaga lytica,0.9072,0.0,0.0,0.027,uniform
Sphaerochaeta globosa,0.9191,0.0,1e-05,0.216,uniform
Fluviicola taffensis,0.9758,0.0,0.0,0.035,uniform
Odoribacter splanchnicus,0.9775,0.0,0.0,0.043,uniform
Pseudopedobacter saltans,0.9754,0.0,0.0,0.033,uniform
Rubinisphaera brasiliensis,0.97,0.0,0.0,0.142,uniform
Syntrophobotulus glycolicus,0.9705,0.0,0.0,0.226,uniform
Lactobacillus amylovorus,0.8909,0.0,1e-05,0.147,uniform
Carnobacterium sp,0.6614,0.0,2e-05,0.035,uniform
Clostridium lentocellum,0.7753,0.0,1e-05,0.018,uniform
Marinomonas mediterranea,0.9879,0.0,0.0,0.077,uniform
Sphingobacterium sp,0.9615,0.0,0.0,0.023,uniform
Pseudomonas brassicacearum,0.9895,0.0,0.0,0.132,uniform
Prevotella denticola,0.942,0.0,0.0,0.022,uniform
Pseudonocardia dioxanivorans,0.9771,0.0,0.0,0.12,uniform
Aeromonas veronii,0.9849,0.0,0.0,0.387,uniform
Roseobacter litoralis,0.9783,0.0,1e-05,0.35,uniform
Treponema succinifaciens,0.658,0.0,4e-05,0.177,uniform
Selenomonas sputigena,0.9912,0.0,0.0,0.249,uniform
Verrucosispora maris,0.9891,0.0,0.0,0.245,uniform
Pusillimonas sp,0.984,0.0,0.0,0.49,uniform
Cellulomonas gilvus,0.9786,0.0,1e-05,0.37,uniform
Cellulomonas fimi,0.9245,0.0,2e-05,0.353,uniform
Gallibacterium anatis,0.9471,0.0,1e-05,0.198,uniform
Porphyromonas asaccharolytica,0.9851,0.0,0.0,0.029,uniform
Thermodesulfobium narugense,0.9851,0.0,0.0,0.488,uniform
Haliscomenobacter hydrossis,0.985,0.0,0.0,0.014,uniform
Pseudomonas fulva,0.8794,0.0,2e-05,0.419,uniform
Tepidanaerobacter acetatoxydans,0.9926,0.0,0.0,0.14,uniform
Pseudopropionibacterium propionicum,0.9796,0.0,0.0,0.027,uniform
Delftia sp,0.9905,0.0,0.0,0.285,uniform
Methylomonas methanica,0.9577,0.0,0.0,0.145,uniform
Thermoanaerobacterium xylanolyticum,0.8877,0.0,1e-05,0.207,uniform
Collimonas fungivorans,0.9399,0.0,1e-05,0.212,uniform
Desulfotomaculum kuznetsovii,0.9759,0.0,0.0,0.315,uniform
Marinomonas posidonica,0.9177,0.0,1e-05,0.126,uniform
Serratia sp,0.9749,0.0,0.0,0.196,uniform
Desulfotomaculum ruminis,0.911,0.0,1e-05,0.172,uniform
Hoyosella subflava,0.9896,0.0,0.0,0.386,uniform
Isoptericola variabilis,0.915,0.0,2e-05,0.414,uniform
Lacinutrix sp,0.9762,0.0,0.0,0.065,uniform
Thermodesulfobacterium geofontis,0.971,0.0,1e-05,0.438,uniform
Myxococcus macrosporus,0.8552,0.0,1e-05,0.076,uniform
Saprospira grandis,0.9435,0.0,0.0,0.08,uniform
Parageobacillus thermoglucosidasius,0.9783,0.0,0.0,0.143,uniform
Streptococcus parasanguinis,0.9488,0.0,0.0,0.029,uniform
Flexistipes sinusarabici,0.9687,0.0,1e-05,0.357,uniform
Runella slithyformis,0.8905,0.0,0.0,0.028,uniform
Treponema caldarium,0.9443,0.0,1e-05,0.232,uniform
Paenibacillus mucilaginosus,0.9707,0.0,0.0,0.033,uniform
Francisella sp,0.9824,0.0,0.0,0.293,uniform
Brachyspira intermedia,0.9426,0.0,0.0,0.059,uniform
Enterobacter ludwigii,0.9945,0.0,0.0,0.386,uniform
Weissella koreensis,0.9389,0.0,1e-05,0.438,uniform
Streptococcus pseudopneumoniae,0.8661,0.0,1e-05,0.029,uniform
Cyclobacterium marinum,0.9659,0.0,0.0,0.023,uniform
Turneriella parva,0.9588,0.0,1e-05,0.243,uniform
Emticicia oligotrophica,0.9523,0.0,0.0,0.021,uniform
Acidithiobacillus ferrivorans,0.8652,0.0,2e-05,0.401,uniform
Acetobacterium woodii,0.9683,0.0,0.0,0.057,uniform
Thermoanaerobacter wiegelii,0.9195,0.0,1e-05,0.239,uniform
Streptomyces sp,0.9921,0.0,0.0,0.221,uniform
Streptomyces violaceusniger,0.8753,0.0,1e-05,0.076,uniform
Muricauda ruestringensis,0.985,0.0,0.0,0.097,uniform
Caldicellulosiruptor lactoaceticus,0.9855,0.0,0.0,0.451,uniform
Streptococcus lutetiensis,0.9203,0.0,0.0,0.034,uniform
Enterobacter soli,0.8275,0.0,2e-05,0.38,uniform
Roseburia hominis,0.9836,0.0,0.0,0.155,uniform
Bacillus coagulans,0.9858,0.0,0.0,0.171,uniform
Acidaminococcus intestini,0.9776,0.0,0.0,0.238,uniform
Glaciecola nitratireducens,0.9435,0.0,0.0,0.104,uniform
Exiguobacterium antarcticum,0.9904,0.0,0.0,0.274,uniform
Clostridium clariflavum,0.9682,0.0,0.0,0.022,uniform
Paenibacillus terrae,0.9544,0.0,0.0,0.058,uniform
Desulfosporosinus orientis,0.8381,0.0,1e-05,0.035,uniform
Granulicella mallensis,0.9578,0.0,0.0,0.118,uniform
Thiocystis violascens,0.8693,0.0,1e-05,0.19,uniform
Sphaerochaeta pleomorpha,0.9739,0.0,0.0,0.107,uniform
Owenweeksia hongkongensis,0.9722,0.0,0.0,0.067,uniform
Mycobacterium rhodesiae,0.7003,0.0,6e-05,0.148,uniform
Actinoplanes sp,0.9242,0.0,1e-05,0.066,uniform
Niastella koreensis,0.9654,0.0,0.0,0.012,uniform
Thermoanaerobacterium saccharolyticum,0.9879,0.0,0.0,0.223,uniform
Tannerella forsythia,0.8254,0.0,1e-05,0.025,uniform
Klebsiella michiganensis,0.9296,0.0,1e-05,0.428,uniform
Desulfocurvibacter africanus,0.9952,0.0,0.0,0.338,uniform
Flavobacterium columnare,0.9847,0.0,0.0,0.066,uniform
Vibrio sp,0.9573,0.0,1e-05,0.382,uniform
Marinitoga piezophila,0.9522,0.0,1e-05,0.23,uniform
Clostridium sp,0.9872,0.0,0.0,0.046,uniform
Fervidobacterium pennivorans,0.9425,0.0,1e-05,0.452,uniform
Clostridium pasteurianum,0.9792,0.0,0.0,0.016,uniform
Desulfotomaculum gibsoniae,0.7998,0.0,1e-05,0.074,uniform
Alistipes finegoldii,0.9605,0.0,0.0,0.097,uniform
Streptomyces hygroscopicus,0.9544,0.0,0.0,0.099,uniform
Aequorivita sublithincola,0.9872,0.0,0.0,0.081,uniform
Belliella baltica,0.7912,0.0,1e-05,0.042,uniform
Ornithobacterium rhinotracheale,0.8599,0.0,1e-05,0.143,uniform
Anabaena sp,0.9438,0.0,0.0,0.057,uniform
Streptococcus infantarius,0.9546,0.0,0.0,0.026,uniform
Gottschalkia acidurici,0.9661,0.0,0.0,0.057,uniform
Sulfurospirillum barnesii,0.9744,0.0,1e-05,0.35,uniform
Desulfitobacterium dichloroeliminans,0.9832,0.0,0.0,0.168,uniform
Bernardetia litoralis,0.9674,0.0,0.0,0.013,uniform
Echinicola vietnamensis,0.8992,0.0,1e-05,0.034,uniform
Desulfitobacterium dehalogenans,0.9632,0.0,0.0,0.086,uniform
Solitalea canadensis,0.8507,0.0,0.0,0.024,uniform
Paenibacillus larvae,0.9598,0.0,1e-05,0.19,uniform
Mesorhizobium australicum,0.6347,0.0,9e-05,0.085,uniform
Halobacteroides halobius,0.9919,0.0,0.0,0.088,uniform
Desulfomonile tiedjei,0.9537,0.0,0.0,0.09,uniform
Singulisphaera acidiphila,0.8867,0.0,1e-05,0.066,uniform
Prevotella dentalis,0.9516,0.0,0.0,0.026,uniform
Terriglobus roseus,0.9531,0.0,0.0,0.127,uniform
Corallococcus coralloides,0.8023,0.0,1e-05,0.039,uniform
Methylophaga nitratireducenticrescens,0.9676,0.0,1e-05,0.234,uniform
Rahnella aquatilis,0.9531,0.0,1e-05,0.399,uniform
Amycolatopsis keratiniphila,0.9898,0.0,0.0,0.123,uniform
Ignavibacterium album,0.7662,0.0,1e-05,0.067,uniform
Alcanivorax dieselolei,0.9504,0.0,1e-05,0.344,uniform
Providencia stuartii,0.6784,0.0,2e-05,0.066,uniform
Acidipropionibacterium acidipropionici,0.9878,0.0,0.0,0.299,uniform
Prevotella intermedia,0.9104,0.0,1e-05,0.058,uniform
Enterococcus hirae,0.9684,0.0,0.0,0.055,uniform
Mesotoga prima,0.9256,0.0,1e-05,0.405,uniform
Bdellovibrio exovorus,0.8962,0.0,1e-05,0.21,uniform
Rivularia sp,0.9836,0.0,0.0,0.008,uniform
Advenella kashmirensis,0.9857,0.0,0.0,0.238,uniform
Melioribacter roseus,0.8492,0.0,1e-05,0.155,uniform
Flammeovirga sp,0.9852,0.0,0.0,0.015,uniform
Enterococcus faecium,0.9833,0.0,0.0,0.068,uniform
Gloeobacter kilaueensis,0.8112,0.0,3e-05,0.359,uniform
Pleurocapsa sp,0.9609,0.0,0.0,0.086,uniform
Geitlerinema sp,0.93,0.0,2e-05,0.326,uniform
Pseudanabaena sp,0.796,0.0,2e-05,0.146,uniform
Chroococcidiopsis thermalis,0.9453,0.0,0.0,0.033,uniform
Oscillatoria acuminata,0.9757,0.0,0.0,0.028,uniform
Oscillatoria nigro,0.5199,0.0,4e-05,0.025,uniform
Crinalium epipsammum,0.9532,0.0,0.0,0.042,uniform
Desulfosporosinus meridiei,0.9877,0.0,0.0,0.069,uniform
Microcoleus sp,0.9414,0.0,0.0,0.025,uniform
Desulfosporosinus acidiphilus,0.9472,0.0,0.0,0.066,uniform
Gloeocapsa sp,0.8927,0.0,1e-05,0.058,uniform
Stanieria cyanosphaera,0.9204,0.0,0.0,0.033,uniform
Anabaena cylindrica,0.9495,0.0,0.0,0.02,uniform
Staphylococcus warneri,0.9462,0.0,1e-05,0.181,uniform
Enterobacter kobei,0.8689,0.0,2e-05,0.373,uniform
Octadecabacter antarcticus,0.9796,0.0,0.0,0.204,uniform
Octadecabacter arcticus,0.982,0.0,0.0,0.282,uniform
Bibersteinia trehalosi,0.8465,0.0,2e-05,0.365,uniform
Simiduia agarivorans,0.9606,0.0,1e-05,0.256,uniform
Nocardiopsis alba,0.9599,0.0,1e-05,0.227,uniform
Streptococcus constellatus,0.9489,0.0,0.0,0.006,uniform
Methylobacterium oryzae,0.9904,0.0,0.0,0.372,uniform
Paraglaciecola psychrophila,0.9831,0.0,0.0,0.047,uniform
Alteromonas macleodii,0.9716,0.0,0.0,0.115,uniform
Streptococcus anginosus,0.9138,0.0,0.0,0.01,uniform
Dehalobacter sp,0.9331,0.0,1e-05,0.359,uniform
Nocardia brasiliensis,0.7128,0.0,2e-05,0.065,uniform
Psychroflexus torquis,0.9833,0.0,0.0,0.038,uniform
Pseudomonas sp,0.97,0.0,1e-05,0.255,uniform
Advenella mimigardefordensis,0.9872,0.0,0.0,0.232,uniform
Bacillus lehensis,0.9263,0.0,0.0,0.061,uniform
Enterobacteriaceae bacterium,0.9726,0.0,1e-05,0.288,uniform
Cyanobacterium stanieri,0.9675,0.0,0.0,0.11,uniform
Calothrix sp,0.9867,0.0,0.0,0.022,uniform
Dactylococcopsis salina,0.995,0.0,0.0,0.147,uniform
Halothece sp,0.9945,0.0,0.0,0.109,uniform
Leptolyngbya sp,0.9755,0.0,0.0,0.065,uniform
Cyanobacterium aponinum,0.7849,0.0,1e-05,0.041,uniform
Serratia marcescens,0.9707,0.0,1e-05,0.433,uniform
Desulfocapsa sulfexigens,0.8836,0.0,1e-05,0.175,uniform
Legionella oakridgensis,0.9911,0.0,0.0,0.472,uniform
Staphylococcus pasteuri,0.9561,0.0,1e-05,0.191,uniform
Myxococcus stipitatus,0.9785,0.0,0.0,0.051,uniform
Clostridium stercorarium,0.9395,0.0,1e-05,0.312,uniform
Pseudomonas poae,0.9347,0.0,2e-05,0.39,uniform
Campylobacter coli,0.9876,0.0,0.0,0.39,uniform
Paenibacillus sabinae,0.9407,0.0,1e-05,0.158,uniform
Treponema pedis,0.9304,0.0,1e-05,0.116,uniform
Clostridium saccharoperbutylacetonicum,0.9555,0.0,0.0,0.005,uniform
Raoultella ornithinolytica,0.7621,0.0,4e-05,0.416,uniform
Pseudomonas denitrificans,0.7665,0.0,5e-05,0.252,uniform
Morganella morganii,0.9696,0.0,0.0,0.231,uniform
Polaribacter sp,0.9307,0.0,0.0,0.055,uniform
Corynebacterium casei,0.9122,0.0,1e-05,0.315,uniform
Corynebacterium vitaeruminis,0.9938,0.0,0.0,0.358,uniform
Streptomyces albidoflavus,0.9424,0.0,1e-05,0.257,uniform
Flammeovirgaceae bacterium,0.9776,0.0,0.0,0.036,uniform
Thalassospira xiamenensis,0.9916,0.0,0.0,0.399,uniform
Celeribacter indicus,0.9705,0.0,1e-05,0.455,uniform
Psychromonas sp,0.9735,0.0,0.0,0.179,uniform
Streptococcus cristatus,0.9216,0.0,0.0,0.03,uniform
Mannheimia haemolytica,0.8451,0.0,3e-05,0.25,uniform
Enterococcus casseliflavus,0.991,0.0,0.0,0.115,uniform
Streptomyces fulvissimus,0.7282,0.0,5e-05,0.2,uniform
Bacillus sp,0.983,0.0,0.0,0.056,uniform
Streptococcus iniae,0.9457,0.0,0.0,0.034,uniform
Pseudomonas mandelii,0.9687,0.0,0.0,0.129,uniform
Bacillus paralicheniformis,0.9898,0.0,0.0,0.117,uniform
Myxococcus fulvus,0.9346,0.0,0.0,0.035,uniform
Serratia plymuthica,0.9428,0.0,1e-05,0.219,uniform
Serratia liquefaciens,0.9798,0.0,1e-05,0.349,uniform
Geobacillus genomosp,0.9878,0.0,0.0,0.373,uniform
Streptomyces collinus,0.9469,0.0,1e-05,0.184,uniform
Actinoplanes friuliensis,0.9653,0.0,0.0,0.084,uniform
Sodalis praecaptivus,0.9783,0.0,0.0,0.241,uniform
Hymenobacter sp,0.9728,0.0,0.0,0.195,uniform
Bacillus infantis,0.9101,0.0,0.0,0.048,uniform
Sphingomonas sanxanigenens,0.9731,0.0,1e-05,0.346,uniform
Leptospira santarosai,0.993,0.0,0.0,0.275,uniform
Comamonas testosteroni,0.9397,0.0,1e-05,0.121,uniform
Vibrio alginolyticus,0.9856,0.0,0.0,0.34,uniform
Clostridium saccharobutylicum,0.8165,0.0,0.0,0.01,uniform
Clostridium autoethanogenum,0.9901,0.0,0.0,0.044,uniform
Bacteroidales bacterium,0.987,0.0,0.0,0.153,uniform
Streptococcus sp,0.9645,0.0,0.0,0.03,uniform
Carnobacterium inhibens,0.9915,0.0,0.0,0.038,uniform
Mycobacterium kansasii,0.8953,0.0,1e-05,0.106,uniform
Lysinibacillus varians,0.9593,0.0,0.0,0.024,uniform
Nocardia nova,0.9847,0.0,0.0,0.176,uniform
Bacillus toyonensis,0.9826,0.0,0.0,0.046,uniform
Clostridium baratii,0.8631,0.0,0.0,0.023,uniform
Mycobacterium neoaurum,0.9544,0.0,1e-05,0.245,uniform
Pandoraea pnomenusa,0.993,0.0,0.0,0.238,uniform
Salinispira pacifica,0.941,0.0,1e-05,0.363,uniform
Mannheimia sp,0.9807,0.0,1e-05,0.268,uniform
Mannheimia varigena,0.9917,0.0,0.0,0.224,uniform
Achromobacter xylosoxidans,0.9622,0.0,1e-05,0.273,uniform
Pseudomonas monteilii,0.9923,0.0,0.0,0.358,uniform
Escherichia albertii,0.8378,0.0,2e-05,0.221,uniform
Desulfitobacterium metallireducens,0.7971,0.0,2e-05,0.158,uniform
Dehalobacter restrictus,0.9673,0.0,1e-05,0.227,uniform
Barnesiella viscericola,0.9531,0.0,0.0,0.028,uniform
Niabella soli,0.9592,0.0,0.0,0.062,uniform
Pseudomonas cichorii,0.9433,0.0,1e-05,0.147,uniform
Chania multitudinisentens,0.7813,0.0,2e-05,0.1,uniform
Desulfurella acetivorans,0.9843,0.0,0.0,0.314,uniform
Opitutaceae bacterium,0.9735,0.0,0.0,0.078,uniform
Thermosipho sp,0.9935,0.0,0.0,0.383,uniform
Gemmatirosa kalamazoonesis,0.988,0.0,0.0,0.195,uniform
Fimbriimonas ginsengisoli,0.9804,0.0,1e-05,0.246,uniform
Gynuella sunshinyii,0.9746,0.0,0.0,0.072,uniform
Hymenobacter swuensis,0.8857,0.0,1e-05,0.127,uniform
Marinobacter salarius,0.938,0.0,1e-05,0.163,uniform
Kutzneria albida,0.73,0.0,2e-05,0.078,uniform
Virgibacillus sp,0.9604,0.0,0.0,0.052,uniform
Sulfurospirillum multivorans,0.9889,0.0,0.0,0.215,uniform
Siansivirga zeaxanthinifaciens,0.9601,0.0,0.0,0.075,uniform
Staphylococcus xylosus,0.6315,0.0,2e-05,0.047,uniform
Kosakonia sacchari,0.9661,0.0,0.0,0.205,uniform
Yersinia similis,0.9675,0.0,0.0,0.212,uniform
Rhodoplanes sp,0.9266,0.0,1e-05,0.08,uniform
Dyella jiangningensis,0.9465,0.0,2e-05,0.416,uniform
Gilliamella apicola,0.9776,0.0,0.0,0.082,uniform
Snodgrassella alvi,0.7732,0.0,3e-05,0.241,uniform
Draconibacterium orientale,0.9558,0.0,0.0,0.037,uniform
Bacillus bombysepticus,0.9947,0.0,0.0,0.053,uniform
Enterobacter asburiae,0.9515,0.0,1e-05,0.492,uniform
Citrobacter freundii,0.8257,0.0,2e-05,0.309,uniform
Aeromonas media,0.9714,0.0,1e-05,0.449,uniform
Streptomyces albulus,0.9472,0.0,0.0,0.08,uniform
Staphylococcus capitis,0.9393,0.0,1e-05,0.117,uniform
Bacteroides dorei,0.955,0.0,0.0,0.012,uniform
Bacillus pseudomycoides,0.976,0.0,0.0,0.025,uniform
Streptomyces lydicus,0.9219,0.0,1e-05,0.087,uniform
Actinobacillus equuli,0.986,0.0,0.0,0.229,uniform
Neisseria elongata,0.979,0.0,0.0,0.028,uniform
Bacillus methanolicus,0.9576,0.0,0.0,0.073,uniform
Pectobacterium atrosepticum,0.8776,0.0,1e-05,0.213,uniform
Halomonas campaniensis,0.9579,0.0,1e-05,0.204,uniform
Campylobacter peloridis,0.9805,0.0,0.0,0.439,uniform
Campylobacter sp,0.9904,0.0,0.0,0.46,uniform
Campylobacter subantarcticus,0.9949,0.0,0.0,0.383,uniform
Brevibacillus laterosporus,0.9061,0.0,0.0,0.034,uniform
Pseudomonas chlororaphis,0.9668,0.0,1e-05,0.267,uniform
Candidatus Nucleicultrix,0.7321,0.0,8e-05,0.411,uniform
Staphylococcus hyicus,0.9407,0.0,1e-05,0.213,uniform
Alteromonas australica,0.7879,0.0,2e-05,0.095,uniform
Pelosinus sp,0.9442,0.0,0.0,0.019,uniform
Terribacillus goriensis,0.9652,0.0,0.0,0.111,uniform
Dyella japonica,0.8775,0.0,4e-05,0.428,uniform
Candidatus Paracaedibacter,0.8821,0.0,2e-05,0.312,uniform
Amycolatopsis japonica,0.9086,0.0,1e-05,0.159,uniform
Pseudomonas alkylphenolica,0.9906,0.0,0.0,0.165,uniform
Frischella perrara,0.9412,0.0,1e-05,0.134,uniform
Amycolatopsis methanolica,0.7161,0.0,4e-05,0.172,uniform
Sphingopyxis fribergensis,0.9657,0.0,1e-05,0.381,uniform
Streptomyces lividans,0.9262,0.0,1e-05,0.269,uniform
Planococcus sp,0.916,0.0,1e-05,0.099,uniform
Actinobacillus suis,0.9677,0.0,1e-05,0.233,uniform
Thermoanaerobacter kivui,0.9296,0.0,1e-05,0.254,uniform
Corynebacterium deserti,0.9171,0.0,1e-05,0.447,uniform
Clostridium sporogenes,0.9354,0.0,0.0,0.023,uniform
Treponema sp,0.9811,0.0,0.0,0.197,uniform
Treponema putidum,0.9088,0.0,1e-05,0.138,uniform
Basilea psittacipulmonis,0.9512,0.0,1e-05,0.473,uniform
Megasphaera elsdenii,0.963,0.0,0.0,0.021,uniform
Corynebacterium ammoniagenes,0.7627,0.0,4e-05,0.447,uniform
Corynebacterium aquilae,0.9601,0.0,1e-05,0.426,uniform
Vibrio coralliilyticus,0.9802,0.0,0.0,0.253,uniform
Paenibacillus borealis,0.9624,0.0,0.0,0.024,uniform
Paenibacillus stellifer,0.9889,0.0,0.0,0.079,uniform
Paenibacillus graminis,0.9541,0.0,0.0,0.055,uniform
Paenibacillus durus,0.9784,0.0,0.0,0.063,uniform
Dokdonia sp,0.9911,0.0,0.0,0.184,uniform
Vibrio tubiashii,0.7359,0.0,3e-05,0.246,uniform
Yersinia frederiksenii,0.9715,0.0,0.0,0.499,uniform
Pseudomonas soli,0.9872,0.0,0.0,0.344,uniform
Candidatus Izimaplasma,0.9854,0.0,0.0,0.352,uniform
Jeotgalibacillus malaysiensis,0.9309,0.0,0.0,0.053,uniform
Paenibacillus odorifer,0.9877,0.0,0.0,0.029,uniform
Streptomyces glaucescens,0.9277,0.0,1e-05,0.197,uniform
Pluralibacter gergoviae,0.995,0.0,0.0,0.277,uniform
Cedecea neteri,0.9735,0.0,0.0,0.232,uniform
Sphingopyxis sp,0.9898,0.0,0.0,0.398,uniform
Pantoea rwandensis,0.9502,0.0,1e-05,0.254,uniform
Pseudomonas cremoricolorata,0.975,0.0,1e-05,0.369,uniform
Dickeya fangzhongdai,0.9729,0.0,1e-05,0.425,uniform
Vibrio harveyi,0.9736,0.0,0.0,0.256,uniform
Staphylococcus schleiferi,0.974,0.0,0.0,0.079,uniform
Marinitoga sp,0.8791,0.0,1e-05,0.239,uniform
Lactobacillus sp,0.9902,0.0,0.0,0.363,uniform
Pseudomonas rhizosphaerae,0.9898,0.0,0.0,0.325,uniform
Pontibacter korlensis,0.9247,0.0,0.0,0.048,uniform
Staphylococcus agnetis,0.9774,0.0,0.0,0.187,uniform
Clostridium aceticum,0.888,0.0,0.0,0.031,uniform
Bacillus mycoides,0.973,0.0,0.0,0.078,uniform
Hafnia alvei,0.9738,0.0,0.0,0.334,uniform
Pseudomonas parafulva,0.991,0.0,0.0,0.481,uniform
Parvimonas micra,0.9417,0.0,0.0,0.019,uniform
Yersinia aldovae,0.9721,0.0,0.0,0.133,uniform
Yersinia rohdei,0.9868,0.0,0.0,0.16,uniform
Geobacter pickeringii,0.9756,0.0,1e-05,0.421,uniform
Yersinia intermedia,0.9825,0.0,0.0,0.376,uniform
Pimelobacter simplex,0.9466,0.0,1e-05,0.184,uniform
Streptomyces xiamenensis,0.929,0.0,1e-05,0.23,uniform
Chryseobacterium gallinarum,0.9745,0.0,0.0,0.047,uniform
Clostridium scatologenes,0.8563,0.0,0.0,0.008,uniform
Collimonas arenae,0.974,0.0,0.0,0.119,uniform
Cellulophaga baltica,0.987,0.0,0.0,0.038,uniform
Vibrio natriegens,0.9742,0.0,1e-05,0.469,uniform
Yersinia kristensenii,0.9376,0.0,1e-05,0.423,uniform
Pandoraea pulmonicola,0.8908,0.0,1e-05,0.25,uniform
Myroides sp,0.9853,0.0,0.0,0.09,uniform
Acinetobacter johnsonii,0.9902,0.0,0.0,0.127,uniform
Pseudomonas plecoglossicida,0.9187,0.0,1e-05,0.41,uniform
Acinetobacter nosocomialis,0.9723,0.0,0.0,0.089,uniform
Streptomyces vietnamensis,0.985,0.0,0.0,0.134,uniform
Pragia fontium,0.958,0.0,0.0,0.152,uniform
Pandoraea sputorum,0.9875,0.0,0.0,0.344,uniform
Pandoraea apista,0.8909,0.0,1e-05,0.254,uniform
Streptomyces albus,0.9941,0.0,0.0,0.155,uniform
Sediminicola sp,0.9556,0.0,1e-05,0.13,uniform
Cupriavidus basilensis,0.9063,0.0,1e-05,0.421,uniform
Rufibacter sp,0.9883,0.0,0.0,0.135,uniform
Martelella endophytica,0.924,0.0,2e-05,0.305,uniform
Myroides profundi,0.9798,0.0,0.0,0.041,uniform
Lysinibacillus fusiformis,0.9698,0.0,0.0,0.022,uniform
Sphingomonas hengshuiensis,0.9774,0.0,1e-05,0.339,uniform
Streptomyces cyaneogriseus,0.8565,0.0,2e-05,0.236,uniform
Pseudomonas simiae,0.9417,0.0,1e-05,0.223,uniform
Pandoraea vervacti,0.9466,0.0,1e-05,0.228,uniform
Clostridioides difficile,0.9926,0.0,0.0,0.054,uniform
Kangiella geojedonensis,0.9895,0.0,0.0,0.392,uniform
Pelosinus fermentans,0.9586,0.0,0.0,0.021,uniform
Pseudonocardia sp,0.8679,0.0,2e-05,0.257,uniform
Bacillus simplex,0.9894,0.0,0.0,0.025,uniform
Pseudoalteromonas agarivorans,0.9927,0.0,0.0,0.172,uniform
Pseudoalteromonas arctica,0.9078,0.0,1e-05,0.136,uniform
Pseudoalteromonas espejiana,0.8534,0.0,1e-05,0.207,uniform
Pseudoalteromonas tunicata,0.9695,0.0,0.0,0.086,uniform
Pseudoalteromonas translucida,0.9812,0.0,0.0,0.334,uniform
Pseudoalteromonas nigrifaciens,0.9734,0.0,1e-05,0.332,uniform
