Species,r_value,p_value,stError,euclidean,distribution
Desulfitobacterium metallireducens,0.9831,0.0,0.0,0.292,uniform
Barnesiella viscericola,0.9893,0.0,0.0,0.119,uniform
Niabella soli,0.9286,0.0,1e-05,0.164,uniform
Chania multitudinisentens,0.988,0.0,0.0,0.227,uniform
Opitutaceae bacterium,0.9464,0.0,1e-05,0.138,uniform
Gynuella sunshinyii,0.949,0.0,0.0,0.098,uniform
Hymenobacter swuensis,0.9908,0.0,0.0,0.271,uniform
Kutzneria albida,0.9912,0.0,0.0,0.185,uniform
Virgibacillus sp,0.9911,0.0,0.0,0.197,uniform
Sulfurospirillum multivorans,0.9183,0.0,1e-05,0.418,uniform
Siansivirga zeaxanthinifaciens,0.9795,0.0,1e-05,0.245,uniform
Staphylococcus xylosus,0.8811,0.0,1e-05,0.21,uniform
Kosakonia sacchari,0.955,0.0,1e-05,0.346,uniform
Yersinia similis,0.9723,0.0,1e-05,0.457,uniform
Rhodoplanes sp,0.8266,0.0,1e-05,0.134,uniform
Gilliamella apicola,0.9551,0.0,1e-05,0.16,uniform
Snodgrassella alvi,0.8562,0.0,1e-05,0.191,uniform
Draconibacterium orientale,0.9972,0.0,0.0,0.125,uniform
Bacillus bombysepticus,0.9462,0.0,1e-05,0.105,uniform
Staphylococcus capitis,0.9677,0.0,1e-05,0.379,uniform
Bacteroides dorei,0.9596,0.0,0.0,0.032,uniform
Bacillus pseudomycoides,0.9794,0.0,0.0,0.057,uniform
Streptomyces lydicus,0.9627,0.0,1e-05,0.164,uniform
Actinobacillus equuli,0.9908,0.0,0.0,0.204,uniform
Neisseria elongata,0.9497,0.0,0.0,0.028,uniform
Bacillus methanolicus,0.9709,0.0,0.0,0.182,uniform
Brevibacillus laterosporus,0.9796,0.0,0.0,0.074,uniform
Pseudomonas chlororaphis,0.9777,0.0,0.0,0.247,uniform
Alteromonas australica,0.9844,0.0,0.0,0.241,uniform
Pelosinus sp,0.9512,0.0,0.0,0.048,uniform
Terribacillus goriensis,0.9563,0.0,1e-05,0.239,uniform
Amycolatopsis japonica,0.9941,0.0,0.0,0.273,uniform
Frischella perrara,0.9262,0.0,1e-05,0.424,uniform
Amycolatopsis methanolica,0.9808,0.0,0.0,0.37,uniform
Planococcus sp,0.9092,0.0,1e-05,0.355,uniform
Actinobacillus suis,0.9876,0.0,0.0,0.207,uniform
Thermoanaerobacter kivui,0.9526,0.0,1e-05,0.473,uniform
Clostridium sporogenes,0.9898,0.0,0.0,0.12,uniform
Treponema sp,0.9889,0.0,0.0,0.039,uniform
Megasphaera elsdenii,0.9536,0.0,0.0,0.053,uniform
Paenibacillus borealis,0.9619,0.0,0.0,0.055,uniform
Paenibacillus stellifer,0.929,0.0,1e-05,0.251,uniform
Paenibacillus graminis,0.9526,0.0,0.0,0.149,uniform
Paenibacillus durus,0.989,0.0,0.0,0.2,uniform
Dokdonia sp,0.9049,0.0,1e-05,0.354,uniform
Vibrio tubiashii,0.9917,0.0,0.0,0.478,uniform
Pseudomonas soli,0.9707,0.0,1e-05,0.392,uniform
Jeotgalibacillus malaysiensis,0.9881,0.0,1e-05,0.418,uniform
Paenibacillus odorifer,0.9962,0.0,0.0,0.113,uniform
Pantoea rwandensis,0.9921,0.0,0.0,0.496,uniform
Staphylococcus schleiferi,0.7333,0.0,5e-05,0.381,uniform
Pontibacter korlensis,0.9896,0.0,0.0,0.08,uniform
Clostridium aceticum,0.983,0.0,0.0,0.117,uniform
Bacillus mycoides,0.9908,0.0,0.0,0.13,uniform
Parvimonas micra,0.97,0.0,0.0,0.144,uniform
Yersinia rohdei,0.9351,0.0,1e-05,0.348,uniform
Chryseobacterium gallinarum,0.9961,0.0,0.0,0.083,uniform
Clostridium scatologenes,0.996,0.0,0.0,0.022,uniform
Collimonas arenae,0.9844,0.0,0.0,0.272,uniform
Cellulophaga baltica,0.9933,0.0,0.0,0.079,uniform
Myroides sp,0.9855,0.0,0.0,0.181,uniform
Acinetobacter johnsonii,0.9748,0.0,0.0,0.279,uniform
Acinetobacter nosocomialis,0.9505,0.0,1e-05,0.227,uniform
Pragia fontium,0.989,0.0,0.0,0.304,uniform
Spirosoma radiotolerans,0.7228,0.0,2e-05,0.091,uniform
Pandoraea apista,0.9756,0.0,1e-05,0.419,uniform
Streptomyces albus,0.9813,0.0,1e-05,0.288,uniform
Sediminicola sp,0.9482,0.0,1e-05,0.246,uniform
Rufibacter sp,0.8516,0.0,2e-05,0.203,uniform
Myroides profundi,0.9597,0.0,0.0,0.09,uniform
Lysinibacillus fusiformis,0.9622,0.0,0.0,0.076,uniform
Clostridioides difficile,0.9963,0.0,0.0,0.24,uniform
Pelosinus fermentans,0.9749,0.0,0.0,0.047,uniform
Bacillus simplex,0.9903,0.0,0.0,0.141,uniform
Pseudoalteromonas agarivorans,0.8286,0.0,2e-05,0.336,uniform
Pseudoalteromonas arctica,0.9788,0.0,0.0,0.278,uniform
Pseudoalteromonas espejiana,0.9786,0.0,0.0,0.491,uniform
Pseudoalteromonas tunicata,0.9814,0.0,0.0,0.253,uniform
Pseudoalteromonas spongiae,0.9749,0.0,1e-05,0.371,uniform
Bacillus intestinalis,0.8663,0.0,2e-05,0.491,uniform
Paenibacillus beijingensis,0.9922,0.0,0.0,0.166,uniform
Elizabethkingia miricola,0.9756,0.0,1e-05,0.414,uniform
Muricauda lutaonensis,0.9785,0.0,0.0,0.326,uniform
Photorhabdus temperata,0.9552,0.0,1e-05,0.185,uniform
Sandaracinus amylolyticus,0.9914,0.0,0.0,0.191,uniform
Lysobacter capsici,0.9895,0.0,0.0,0.309,uniform
Bacillus altitudinis,0.992,0.0,0.0,0.392,uniform
Serratia fonticola,0.8464,0.0,1e-05,0.168,uniform
Mycobacterium fortuitum,0.9942,0.0,0.0,0.391,uniform
Gemmata sp,0.998,0.0,0.0,0.375,uniform
Pirellula sp,0.993,0.0,0.0,0.191,uniform
Microcystis panniformis,0.9128,0.0,1e-05,0.268,uniform
Streptomyces pristinaespiralis,0.9467,0.0,1e-05,0.232,uniform
Polyangium brachysporum,0.9426,0.0,1e-05,0.414,uniform
Paenibacillus swuensis,0.8853,0.0,2e-05,0.233,uniform
Flavisolibacter tropicus,0.9655,0.0,0.0,0.074,uniform
Herbaspirillum hiltneri,0.987,0.0,0.0,0.493,uniform
Nitrosomonas communis,0.9842,0.0,0.0,0.361,uniform
Archangium gephyra,0.9963,0.0,0.0,0.043,uniform
Paenibacillus peoriae,0.9752,0.0,1e-05,0.442,uniform
Mitsuaria sp,0.9542,0.0,1e-05,0.385,uniform
Mycobacterium immunogenum,0.9905,0.0,0.0,0.385,uniform
Streptomyces noursei,0.9501,0.0,1e-05,0.249,uniform
Phytobacter ursingii,0.9958,0.0,0.0,0.373,uniform
Piscirickettsia salmonis,0.9856,0.0,0.0,0.255,uniform
Bacillus filamentosus,0.959,0.0,0.0,0.048,uniform
Bacillus smithii,0.9717,0.0,0.0,0.235,uniform
Lactobacillus koreensis,0.7854,0.0,4e-05,0.489,uniform
Lactobacillus ginsenosidimutans,0.9688,0.0,1e-05,0.33,uniform
Cyclobacterium amurskyense,0.9597,0.0,0.0,0.05,uniform
Eubacterium sulci,0.9707,0.0,0.0,0.008,uniform
Selenomonas sp,0.9943,0.0,0.0,0.027,uniform
Actinomyces meyeri,0.9763,0.0,0.0,0.031,uniform
Ottowia sp,0.9835,0.0,0.0,0.044,uniform
Prevotella fusca,0.9636,0.0,0.0,0.034,uniform
Anaerostipes hadrus,0.9768,0.0,0.0,0.082,uniform
Myxococcus hansupus,0.7583,0.0,2e-05,0.116,uniform
Bacteroidetes bacterium,0.9706,0.0,0.0,0.232,uniform
Chondromyces crocatus,0.9374,0.0,0.0,0.064,uniform
Campylobacter gracilis,0.9752,0.0,0.0,0.139,uniform
Massilia sp,0.9713,0.0,1e-05,0.402,uniform
Labilithrix luteola,0.9629,0.0,0.0,0.056,uniform
Enterococcus durans,0.9947,0.0,0.0,0.381,uniform
Beggiatoa leptomitoformis,0.9936,0.0,0.0,0.118,uniform
Streptomyces ambofaciens,0.885,0.0,1e-05,0.259,uniform
Pseudomonas yamanorum,0.9931,0.0,0.0,0.301,uniform
Leptotrichia sp,0.9914,0.0,0.0,0.056,uniform
Lactobacillus heilongjiangensis,0.9156,0.0,2e-05,0.447,uniform
Capnocytophaga sp,0.9937,0.0,0.0,0.13,uniform
Actinomyces sp,0.9829,0.0,0.0,0.028,uniform
Rufibacter tibetensis,0.9429,0.0,1e-05,0.174,uniform
Kibdelosporangium phytohabitans,0.9892,0.0,0.0,0.071,uniform
Bacteroides cellulosilyticus,0.9289,0.0,0.0,0.008,uniform
Acinetobacter equi,0.9522,0.0,1e-05,0.252,uniform
Algoriphagus sp,0.9722,0.0,0.0,0.209,uniform
Salegentibacter sp,0.9879,0.0,0.0,0.152,uniform
Algibacter alginicilyticus,0.9409,0.0,0.0,0.069,uniform
Bacteroides ovatus,0.9873,0.0,0.0,0.013,uniform
Pedobacter sp,0.9494,0.0,0.0,0.047,uniform
Agarivorans gilvus,0.9752,0.0,0.0,0.249,uniform
Paenibacillus bovis,0.963,0.0,0.0,0.14,uniform
Staphylococcus equorum,0.9806,0.0,0.0,0.427,uniform
Salinivirga cyanobacteriivorans,0.9922,0.0,0.0,0.088,uniform
Colwellia sp,0.8679,0.0,1e-05,0.154,uniform
Pseudoalteromonas phenolica,0.9241,0.0,2e-05,0.278,uniform
Prevotella enoeca,0.9278,0.0,0.0,0.022,uniform
Kurthia sp,0.9654,0.0,1e-05,0.28,uniform
Clostridium butyricum,0.9826,0.0,0.0,0.052,uniform
Fusobacterium hwasookii,0.9227,0.0,0.0,0.023,uniform
Lutibacter profundi,0.9674,0.0,1e-05,0.196,uniform
Turicibacter sp,0.8521,0.0,2e-05,0.218,uniform
Pandoraea norimbergensis,0.9837,0.0,1e-05,0.455,uniform
Pseudoalteromonas rubra,0.9157,0.0,1e-05,0.361,uniform
Enterococcus silesiacus,0.9684,0.0,0.0,0.106,uniform
Lacimicrobium alkaliphilum,0.979,0.0,1e-05,0.435,uniform
Paenibacillus naphthalenovorans,0.9683,0.0,0.0,0.188,uniform
Planococcus rifietoensis,0.9841,0.0,0.0,0.419,uniform
Tenacibaculum dicentrarchi,0.9615,0.0,1e-05,0.183,uniform
Myroides odoratimimus,0.9882,0.0,0.0,0.164,uniform
Paucibacter sp,0.9912,0.0,0.0,0.494,uniform
Roseateles depolymerans,0.9897,0.0,0.0,0.363,uniform
Lentibacillus amyloliquefaciens,0.9766,0.0,1e-05,0.457,uniform
Hymenobacter sedentarius,0.992,0.0,0.0,0.336,uniform
Leclercia adecarboxylata,0.9849,0.0,0.0,0.487,uniform
Staphylococcus simulans,0.9803,0.0,0.0,0.206,uniform
Citrobacter sp,0.9846,0.0,0.0,0.474,uniform
Hafnia paralvei,0.9876,0.0,0.0,0.422,uniform
Enterococcus gallinarum,0.9926,0.0,0.0,0.47,uniform
Gibbsiella quercinecans,0.9911,0.0,0.0,0.305,uniform
Brenneria goodwinii,0.9946,0.0,0.0,0.329,uniform
Paeniclostridium sordellii,0.9775,0.0,0.0,0.053,uniform
Pseudomonas citronellolis,0.9869,0.0,0.0,0.323,uniform
Aerococcus christensenii,0.9499,0.0,1e-05,0.399,uniform
Paenibacillus yonginensis,0.9968,0.0,0.0,0.367,uniform
Clostridium tyrobutyricum,0.9927,0.0,0.0,0.434,uniform
Clostridium argentinense,0.9107,0.0,0.0,0.032,uniform
Clostridium propionicum,0.9441,0.0,1e-05,0.26,uniform
Wenyingzhuangia fucanilytica,0.9603,0.0,0.0,0.096,uniform
Capnocytophaga haemolytica,0.9935,0.0,0.0,0.166,uniform
Actinomyces radicidentis,0.96,0.0,0.0,0.032,uniform
Actinomyces oris,0.9851,0.0,0.0,0.021,uniform
Gemella sp,0.9165,0.0,0.0,0.009,uniform
Pseudomonas corrugata,0.9266,0.0,1e-05,0.248,uniform
Spirosoma montaniterrae,0.8707,0.0,1e-05,0.13,uniform
Methylomonas denitrificans,0.9859,0.0,0.0,0.233,uniform
Pedobacter cryoconitis,0.8796,0.0,1e-05,0.057,uniform
Zhongshania aliphaticivorans,0.9592,0.0,1e-05,0.435,uniform
Pseudomonas azotoformans,0.9834,0.0,0.0,0.327,uniform
Sporosarcina psychrophila,0.9759,0.0,0.0,0.125,uniform
Pontibacter akesuensis,0.9874,0.0,0.0,0.312,uniform
Mucilaginibacter sp,0.9888,0.0,0.0,0.065,uniform
Shewanella psychrophila,0.9379,0.0,1e-05,0.115,uniform
Rummeliibacillus stabekisii,0.9579,0.0,0.0,0.16,uniform
Streptococcus halotolerans,0.9571,0.0,1e-05,0.348,uniform
Pseudomonas silesiensis,0.9906,0.0,0.0,0.248,uniform
Psychrobacter alimentarius,0.9808,0.0,0.0,0.457,uniform
Pseudomonas koreensis,0.92,0.0,1e-05,0.26,uniform
Sporosarcina sp,0.9896,0.0,0.0,0.454,uniform
Sporosarcina ureae,0.7974,0.0,2e-05,0.291,uniform
Staphylococcus condimenti,0.9929,0.0,0.0,0.458,uniform
Rhizobacter gummiphilus,0.9948,0.0,0.0,0.382,uniform
Dokdonia donghaensis,0.8986,0.0,2e-05,0.366,uniform
Luteitalea pratensis,0.9284,0.0,1e-05,0.375,uniform
Streptococcus marmotae,0.9778,0.0,0.0,0.171,uniform
Leptospira alstonii,0.9637,0.0,1e-05,0.324,uniform
Photorhabdus laumondii,0.9906,0.0,0.0,0.241,uniform
Fibrella sp,0.9926,0.0,0.0,0.102,uniform
Mesorhizobium amorphae,0.9268,0.0,1e-05,0.304,uniform
Fictibacillus phosphorivorans,0.97,0.0,0.0,0.126,uniform
Lachnoclostridium sp,0.9423,0.0,0.0,0.035,uniform
Ruminiclostridium sp,0.9924,0.0,0.0,0.361,uniform
Bacteroides caecimuris,0.9712,0.0,0.0,0.024,uniform
Parabacteroides sp,0.9646,0.0,1e-05,0.246,uniform
Erysipelotrichaceae bacterium,0.9527,0.0,0.0,0.096,uniform
Blautia sp,0.9099,0.0,1e-05,0.095,uniform
Flavonifractor plautii,0.9885,0.0,0.0,0.479,uniform
Pseudoalteromonas luteoviolacea,0.9714,0.0,0.0,0.105,uniform
Anoxybacillus sp,0.9733,0.0,1e-05,0.218,uniform
Bacillus oceanisediminis,0.9823,0.0,0.0,0.079,uniform
Tatumella citrea,0.9856,0.0,0.0,0.327,uniform
Streptomyces alfalfae,0.8555,0.0,2e-05,0.204,uniform
Clostridium estertheticum,0.936,0.0,0.0,0.054,uniform
Niabella ginsenosidivorans,0.995,0.0,0.0,0.127,uniform
Marinobacterium aestuarii,0.8091,0.0,3e-05,0.315,uniform
Arachidicoccus sp,0.9823,0.0,0.0,0.226,uniform
Bacillus weihaiensis,0.9516,0.0,0.0,0.103,uniform
Actinoalloteichus sp,0.9919,0.0,0.0,0.315,uniform
Bordetella flabilis,0.986,0.0,0.0,0.326,uniform
Amycolatopsis orientalis,0.9949,0.0,0.0,0.236,uniform
Xenorhabdus hominickii,0.7441,0.0,3e-05,0.189,uniform
Minicystis rosea,0.8334,0.0,1e-05,0.041,uniform
Streptomyces griseochromogenes,0.9341,0.0,1e-05,0.141,uniform
Prauserella marina,0.9843,0.0,0.0,0.313,uniform
Gramella flava,0.8764,0.0,2e-05,0.301,uniform
Elizabethkingia meningoseptica,0.9812,0.0,0.0,0.098,uniform
Elizabethkingia genomosp,0.949,0.0,0.0,0.162,uniform
Bradyrhizobium icense,0.9944,0.0,0.0,0.258,uniform
Streptomyces lincolnensis,0.9947,0.0,0.0,0.317,uniform
Planococcus antarcticus,0.9839,0.0,0.0,0.292,uniform
Planococcus halocryophilus,0.9909,0.0,0.0,0.364,uniform
Planococcus maritimus,0.9902,0.0,0.0,0.433,uniform
Planococcus donghaensis,0.9696,0.0,1e-05,0.273,uniform
Microvirga ossetica,0.9884,0.0,0.0,0.437,uniform
Cloacibacillus porcorum,0.9732,0.0,1e-05,0.473,uniform
Fictibacillus arsenicus,0.989,0.0,0.0,0.2,uniform
Clostridium isatidis,0.9188,0.0,0.0,0.087,uniform
Bacillus flexus,0.9467,0.0,1e-05,0.127,uniform
Lentzea guizhouensis,0.9829,0.0,0.0,0.169,uniform
Brochothrix thermosphacta,0.9644,0.0,1e-05,0.236,uniform
Carnobacterium divergens,0.997,0.0,0.0,0.244,uniform
Acinetobacter larvae,0.8804,0.0,2e-05,0.303,uniform
Acinetobacter soli,0.8122,0.0,2e-05,0.374,uniform
Flavobacterium anhuiense,0.9763,0.0,0.0,0.069,uniform
Streptococcus himalayensis,0.9742,0.0,0.0,0.109,uniform
Tannerella sp,0.951,0.0,0.0,0.072,uniform
Bacillus muralis,0.9733,0.0,0.0,0.142,uniform
Pedobacter steynii,0.9872,0.0,0.0,0.03,uniform
Bosea vaviloviae,0.9888,0.0,0.0,0.401,uniform
Macrococcus sp,0.9595,0.0,1e-05,0.273,uniform
Streptomyces puniciscabiei,0.9039,0.0,1e-05,0.151,uniform
Clostridium taeniosporum,0.9171,0.0,1e-05,0.089,uniform
Vagococcus teuberi,0.934,0.0,1e-05,0.239,uniform
Geosporobacter ferrireducens,0.9776,0.0,0.0,0.043,uniform
Hydrogenophaga sp,0.9784,0.0,0.0,0.428,uniform
Halobacteriovorax marinus,0.9945,0.0,0.0,0.265,uniform
Staphylococcus nepalensis,0.9566,0.0,1e-05,0.173,uniform
Hydrogenophaga crassostreae,0.98,0.0,0.0,0.495,uniform
Polaribacter vadi,0.9878,0.0,0.0,0.083,uniform
Lutibacter sp,0.9845,0.0,0.0,0.107,uniform
Flavobacterium gilvum,0.9757,0.0,0.0,0.088,uniform
Pectobacterium polaris,0.9878,0.0,0.0,0.304,uniform
Pantoea stewartii,0.9049,0.0,2e-05,0.475,uniform
Moorea producens,0.9756,0.0,0.0,0.026,uniform
Clostridium formicaceticum,0.9677,0.0,0.0,0.089,uniform
Peptococcaceae bacterium,0.9724,0.0,0.0,0.073,uniform
Fuerstia marisgermanicae,0.9578,0.0,0.0,0.123,uniform
Providencia rettgeri,0.962,0.0,0.0,0.136,uniform
Thalassotalea crassostreae,0.9694,0.0,0.0,0.233,uniform
Lactobacillus farciminis,0.9593,0.0,1e-05,0.459,uniform
Aeribacillus pallidus,0.9694,0.0,0.0,0.175,uniform
Chromobacterium vaccinii,0.9706,0.0,1e-05,0.486,uniform
Nonomuraea sp,0.9839,0.0,0.0,0.048,uniform
Marinilactibacillus sp,0.9873,0.0,0.0,0.202,uniform
Paenibacillus crassostreae,0.9789,0.0,0.0,0.086,uniform
Flavobacterium communis,0.9661,0.0,0.0,0.148,uniform
Bacillus xiamenensis,0.9414,0.0,1e-05,0.485,uniform
Butyrivibrio hungatei,0.9527,0.0,1e-05,0.137,uniform
Nocardia seriolae,0.9824,0.0,0.0,0.212,uniform
Pseudomonas frederiksbergensis,0.9677,0.0,1e-05,0.344,uniform
Virgibacillus halodenitrificans,0.956,0.0,1e-05,0.215,uniform
Kosakonia radicincitans,0.9862,0.0,0.0,0.262,uniform
Glaesserella parasuis,0.9992,0.0,0.0,0.318,uniform
Streptomyces niveus,0.9754,0.0,0.0,0.306,uniform
Nocardia soli,0.8866,0.0,1e-05,0.072,uniform
Caldithrix abyssi,0.9362,0.0,1e-05,0.172,uniform
Brevibacillus formosus,0.8698,0.0,2e-05,0.2,uniform
Gramella sp,0.9874,0.0,0.0,0.329,uniform
Tenacibaculum sp,0.9258,0.0,1e-05,0.221,uniform
Lactobacillus hordei,0.9758,0.0,1e-05,0.416,uniform
Bacillus safensis,0.9412,0.0,1e-05,0.288,uniform
Staphylococcus succinus,0.9697,0.0,1e-05,0.249,uniform
Acinetobacter bereziniae,0.9798,0.0,0.0,0.107,uniform
Pseudomonas veronii,0.984,0.0,0.0,0.373,uniform
Paenibacillus xylanexedens,0.9654,0.0,0.0,0.061,uniform
Virgibacillus dokdonensis,0.8616,0.0,1e-05,0.099,uniform
Clostridium chauvoei,0.9736,0.0,0.0,0.159,uniform
Granulosicoccus antarcticus,0.8928,0.0,1e-05,0.069,uniform
Pseudomonas psychrotolerans,0.9783,0.0,0.0,0.485,uniform
Chryseobacterium indologenes,0.9636,0.0,0.0,0.07,uniform
Histophilus somni,0.9916,0.0,0.0,0.467,uniform
Herbaspirillum robiniae,0.993,0.0,0.0,0.429,uniform
Arthrobacter crystallopoietes,0.9876,0.0,0.0,0.384,uniform
Bacillus cohnii,0.99,0.0,0.0,0.085,uniform
Acinetobacter haemolyticus,0.9701,0.0,1e-05,0.31,uniform
Massilia putida,0.9902,0.0,0.0,0.384,uniform
Acinetobacter junii,0.9136,0.0,1e-05,0.38,uniform
Paludisphaera borealis,0.9518,0.0,1e-05,0.235,uniform
Rhodoferax sp,0.9915,0.0,0.0,0.462,uniform
Lactobacillus allii,0.9282,0.0,1e-05,0.35,uniform
Oceanicoccus sagamiensis,0.993,0.0,0.0,0.27,uniform
Lacinutrix venerupis,0.9728,0.0,0.0,0.161,uniform
Seonamhaeicola sp,0.985,0.0,0.0,0.076,uniform
Polaribacter reichenbachii,0.9972,0.0,0.0,0.06,uniform
Jeotgalibaca sp,0.9076,0.0,1e-05,0.181,uniform
Streptomyces autolyticus,0.9964,0.0,0.0,0.455,uniform
Staphylococcus cohnii,0.8622,0.0,3e-05,0.314,uniform
Vagococcus penaei,0.9913,0.0,0.0,0.315,uniform
Pseudoalteromonas aliena,0.9607,0.0,0.0,0.181,uniform
Labrenzia aggregata,0.9614,0.0,1e-05,0.349,uniform
Nostocales cyanobacterium,0.9896,0.0,0.0,0.049,uniform
Phycisphaerae bacterium,0.9914,0.0,0.0,0.343,uniform
Cellvibrio sp,0.9693,0.0,0.0,0.202,uniform
Brachyspira hampsonii,0.9294,0.0,1e-05,0.154,uniform
Eubacterium limosum,0.9469,0.0,1e-05,0.31,uniform
Acinetobacter calcoaceticus,0.9596,0.0,1e-05,0.238,uniform
Acinetobacter lactucae,0.9726,0.0,1e-05,0.396,uniform
Paenibacillus kribbensis,0.9191,0.0,1e-05,0.169,uniform
Agarilytica rhodophyticola,0.9599,0.0,0.0,0.051,uniform
Spirosoma aerolatum,0.9749,0.0,0.0,0.075,uniform
Spirosoma rigui,0.9617,0.0,0.0,0.214,uniform
Staphylococcus sciuri,0.9464,0.0,1e-05,0.15,uniform
Yersinia sp,0.992,0.0,0.0,0.383,uniform
Streptococcus equinus,0.978,0.0,0.0,0.03,uniform
Citrobacter braakii,0.9817,0.0,0.0,0.393,uniform
Neisseria mucosa,0.902,0.0,0.0,0.023,uniform
Colwellia beringensis,0.9802,0.0,0.0,0.128,uniform
Actinomyces gaoshouyii,0.9155,0.0,1e-05,0.123,uniform
Shewanella japonica,0.9134,0.0,1e-05,0.103,uniform
Veillonella atypica,0.9704,0.0,0.0,0.03,uniform
Kitasatospora aureofaciens,0.9787,0.0,0.0,0.268,uniform
Streptomyces gilvosporeus,0.9899,0.0,0.0,0.186,uniform
Streptomyces violaceoruber,0.9878,0.0,0.0,0.354,uniform
Staphylococcus hominis,0.971,0.0,1e-05,0.379,uniform
Cnuibacter physcomitrellae,0.9765,0.0,1e-05,0.434,uniform
Halobacillus mangrovi,0.9903,0.0,0.0,0.141,uniform
Mycobacterium dioxanotrophicus,0.9796,0.0,0.0,0.353,uniform
Bacillus krulwichiae,0.9819,0.0,0.0,0.101,uniform
Cellulosimicrobium sp,0.8705,0.0,2e-05,0.484,uniform
Bacillus horikoshii,0.9928,0.0,0.0,0.163,uniform
Macrococcus canis,0.9953,0.0,0.0,0.381,uniform
Streptomyces pluripotens,0.981,0.0,0.0,0.292,uniform
Pseudorhodoplanes sinuspersici,0.9717,0.0,1e-05,0.36,uniform
Photobacterium damselae,0.9909,0.0,0.0,0.304,uniform
Sphingobacteriaceae bacterium,0.9028,0.0,1e-05,0.057,uniform
Oleiphilus messinensis,0.9778,0.0,0.0,0.149,uniform
Tumebacillus sp,0.9734,0.0,1e-05,0.487,uniform
Pseudoalteromonas piscicida,0.9738,0.0,0.0,0.356,uniform
Streptomyces albireticuli,0.9216,0.0,1e-05,0.18,uniform
Streptomyces alboflavus,0.9622,0.0,0.0,0.129,uniform
Paenibacillus donghaensis,0.9885,0.0,0.0,0.052,uniform
Pseudoclostridium thermosuccinogenes,0.9604,0.0,0.0,0.088,uniform
Enterococcus wangshanyuanii,0.948,0.0,1e-05,0.152,uniform
Alkalitalea saponilacus,0.9851,0.0,0.0,0.081,uniform
Bacillus sonorensis,0.9174,0.0,1e-05,0.16,uniform
Halomicronema hongdechloris,0.9216,0.0,1e-05,0.283,uniform
Staphylococcus pettenkoferi,0.9657,0.0,1e-05,0.37,uniform
Cystobacter fuscus,0.8836,0.0,1e-05,0.082,uniform
Kluyvera georgiana,0.7335,0.0,5e-05,0.393,uniform
Dehalobacterium formicoaceticum,0.9881,0.0,0.0,0.39,uniform
Methylovulum psychrotolerans,0.9123,0.0,1e-05,0.298,uniform
Melittangium boletus,0.9864,0.0,0.0,0.118,uniform
Shewanella marisflavi,0.9444,0.0,1e-05,0.288,uniform
Neisseria sp,0.9744,0.0,0.0,0.025,uniform
Shewanella bicestrii,0.9977,0.0,0.0,0.367,uniform
Capnocytophaga cynodegmi,0.9532,0.0,1e-05,0.472,uniform
Capnocytophaga leadbetteri,0.988,0.0,0.0,0.026,uniform
Capnocytophaga sputigena,0.955,0.0,0.0,0.009,uniform
Capnocytophaga gingivalis,0.9867,0.0,0.0,0.022,uniform
Capnocytophaga stomatis,0.9048,0.0,1e-05,0.253,uniform
Bacteroides caccae,0.6712,0.0,2e-05,0.034,uniform
Blautia hansenii,0.9757,0.0,0.0,0.121,uniform
Virgibacillus necropolis,0.9449,0.0,1e-05,0.121,uniform
Streptomyces peucetius,0.9502,0.0,1e-05,0.334,uniform
Clostridium bolteae,0.9846,0.0,0.0,0.037,uniform
Arenibacter algicola,0.9585,0.0,0.0,0.059,uniform
Actinoalloteichus hoggarensis,0.9544,0.0,1e-05,0.447,uniform
Fluviicola sp,0.8026,0.0,1e-05,0.102,uniform
Ketobacter alkanivorans,0.9896,0.0,0.0,0.179,uniform
Streptomyces formicae,0.9746,0.0,0.0,0.206,uniform
Herbaspirillum sp,0.9796,0.0,0.0,0.468,uniform
Nocardiopsis gilva,0.9912,0.0,0.0,0.322,uniform
Maribacter cobaltidurans,0.951,0.0,0.0,0.115,uniform
Bacillus kochii,0.9621,0.0,0.0,0.083,uniform
Chryseobacterium camelliae,0.9825,0.0,0.0,0.145,uniform
Chryseobacterium piperi,0.9017,0.0,1e-05,0.103,uniform
Glaesserella sp,0.962,0.0,1e-05,0.313,uniform
Enterococcus thailandicus,0.7149,0.0,3e-05,0.183,uniform
Variovorax boronicumulans,0.9902,0.0,0.0,0.36,uniform
Elizabethkingia anophelis,0.9953,0.0,0.0,0.407,uniform
Janthinobacterium svalbardensis,0.9514,0.0,0.0,0.17,uniform
Actinosynnema pretiosum,0.9953,0.0,0.0,0.288,uniform
Bacillus glycinifermentans,0.9282,0.0,1e-05,0.295,uniform
Enterococcus sp,0.9723,0.0,1e-05,0.298,uniform
Providencia alcalifaciens,0.9601,0.0,1e-05,0.252,uniform
Chitinophagaceae bacterium,0.8836,0.0,1e-05,0.106,uniform
Nocardia terpenica,0.9982,0.0,0.0,0.332,uniform
Prevotella jejuni,0.941,0.0,0.0,0.028,uniform
Proteus vulgaris,0.9613,0.0,1e-05,0.141,uniform
Bacillus aryabhattai,0.9617,0.0,0.0,0.102,uniform
Pedobacter ginsengisoli,0.9436,0.0,0.0,0.06,uniform
Solibacillus sp,0.9816,0.0,0.0,0.099,uniform
Thalassospira sp,0.9916,0.0,0.0,0.404,uniform
Fusobacterium periodonticum,0.99,0.0,0.0,0.028,uniform
Nostoc flagelliforme,0.954,0.0,0.0,0.039,uniform
