Species,r_value,p_value,stError,euclidean,distribution
Ruminiclostridium thermocellum,0.8861,0.0,1e-05,0.008,uniform
Actinobacillus pleuropneumoniae,0.8731,0.0,0.0,0.008,uniform
Rhodobacter sphaeroides,0.9485,0.0,1e-05,0.086,uniform
Shewanella loihica,0.8738,0.0,1e-05,0.024,uniform
Chlorobium phaeovibrioides,0.9018,0.0,2e-05,0.158,uniform
Desulfotomaculum reducens,0.9204,0.0,0.0,0.012,uniform
Rhodospirillum centenum,0.8841,0.0,1e-05,0.056,uniform
Burkholderia vietnamiensis,0.9614,0.0,1e-05,0.174,uniform
Agrobacterium radiobacter,0.9259,0.0,0.0,0.022,uniform
Agrobacterium vitis,0.8457,0.0,2e-05,0.049,uniform
Aeromonas salmonicida,0.9366,0.0,1e-05,0.04,uniform
Enterobacter sp,0.9361,0.0,0.0,0.021,uniform
Polynucleobacter asymbioticus,0.8178,0.0,2e-05,0.051,uniform
Mycobacterium gilvum,0.93,0.0,1e-05,0.026,uniform
Salinispora tropica,0.9381,0.0,0.0,0.022,uniform
Caldicellulosiruptor saccharolyticus,0.9127,0.0,0.0,0.016,uniform
Pseudomonas mendocina,0.9053,0.0,1e-05,0.033,uniform
Shewanella putrefaciens,0.9274,0.0,0.0,0.01,uniform
Flavobacterium johnsoniae,0.8705,0.0,0.0,0.001,uniform
Roseiflexus sp,0.9414,0.0,0.0,0.016,uniform
Acidiphilium cryptum,0.9294,0.0,1e-05,0.289,uniform
Geobacter uraniireducens,0.9311,0.0,0.0,0.01,uniform
Sphingomonas wittichii,0.8965,0.0,1e-05,0.022,uniform
Thermotoga petrophila,0.955,0.0,1e-05,0.32,uniform
Psychrobacter sp,0.7281,0.0,2e-05,0.027,uniform
Thermosipho melanesiensis,0.866,0.0,1e-05,0.023,uniform
Yersinia pseudotuberculosis,0.9387,0.0,1e-05,0.039,uniform
Clostridium beijerinckii,0.9026,0.0,0.0,0.001,uniform
Alkaliphilus metalliredigens,0.8541,0.0,0.0,0.003,uniform
Streptococcus gordonii,0.8475,0.0,0.0,0.028,uniform
Clostridium botulinum,0.818,0.0,0.0,0.003,uniform
Sinorhizobium medicae,0.915,0.0,1e-05,0.05,uniform
Actinobacillus succinogenes,0.9158,0.0,0.0,0.013,uniform
Phenylobacterium zucineum,0.876,0.0,1e-05,0.076,uniform
Marinomonas sp,0.8607,0.0,0.0,0.005,uniform
Kineococcus radiotolerans,0.8464,0.0,1e-05,0.027,uniform
Ochrobactrum anthropi,0.929,0.0,1e-05,0.073,uniform
Bacillus cytotoxicus,0.8759,0.0,0.0,0.005,uniform
Campylobacter curvus,0.9332,0.0,0.0,0.032,uniform
Anaeromyxobacter sp,0.9067,0.0,1e-05,0.024,uniform
Fervidobacterium nodosum,0.7904,0.0,2e-05,0.058,uniform
Parvibaculum lavamentivorans,0.885,0.0,1e-05,0.059,uniform
Campylobacter hominis,0.8869,0.0,1e-05,0.044,uniform
Leptospira biflexa,0.9109,0.0,0.0,0.013,uniform
Xanthobacter autotrophicus,0.9552,0.0,0.0,0.027,uniform
Cronobacter sakazakii,0.9268,0.0,1e-05,0.056,uniform
Vibrio campbellii,0.9029,0.0,1e-05,0.037,uniform
Campylobacter concisus,0.9279,0.0,0.0,0.03,uniform
Roseiflexus castenholzii,0.8954,0.0,1e-05,0.012,uniform
Cyanothece sp,0.7976,0.0,1e-05,0.005,uniform
Pseudothermotoga lettingae,0.8692,0.0,2e-05,0.129,uniform
Bacillus pumilus,0.8514,0.0,1e-05,0.014,uniform
Lysinibacillus sphaericus,0.9176,0.0,0.0,0.006,uniform
Frankia sp,0.808,0.0,1e-05,0.009,uniform
Shewanella sediminis,0.9073,0.0,0.0,0.007,uniform
Citrobacter koseri,0.9057,0.0,1e-05,0.025,uniform
Serratia proteamaculans,0.9069,0.0,1e-05,0.015,uniform
Acaryochloris marina,0.8872,0.0,0.0,0.005,uniform
Dinoroseobacter shibae,0.8765,0.0,1e-05,0.055,uniform
Rickettsia akari,0.9333,0.0,2e-05,0.474,uniform
Salinispora arenicola,0.9042,0.0,1e-05,0.03,uniform
Shewanella pealeana,0.9297,0.0,0.0,0.008,uniform
Alkaliphilus oremlandii,0.823,0.0,1e-05,0.009,uniform
Mycobacterium marinum,0.9416,0.0,0.0,0.041,uniform
Desulfococcus oleovorans,0.9259,0.0,1e-05,0.023,uniform
Candidatus Desulforudis,0.9485,0.0,1e-05,0.278,uniform
Herpetosiphon aurantiacus,0.9107,0.0,0.0,0.004,uniform
Petrotoga mobilis,0.86,0.0,1e-05,0.036,uniform
Delftia acidovorans,0.9223,0.0,0.0,0.016,uniform
Lachnoclostridium phytofermentans,0.8668,0.0,0.0,0.002,uniform
Acholeplasma laidlawii,0.9145,0.0,1e-05,0.06,uniform
Bacillus weihenstephanensis,0.9309,0.0,0.0,0.006,uniform
Methylobacterium extorquens,0.9658,0.0,0.0,0.04,uniform
Chloroflexus aurantiacus,0.9347,0.0,0.0,0.033,uniform
Renibacterium salmoninarum,0.9568,0.0,1e-05,0.067,uniform
Thermotoga neapolitana,0.9446,0.0,1e-05,0.17,uniform
Anoxybacillus flavithermus,0.9167,0.0,1e-05,0.031,uniform
Thermoanaerobacter sp,0.9391,0.0,1e-05,0.074,uniform
Thermoanaerobacter pseudethanolicus,0.9736,0.0,0.0,0.087,uniform
Caulobacter sp,0.9483,0.0,0.0,0.023,uniform
Heliobacterium modesticaldum,0.9385,0.0,1e-05,0.062,uniform
Shewanella halifaxensis,0.8446,0.0,0.0,0.006,uniform
Campylobacter lari,0.8903,0.0,1e-05,0.099,uniform
Cellvibrio japonicus,0.9605,0.0,0.0,0.017,uniform
Francisella philomiragia,0.8538,0.0,1e-05,0.05,uniform
Methylobacterium sp,0.8952,0.0,1e-05,0.014,uniform
Shewanella woodyi,0.8808,0.0,0.0,0.005,uniform
Klebsiella variicola,0.751,0.0,1e-05,0.025,uniform
Thermotoga sp,0.9498,0.0,2e-05,0.481,uniform
Methylacidiphilum infernorum,0.9664,0.0,0.0,0.075,uniform
Methylobacterium radiotolerans,0.957,0.0,0.0,0.03,uniform
Polynucleobacter necessarius,0.96,0.0,1e-05,0.239,uniform
Leptothrix cholodnii,0.8511,0.0,1e-05,0.021,uniform
Beijerinckia indica,0.9495,0.0,0.0,0.031,uniform
Exiguobacterium sibiricum,0.8502,0.0,1e-05,0.018,uniform
Burkholderia ambifaria,0.9884,0.0,0.0,0.23,uniform
Methylobacterium populi,0.8721,0.0,1e-05,0.018,uniform
Opitutus terrae,0.9448,0.0,0.0,0.021,uniform
Natranaerobius thermophilus,0.865,0.0,1e-05,0.014,uniform
Nostoc punctiforme,0.8227,0.0,0.0,0.002,uniform
Paraburkholderia phymatum,0.9012,0.0,1e-05,0.1,uniform
Mycoplasma arthritidis,0.8737,0.0,3e-05,0.33,uniform
Paraburkholderia phytofirmans,0.9359,0.0,1e-05,0.055,uniform
Elusimicrobium minutum,0.9292,0.0,1e-05,0.113,uniform
Ralstonia pickettii,0.9427,0.0,0.0,0.014,uniform
Akkermansia muciniphila,0.8704,0.0,1e-05,0.059,uniform
Rhizobium etli,0.9242,0.0,1e-05,0.066,uniform
Sulfurihydrogenibium sp,0.9063,0.0,1e-05,0.05,uniform
Desulfobacterium autotrophicum,0.7311,0.0,1e-05,0.006,uniform
Geobacter lovleyi,0.9016,0.0,1e-05,0.035,uniform
Chlorobium limicola,0.8941,0.0,1e-05,0.07,uniform
Halothermothrix orenii,0.8496,0.0,1e-05,0.026,uniform
Chlorobaculum parvum,0.9406,0.0,1e-05,0.1,uniform
Chloroherpeton thalassium,0.8948,0.0,1e-05,0.024,uniform
Candidatus Amoebophilus,0.9034,0.0,1e-05,0.065,uniform
Alteromonas mediterranea,0.9269,0.0,0.0,0.009,uniform
Eubacterium eligens,0.8384,0.0,0.0,0.006,uniform
Eubacterium rectale,0.8414,0.0,0.0,0.004,uniform
Prosthecochloris aestuarii,0.9499,0.0,1e-05,0.054,uniform
Pelodictyon phaeoclathratiforme,0.9053,0.0,1e-05,0.024,uniform
Stenotrophomonas maltophilia,0.943,0.0,0.0,0.019,uniform
Deinococcus deserti,0.9938,0.0,0.0,0.216,uniform
Geobacter bemidjiensis,0.9362,0.0,0.0,0.015,uniform
Streptococcus equi,0.8727,0.0,1e-05,0.02,uniform
Hydrogenobaculum sp,0.8958,0.0,1e-05,0.074,uniform
Acidithiobacillus ferrooxidans,0.8431,0.0,2e-05,0.065,uniform
Edwardsiella tarda,0.8558,0.0,2e-05,0.106,uniform
Coprothermobacter proteolyticus,0.9477,0.0,2e-05,0.385,uniform
Dictyoglomus thermophilum,0.8453,0.0,1e-05,0.021,uniform
Laribacter hongkongensis,0.8838,0.0,1e-05,0.05,uniform
Azotobacter vinelandii,0.9586,0.0,0.0,0.026,uniform
Ureaplasma urealyticum,0.8396,0.0,3e-05,0.184,uniform
Thermosipho africanus,0.866,0.0,1e-05,0.022,uniform
Gluconacetobacter diazotrophicus,0.8888,0.0,1e-05,0.081,uniform
Oligotropha carboxidovorans,0.8815,0.0,1e-05,0.048,uniform
Bifidobacterium animalis,0.8837,0.0,2e-05,0.158,uniform
Comamonas thiooxydans,0.9367,0.0,0.0,0.016,uniform
Sulfurihydrogenibium azorense,0.8552,0.0,1e-05,0.053,uniform
Persephonella marina,0.9454,0.0,1e-05,0.046,uniform
Dictyoglomus turgidum,0.8852,0.0,1e-05,0.045,uniform
Thermomicrobium roseum,0.9229,0.0,2e-05,0.358,uniform
Nautilia profundicola,0.8967,0.0,1e-05,0.034,uniform
Methylocella silvestris,0.9566,0.0,0.0,0.028,uniform
Thauera sp,0.9123,0.0,1e-05,0.022,uniform
Rhodobacter capsulatus,0.9404,0.0,1e-05,0.051,uniform
Haemophilus parasuis,0.8993,0.0,0.0,0.019,uniform
Desulfatibacillum aliphaticivorans,0.8115,0.0,0.0,0.005,uniform
Chloroflexus aggregans,0.8787,0.0,1e-05,0.014,uniform
Thioalkalivibrio sulfidiphilus,0.9794,0.0,0.0,0.046,uniform
Pseudarthrobacter chlorophenolicus,0.9047,0.0,1e-05,0.029,uniform
Clostridium cellulolyticum,0.8975,0.0,0.0,0.006,uniform
Methylobacterium nodulans,0.8983,0.0,0.0,0.008,uniform
Brachyspira hyodysenteriae,0.7641,0.0,1e-05,0.008,uniform
Desulfovibrio desulfuricans,0.9475,0.0,1e-05,0.165,uniform
Chloroflexus sp,0.9052,0.0,1e-05,0.036,uniform
Sinorhizobium fredii,0.8161,0.0,2e-05,0.048,uniform
Geobacter daltonii,0.9001,0.0,1e-05,0.017,uniform
Wolbachia sp,0.9088,0.0,1e-05,0.162,uniform
Acidovorax ebreus,0.829,0.0,2e-05,0.15,uniform
Caldicellulosiruptor bescii,0.8945,0.0,1e-05,0.035,uniform
Nonlabens dokdonensis,0.8591,0.0,0.0,0.006,uniform
Acidobacterium capsulatum,0.9031,0.0,1e-05,0.02,uniform
Blattabacterium sp,0.8924,0.0,3e-05,0.497,uniform
Burkholderia glumae,0.9523,0.0,1e-05,0.081,uniform
Shimwellia blattae,0.8122,0.0,1e-05,0.031,uniform
Bartonella grahamii,0.9252,0.0,1e-05,0.047,uniform
Rickettsia prowazekii,0.8719,0.0,3e-05,0.403,uniform
Edwardsiella ictaluri,0.9162,0.0,1e-05,0.084,uniform
Corynebacterium aurimucosum,0.8706,0.0,2e-05,0.074,uniform
Aggregatibacter aphrophilus,0.8206,0.0,0.0,0.027,uniform
Teredinibacter turnerae,0.9016,0.0,0.0,0.013,uniform
Exiguobacterium sp,0.8647,0.0,1e-05,0.028,uniform
Tolumonas auensis,0.8878,0.0,1e-05,0.02,uniform
Lactobacillus plantarum,0.8306,0.0,1e-05,0.019,uniform
Beutenbergia cavernae,0.9253,0.0,0.0,0.024,uniform
Dyadobacter fermentans,0.8275,0.0,0.0,0.002,uniform
Corynebacterium kroppenstedtii,0.9393,0.0,1e-05,0.096,uniform
Micrococcus luteus,0.9054,0.0,1e-05,0.175,uniform
Desulfomicrobium baculatum,0.7519,0.0,2e-05,0.038,uniform
Actinosynnema mirum,0.9343,0.0,0.0,0.017,uniform
Acidimicrobium ferrooxidans,0.895,0.0,3e-05,0.295,uniform
Capnocytophaga ochracea,0.9196,0.0,0.0,0.024,uniform
Kosmotoga olearia,0.8845,0.0,1e-05,0.068,uniform
Variovorax paradoxus,0.9006,0.0,0.0,0.009,uniform
Geobacillus sp,0.9025,0.0,0.0,0.022,uniform
Brachybacterium faecium,0.8665,0.0,1e-05,0.044,uniform
Desulfovibrio salexigens,0.9167,0.0,0.0,0.013,uniform
Zunongwangia profunda,0.849,0.0,0.0,0.003,uniform
Dickeya paradisiaca,0.9052,0.0,1e-05,0.025,uniform
Dickeya chrysanthemi,0.9196,0.0,1e-05,0.024,uniform
Paenibacillus sp,0.9113,0.0,0.0,0.003,uniform
Pectobacterium carotovorum,0.8245,0.0,1e-05,0.022,uniform
Geobacter sp,0.9354,0.0,0.0,0.012,uniform
Clostridium ljungdahlii,0.8228,0.0,0.0,0.004,uniform
Methylotenera mobilis,0.9194,0.0,0.0,0.021,uniform
Flavobacteriaceae bacterium,0.5835,0.0,1e-05,0.009,uniform
Methylovorus glucosetrophus,0.9278,0.0,1e-05,0.086,uniform
Candidatus Liberibacter,0.7539,0.0,3e-05,0.203,uniform
Hirschia baltica,0.9471,0.0,0.0,0.022,uniform
Pedobacter heparinus,0.8665,0.0,0.0,0.005,uniform
Cryptobacterium curtum,0.9029,0.0,1e-05,0.056,uniform
Saccharomonospora viridis,0.8681,0.0,1e-05,0.037,uniform
Slackia heliotrinireducens,0.5533,0.0,6e-05,0.03,uniform
Leptotrichia buccalis,0.8572,0.0,0.0,0.025,uniform
Kytococcus sedentarius,0.9435,0.0,1e-05,0.108,uniform
Spirochaeta thermophila,0.9507,0.0,1e-05,0.062,uniform
Chitinophaga pinensis,0.736,0.0,0.0,0.001,uniform
Catenulispora acidiphila,0.9145,0.0,0.0,0.004,uniform
Jonesia denitrificans,0.9175,0.0,1e-05,0.067,uniform
Kangiella koreensis,0.8887,0.0,1e-05,0.034,uniform
Anaerococcus prevotii,0.9191,0.0,0.0,0.027,uniform
Robiginitalea biformata,0.864,0.0,1e-05,0.02,uniform
Candidatus Accumulibacter,0.9234,0.0,0.0,0.011,uniform
Desulfotomaculum acetoxidans,0.8864,0.0,0.0,0.009,uniform
Atopobium parvulum,0.9386,0.0,0.0,0.04,uniform
Eggerthella lenta,0.8811,0.0,1e-05,0.019,uniform
Alicyclobacillus acidocaldarius,0.9375,0.0,1e-05,0.087,uniform
Aggregatibacter actinomycetemcomitans,0.9073,0.0,0.0,0.03,uniform
Desulfohalobium retbaense,0.8981,0.0,1e-05,0.081,uniform
Kribbella flavida,0.8912,0.0,0.0,0.011,uniform
Nakamurella multipartita,0.9092,0.0,1e-05,0.028,uniform
Thermomonospora curvata,0.9221,0.0,0.0,0.022,uniform
Sebaldella termitidis,0.8969,0.0,0.0,0.003,uniform
Meiothermus ruber,0.9464,0.0,1e-05,0.082,uniform
Planctopirus limnophila,0.9483,0.0,0.0,0.013,uniform
Bifidobacterium dentium,0.9356,0.0,1e-05,0.075,uniform
Candidatus Puniceispirillum,0.8665,0.0,1e-05,0.05,uniform
Leuconostoc kimchii,0.9406,0.0,1e-05,0.074,uniform
Spirosoma linguale,0.8408,0.0,0.0,0.003,uniform
Stackebrandtia nassauensis,0.7902,0.0,1e-05,0.012,uniform
Streptobacillus moniliformis,0.8012,0.0,1e-05,0.011,uniform
Ammonifex degensii,0.9855,0.0,1e-05,0.251,uniform
Pectobacterium parmentieri,0.9121,0.0,0.0,0.017,uniform
Bacillus selenitireducens,0.8184,0.0,1e-05,0.025,uniform
Fibrobacter succinogenes,0.8961,0.0,0.0,0.008,uniform
Pseudoalteromonas sp,0.8849,0.0,1e-05,0.066,uniform
Nitrosococcus halophilus,0.9313,0.0,1e-05,0.029,uniform
Halothiobacillus neapolitanus,0.9256,0.0,1e-05,0.124,uniform
Gordonia bronchialis,0.9376,0.0,1e-05,0.029,uniform
Haliangium ochraceum,0.8292,0.0,0.0,0.005,uniform
Vibrio antiquarius,0.9456,0.0,1e-05,0.039,uniform
Rhodothermus marinus,0.8957,0.0,1e-05,0.034,uniform
Butyrivibrio proteoclasticus,0.831,0.0,0.0,0.003,uniform
Streptosporangium roseum,0.8911,0.0,0.0,0.004,uniform
Sulfurospirillum deleyianum,0.8064,0.0,2e-05,0.056,uniform
Thermanaerovibrio acidaminovorans,0.9562,0.0,1e-05,0.293,uniform
Sanguibacter keddieii,0.874,0.0,1e-05,0.019,uniform
Veillonella parvula,0.9247,0.0,0.0,0.015,uniform
Xylanimonas cellulosilytica,0.7846,0.0,1e-05,0.027,uniform
Sphaerobacter thermophilus,0.9498,0.0,1e-05,0.157,uniform
Thermobaculum terrenum,0.9043,0.0,2e-05,0.095,uniform
Dickeya zeae,0.8907,0.0,1e-05,0.021,uniform
Staphylococcus lugdunensis,0.8483,0.0,1e-05,0.014,uniform
Thermotoga naphthophila,0.9571,0.0,1e-05,0.416,uniform
Treponema azotonutricium,0.9296,0.0,0.0,0.015,uniform
Candidatus Atelocyanobacterium,0.896,0.0,1e-05,0.119,uniform
Treponema primitia,0.9303,0.0,0.0,0.014,uniform
Pirellula staleyi,0.9076,0.0,0.0,0.007,uniform
Gardnerella vaginalis,0.9453,0.0,1e-05,0.078,uniform
Mageeibacillus indolicus,0.8447,0.0,2e-05,0.069,uniform
Conexibacter woesei,0.9561,0.0,0.0,0.017,uniform
Acidaminococcus fermentans,0.825,0.0,2e-05,0.097,uniform
Geodermatophilus obscurus,0.8315,0.0,1e-05,0.025,uniform
Mycoplasma gallisepticum,0.9154,0.0,2e-05,0.23,uniform
Thermobispora bispora,0.7685,0.0,2e-05,0.039,uniform
Pantoea ananatis,0.8218,0.0,1e-05,0.024,uniform
Bacillus pseudofirmus,0.8236,0.0,1e-05,0.011,uniform
Allochromatium vinosum,0.9677,0.0,1e-05,0.067,uniform
Thioalkalivibrio sp,0.7929,0.0,3e-05,0.115,uniform
Enterobacter cloacae,0.9158,0.0,0.0,0.016,uniform
Waddlia chondrophila,0.8507,0.0,2e-05,0.097,uniform
Thermocrinis albus,0.947,0.0,1e-05,0.298,uniform
Thermoanaerobacter italicus,0.9334,0.0,1e-05,0.047,uniform
Desulfurivibrio alkaliphilus,0.9237,0.0,1e-05,0.055,uniform
Segniliparus rotundus,0.9144,0.0,1e-05,0.094,uniform
Brachyspira murdochii,0.8681,0.0,0.0,0.005,uniform
Thermus scotoductus,0.949,0.0,1e-05,0.214,uniform
Cellulomonas flavigena,0.9339,0.0,0.0,0.027,uniform
Sideroxydans lithotrophicus,0.931,0.0,1e-05,0.057,uniform
Tsukamurella paurometabola,0.8875,0.0,1e-05,0.047,uniform
Denitrovibrio acetiphilus,0.9491,0.0,0.0,0.021,uniform
Marinobacter adhaerens,0.9357,0.0,0.0,0.025,uniform
Bacillus megaterium,0.77,0.0,1e-05,0.004,uniform
Mycoplasma crocodyli,0.9359,0.0,1e-05,0.206,uniform
Mobiluncus curtisii,0.7463,0.0,2e-05,0.04,uniform
Mycoplasma fermentans,0.9196,0.0,1e-05,0.165,uniform
Aminobacterium colombiense,0.9118,0.0,1e-05,0.123,uniform
Coraliomargarita akajimensis,0.8722,0.0,1e-05,0.037,uniform
Arcobacter nitrofigilis,0.8983,0.0,0.0,0.005,uniform
Amycolatopsis mediterranei,0.9212,0.0,0.0,0.004,uniform
Moraxella catarrhalis,0.8939,0.0,1e-05,0.075,uniform
Prevotella ruminicola,0.8825,0.0,0.0,0.009,uniform
Caulobacter segnis,0.9636,0.0,0.0,0.039,uniform
Burkholderia sp,0.9218,0.0,1e-05,0.085,uniform
Kyrpidia tusciae,0.8911,0.0,1e-05,0.101,uniform
Thiomonas intermedia,0.8977,0.0,1e-05,0.064,uniform
Brachyspira pilosicoli,0.9302,0.0,0.0,0.01,uniform
Starkeya novella,0.9337,0.0,0.0,0.02,uniform
Thermincola potens,0.9442,0.0,0.0,0.033,uniform
Thermoanaerobacter mathranii,0.8857,0.0,1e-05,0.05,uniform
Dickeya dadantii,0.9213,0.0,0.0,0.022,uniform
Herbaspirillum seropedicae,0.9301,0.0,0.0,0.012,uniform
Nocardiopsis dassonvillei,0.9148,0.0,1e-05,0.024,uniform
Meiothermus silvanus,0.8397,0.0,2e-05,0.061,uniform
Arcanobacterium haemolyticum,0.8792,0.0,1e-05,0.056,uniform
Croceibacter atlanticus,0.8946,0.0,0.0,0.01,uniform
Streptomyces bingchenggensis,0.8705,0.0,0.0,0.002,uniform
Syntrophothermus lipocalidus,0.7969,0.0,3e-05,0.075,uniform
Truepera radiovictrix,0.9698,0.0,0.0,0.068,uniform
Methylotenera versatilis,0.9114,0.0,1e-05,0.025,uniform
'Nostoc azollae',0.8618,0.0,0.0,0.005,uniform
Acinetobacter oleivorans,0.8959,0.0,0.0,0.012,uniform
Spiroplasma mirum,0.817,0.0,4e-05,0.381,uniform
Hyphomicrobium denitrificans,0.9747,0.0,0.0,0.071,uniform
Dehalogenimonas lykanthroporepellens,0.752,0.0,5e-05,0.252,uniform
Desulfarculus baarsii,0.8867,0.0,1e-05,0.069,uniform
Nitrosococcus watsonii,0.8654,0.0,1e-05,0.046,uniform
Corynebacterium pseudotuberculosis,0.7583,0.0,3e-05,0.103,uniform
Brevundimonas subvibrioides,0.8443,0.0,3e-05,0.108,uniform
Acetohalobium arabaticum,0.8544,0.0,1e-05,0.016,uniform
Olsenella uli,0.9175,0.0,1e-05,0.072,uniform
Mycoplasma leachii,0.8924,0.0,2e-05,0.169,uniform
Clostridium saccharolyticum,0.8161,0.0,0.0,0.002,uniform
Capnocytophaga canimorsus,0.7407,0.0,1e-05,0.007,uniform
Sediminispirochaeta smaragdinae,0.8904,0.0,0.0,0.013,uniform
Prevotella melaninogenica,0.7884,0.0,1e-05,0.007,uniform
Erwinia sp,0.7903,0.0,1e-05,0.058,uniform
Candidatus Midichloria,0.8515,0.0,3e-05,0.333,uniform
Thermosediminibacter oceani,0.8804,0.0,1e-05,0.084,uniform
Parvularcula bermudensis,0.9452,0.0,1e-05,0.081,uniform
Maribacter sp,0.8349,0.0,1e-05,0.007,uniform
Gallionella capsiferriformans,0.9187,0.0,1e-05,0.041,uniform
Clostridium cellulovorans,0.8876,0.0,0.0,0.001,uniform
Micromonospora aurantiaca,0.9841,0.0,0.0,0.035,uniform
Caldicellulosiruptor obsidiansis,0.8869,0.0,1e-05,0.038,uniform
Mycoplasma hyorhinis,0.8981,0.0,2e-05,0.327,uniform
Thermoanaerobacterium thermosaccharolyticum,0.893,0.0,0.0,0.018,uniform
Halanaerobium praevalens,0.8609,0.0,1e-05,0.017,uniform
Acinetobacter pittii,0.8919,0.0,1e-05,0.016,uniform
Mycoplasma bovis,0.7883,0.0,4e-05,0.258,uniform
Deinococcus gobiensis,0.9547,0.0,1e-05,0.174,uniform
Sulfurimonas autotrophica,0.9179,0.0,1e-05,0.018,uniform
Pantoea vagans,0.9455,0.0,0.0,0.045,uniform
Bacillus atrophaeus,0.8666,0.0,0.0,0.011,uniform
Ferrimonas balearica,0.8672,0.0,1e-05,0.027,uniform
Caldicellulosiruptor owensensis,0.8884,0.0,1e-05,0.039,uniform
Caldicellulosiruptor hydrothermalis,0.7681,0.0,1e-05,0.033,uniform
Bifidobacterium bifidum,0.8816,0.0,2e-05,0.089,uniform
Ketogulonicigenium vulgare,0.8748,0.0,2e-05,0.181,uniform
Agrobacterium sp,0.7245,0.0,4e-05,0.15,uniform
Methylovorus sp,0.8834,0.0,1e-05,0.085,uniform
Stigmatella aurantiaca,0.9217,0.0,0.0,0.003,uniform
Enterobacter lignolyticus,0.9154,0.0,1e-05,0.016,uniform
Eubacterium callanderi,0.9424,0.0,0.0,0.014,uniform
Mycobacterium indicus,0.9193,0.0,1e-05,0.161,uniform
Mesorhizobium opportunistum,0.8748,0.0,0.0,0.008,uniform
Rothia dentocariosa,0.855,0.0,0.0,0.025,uniform
Ilyobacter polytropus,0.92,0.0,1e-05,0.037,uniform
Vibrio anguillarum,0.9182,0.0,1e-05,0.021,uniform
Achromobacter xylosoxidans,0.9475,0.0,0.0,0.015,uniform
Rhodomicrobium vannielii,0.9273,0.0,1e-05,0.05,uniform
Serratia symbiotica,0.8757,0.0,1e-05,0.062,uniform
Frankia inefficax,0.9209,0.0,0.0,0.008,uniform
Halanaerobium hydrogeniformans,0.9048,0.0,0.0,0.013,uniform
Leadbetterella byssophila,0.9206,0.0,0.0,0.006,uniform
Caldicellulosiruptor kristjanssonii,0.8701,0.0,1e-05,0.035,uniform
Mycobacterium sinense,0.9762,0.0,0.0,0.044,uniform
Caldicellulosiruptor kronotskyensis,0.7865,0.0,1e-05,0.024,uniform
Alteromonas naphthalenivorans,0.9196,0.0,0.0,0.011,uniform
Intrasporangium calvum,0.964,0.0,0.0,0.044,uniform
Thermaerobacter marianensis,0.9343,0.0,1e-05,0.278,uniform
Paludibacter propionicigenes,0.8675,0.0,0.0,0.004,uniform
Riemerella anatipestifer,0.9536,0.0,0.0,0.029,uniform
Calditerrivibrio nitroreducens,0.8639,0.0,1e-05,0.046,uniform
Marivirga tractuosa,0.9342,0.0,0.0,0.004,uniform
Pseudothermotoga thermarum,0.9218,0.0,1e-05,0.082,uniform
Bacteroides helcogenes,0.8135,0.0,0.0,0.001,uniform
Isosphaera pallida,0.9432,0.0,0.0,0.02,uniform
Sulfuricurvum kujiense,0.8806,0.0,1e-05,0.032,uniform
Mahella australiensis,0.8275,0.0,1e-05,0.024,uniform
Oceanithermus profundus,0.8905,0.0,2e-05,0.155,uniform
Desulfobulbus propionicus,0.8737,0.0,1e-05,0.036,uniform
Vibrio furnissii,0.9342,0.0,1e-05,0.041,uniform
Pseudarthrobacter phenanthrenivorans,0.8873,0.0,1e-05,0.031,uniform
Micavibrio aeruginosavorus,0.9462,0.0,1e-05,0.131,uniform
Filifactor alocis,0.8436,0.0,0.0,0.006,uniform
Bacillus cellulosilyticus,0.895,0.0,0.0,0.005,uniform
Asticcacaulis excentricus,0.9424,0.0,1e-05,0.091,uniform
Micromonospora sp,0.9484,0.0,0.0,0.031,uniform
Ethanoligenens harbinense,0.877,0.0,1e-05,0.057,uniform
Ruminococcus albus,0.877,0.0,0.0,0.009,uniform
Desulfovibrio aespoeensis,0.8398,0.0,1e-05,0.041,uniform
Desulfurispirillum indicum,0.9136,0.0,1e-05,0.044,uniform
Pantoea sp,0.8754,0.0,1e-05,0.025,uniform
Staphylococcus pseudintermedius,0.8943,0.0,0.0,0.016,uniform
Thermovibrio ammonificans,0.8618,0.0,2e-05,0.107,uniform
Pseudoxanthomonas suwonensis,0.855,0.0,2e-05,0.119,uniform
Mesorhizobium ciceri,0.9535,0.0,0.0,0.025,uniform
Alicycliphilus denitrificans,0.9474,0.0,0.0,0.04,uniform
Nitratifractor salsuginis,0.9409,0.0,1e-05,0.1,uniform
Cellulophaga algicola,0.8088,0.0,0.0,0.003,uniform
Deinococcus maricopensis,0.9079,0.0,1e-05,0.047,uniform
Weeksella virosa,0.8732,0.0,1e-05,0.019,uniform
Taylorella equigenitalis,0.8376,0.0,2e-05,0.056,uniform
Lactobacillus sanfranciscensis,0.7306,0.0,3e-05,0.07,uniform
Thermoanaerobacter brockii,0.8978,0.0,1e-05,0.087,uniform
Terriglobus saanensis,0.9379,0.0,0.0,0.009,uniform
Streptococcus parauberis,0.8688,0.0,0.0,0.008,uniform
Streptomyces pratensis,0.9423,0.0,0.0,0.013,uniform
Granulicella tundricola,0.9269,0.0,0.0,0.019,uniform
Rahnella sp,0.9244,0.0,1e-05,0.033,uniform
Aerococcus urinae,0.7804,0.0,1e-05,0.028,uniform
