Species,r_value,p_value,stError,euclidean,distribution
Pelodictyon phaeoclathratiforme,0.7247,0.0,3e-05,0.189,uniform
Stenotrophomonas maltophilia,0.9484,0.0,1e-05,0.157,uniform
Geobacter bemidjiensis,0.9491,0.0,1e-05,0.159,uniform
Streptococcus equi,0.8006,0.0,1e-05,0.037,uniform
Hydrogenobaculum sp,0.9675,0.0,1e-05,0.235,uniform
Dictyoglomus thermophilum,0.865,0.0,1e-05,0.161,uniform
Laribacter hongkongensis,0.9902,0.0,0.0,0.188,uniform
Azotobacter vinelandii,0.9818,0.0,0.0,0.106,uniform
Thermosipho africanus,0.9758,0.0,0.0,0.121,uniform
Oligotropha carboxidovorans,0.8745,0.0,3e-05,0.471,uniform
Comamonas thiooxydans,0.939,0.0,1e-05,0.086,uniform
Sulfurihydrogenibium azorense,0.9426,0.0,1e-05,0.278,uniform
Persephonella marina,0.9524,0.0,1e-05,0.256,uniform
Dictyoglomus turgidum,0.9525,0.0,1e-05,0.212,uniform
Nautilia profundicola,0.9069,0.0,1e-05,0.204,uniform
Methylocella silvestris,0.9725,0.0,1e-05,0.256,uniform
Thauera sp,0.9128,0.0,1e-05,0.171,uniform
Rhodobacter capsulatus,0.9845,0.0,0.0,0.269,uniform
Haemophilus parasuis,0.9513,0.0,0.0,0.069,uniform
Desulfatibacillum aliphaticivorans,0.9446,0.0,0.0,0.037,uniform
Chloroflexus aggregans,0.6478,0.0,4e-05,0.085,uniform
Thioalkalivibrio sulfidiphilus,0.9871,0.0,0.0,0.299,uniform
Pseudarthrobacter chlorophenolicus,0.8831,0.0,1e-05,0.155,uniform
Clostridium cellulolyticum,0.9773,0.0,0.0,0.021,uniform
Methylobacterium nodulans,0.7599,0.0,3e-05,0.099,uniform
Brachyspira hyodysenteriae,0.9201,0.0,0.0,0.037,uniform
Chloroflexus sp,0.9902,0.0,0.0,0.222,uniform
Sinorhizobium fredii,0.9504,0.0,1e-05,0.374,uniform
Geobacter daltonii,0.9728,0.0,0.0,0.135,uniform
Caldicellulosiruptor bescii,0.831,0.0,1e-05,0.094,uniform
Nonlabens dokdonensis,0.8284,0.0,1e-05,0.021,uniform
Acidobacterium capsulatum,0.9171,0.0,1e-05,0.202,uniform
Shimwellia blattae,0.7388,0.0,3e-05,0.164,uniform
Bartonella grahamii,0.9932,0.0,0.0,0.238,uniform
Edwardsiella ictaluri,0.986,0.0,0.0,0.373,uniform
Corynebacterium aurimucosum,0.8545,0.0,2e-05,0.299,uniform
Aggregatibacter aphrophilus,0.9211,0.0,0.0,0.007,uniform
Teredinibacter turnerae,0.8992,0.0,1e-05,0.07,uniform
Exiguobacterium sp,0.9076,0.0,1e-05,0.19,uniform
Tolumonas auensis,0.5773,0.0,7e-05,0.072,uniform
Lactobacillus plantarum,0.7411,0.0,2e-05,0.102,uniform
Beutenbergia cavernae,0.8795,0.0,1e-05,0.096,uniform
Dyadobacter fermentans,0.9499,0.0,0.0,0.016,uniform
Desulfomicrobium baculatum,0.9926,0.0,0.0,0.154,uniform
Actinosynnema mirum,0.9901,0.0,0.0,0.051,uniform
Capnocytophaga ochracea,0.8962,0.0,0.0,0.019,uniform
Kosmotoga olearia,0.9635,0.0,1e-05,0.174,uniform
Variovorax paradoxus,0.7015,0.0,3e-05,0.116,uniform
Geobacillus sp,0.9567,0.0,0.0,0.077,uniform
Brachybacterium faecium,0.8151,0.0,3e-05,0.303,uniform
Desulfovibrio salexigens,0.9337,0.0,1e-05,0.055,uniform
Zunongwangia profunda,0.9586,0.0,0.0,0.012,uniform
Dickeya paradisiaca,0.9932,0.0,0.0,0.139,uniform
Dickeya chrysanthemi,0.6582,0.0,5e-05,0.127,uniform
Paenibacillus sp,0.9109,0.0,0.0,0.016,uniform
Pectobacterium carotovorum,0.9404,0.0,1e-05,0.12,uniform
Geobacter sp,0.9812,0.0,0.0,0.171,uniform
Clostridium ljungdahlii,0.976,0.0,0.0,0.023,uniform
Methylotenera mobilis,0.84,0.0,2e-05,0.166,uniform
Flavobacteriaceae bacterium,0.9294,0.0,0.0,0.027,uniform
Methylovorus glucosetrophus,0.9625,0.0,1e-05,0.458,uniform
Hirschia baltica,0.9563,0.0,0.0,0.082,uniform
Pedobacter heparinus,0.9305,0.0,0.0,0.022,uniform
Saccharomonospora viridis,0.7395,0.0,3e-05,0.289,uniform
Slackia heliotrinireducens,0.7667,0.0,3e-05,0.159,uniform
Leptotrichia buccalis,0.8483,0.0,0.0,0.026,uniform
Kytococcus sedentarius,0.8251,0.0,2e-05,0.229,uniform
Chitinophaga pinensis,0.9562,0.0,0.0,0.005,uniform
Catenulispora acidiphila,0.7936,0.0,1e-05,0.016,uniform
Jonesia denitrificans,0.9858,0.0,0.0,0.203,uniform
Kangiella koreensis,0.9842,0.0,0.0,0.143,uniform
Anaerococcus prevotii,0.9767,0.0,0.0,0.132,uniform
Robiginitalea biformata,0.8339,0.0,1e-05,0.127,uniform
Candidatus Accumulibacter,0.7739,0.0,2e-05,0.097,uniform
Desulfotomaculum acetoxidans,0.9804,0.0,0.0,0.042,uniform
Atopobium parvulum,0.9669,0.0,0.0,0.04,uniform
Eggerthella lenta,0.9503,0.0,1e-05,0.192,uniform
Aggregatibacter actinomycetemcomitans,0.9409,0.0,1e-05,0.039,uniform
Kribbella flavida,0.7791,0.0,2e-05,0.051,uniform
Nakamurella multipartita,0.9703,0.0,0.0,0.086,uniform
Thermomonospora curvata,0.9384,0.0,1e-05,0.101,uniform
Sebaldella termitidis,0.9262,0.0,0.0,0.011,uniform
Planctopirus limnophila,0.8943,0.0,1e-05,0.063,uniform
Bifidobacterium dentium,0.8881,0.0,3e-05,0.372,uniform
Candidatus Puniceispirillum,0.9818,0.0,0.0,0.231,uniform
Leuconostoc kimchii,0.8273,0.0,2e-05,0.395,uniform
Spirosoma linguale,0.9582,0.0,0.0,0.016,uniform
Stackebrandtia nassauensis,0.8173,0.0,1e-05,0.055,uniform
Streptobacillus moniliformis,0.9448,0.0,0.0,0.053,uniform
Pectobacterium parmentieri,0.9246,0.0,1e-05,0.115,uniform
Bacillus selenitireducens,0.9513,0.0,1e-05,0.132,uniform
Fibrobacter succinogenes,0.9028,0.0,1e-05,0.061,uniform
Pseudoalteromonas sp,0.9835,0.0,0.0,0.286,uniform
Nitrosococcus halophilus,0.9024,0.0,1e-05,0.143,uniform
Gordonia bronchialis,0.8154,0.0,2e-05,0.152,uniform
Haliangium ochraceum,0.7892,0.0,1e-05,0.023,uniform
Vibrio antiquarius,0.9693,0.0,0.0,0.164,uniform
Rhodothermus marinus,0.9908,0.0,0.0,0.309,uniform
Butyrivibrio proteoclasticus,0.9761,0.0,0.0,0.032,uniform
Streptosporangium roseum,0.6652,0.0,1e-05,0.017,uniform
Sulfurospirillum deleyianum,0.8571,0.0,1e-05,0.17,uniform
Sanguibacter keddieii,0.9699,0.0,1e-05,0.139,uniform
Veillonella parvula,0.9392,0.0,0.0,0.015,uniform
Xylanimonas cellulosilytica,0.9524,0.0,1e-05,0.203,uniform
Dickeya zeae,0.9521,0.0,0.0,0.132,uniform
Staphylococcus lugdunensis,0.9357,0.0,0.0,0.058,uniform
Treponema azotonutricium,0.9795,0.0,0.0,0.106,uniform
Treponema primitia,0.983,0.0,0.0,0.112,uniform
Pirellula staleyi,0.7043,0.0,2e-05,0.044,uniform
Gardnerella vaginalis,0.879,0.0,1e-05,0.305,uniform
Mageeibacillus indolicus,0.9061,0.0,2e-05,0.274,uniform
Conexibacter woesei,0.9481,0.0,0.0,0.074,uniform
Acidaminococcus fermentans,0.9661,0.0,1e-05,0.377,uniform
Geodermatophilus obscurus,0.9852,0.0,0.0,0.131,uniform
Thermobispora bispora,0.6473,0.0,9e-05,0.28,uniform
Pantoea ananatis,0.9684,0.0,0.0,0.103,uniform
Bacillus pseudofirmus,0.9744,0.0,0.0,0.035,uniform
Allochromatium vinosum,0.7032,0.0,0.00011,0.222,uniform
Enterobacter cloacae,0.8375,0.0,2e-05,0.115,uniform
Thermoanaerobacter italicus,0.9397,0.0,1e-05,0.209,uniform
Desulfurivibrio alkaliphilus,0.8991,0.0,2e-05,0.339,uniform
Brachyspira murdochii,0.9418,0.0,0.0,0.022,uniform
Cellulomonas flavigena,0.9864,0.0,0.0,0.114,uniform
Tsukamurella paurometabola,0.8014,0.0,3e-05,0.209,uniform
Denitrovibrio acetiphilus,0.9753,0.0,0.0,0.101,uniform
Marinobacter adhaerens,0.7288,0.0,3e-05,0.141,uniform
Bacillus megaterium,0.8726,0.0,0.0,0.018,uniform
Mobiluncus curtisii,0.663,0.0,7e-05,0.252,uniform
Aminobacterium colombiense,0.9143,0.0,2e-05,0.495,uniform
Coraliomargarita akajimensis,0.9228,0.0,1e-05,0.186,uniform
Arcobacter nitrofigilis,0.9781,0.0,0.0,0.023,uniform
Amycolatopsis mediterranei,0.727,0.0,2e-05,0.031,uniform
Moraxella catarrhalis,0.8173,0.0,3e-05,0.32,uniform
Prevotella ruminicola,0.9416,0.0,0.0,0.002,uniform
Caulobacter segnis,0.9117,0.0,1e-05,0.259,uniform
Thiomonas intermedia,0.7279,0.0,5e-05,0.325,uniform
Brachyspira pilosicoli,0.9451,0.0,0.0,0.042,uniform
Starkeya novella,0.9575,0.0,1e-05,0.194,uniform
Thermincola potens,0.8763,0.0,1e-05,0.156,uniform
Thermoanaerobacter mathranii,0.9382,0.0,1e-05,0.194,uniform
Dickeya dadantii,0.9897,0.0,0.0,0.153,uniform
Herbaspirillum seropedicae,0.918,0.0,1e-05,0.065,uniform
Nocardiopsis dassonvillei,0.9866,0.0,0.0,0.073,uniform
Croceibacter atlanticus,0.7054,0.0,1e-05,0.044,uniform
Streptomyces bingchenggensis,0.7472,0.0,1e-05,0.019,uniform
Syntrophothermus lipocalidus,0.7459,0.0,7e-05,0.325,uniform
Truepera radiovictrix,0.9699,0.0,1e-05,0.483,uniform
Methylotenera versatilis,0.9695,0.0,1e-05,0.138,uniform
'Nostoc azollae',0.8289,0.0,1e-05,0.02,uniform
Acinetobacter oleivorans,0.7739,0.0,1e-05,0.068,uniform
Hyphomicrobium denitrificans,0.9944,0.0,0.0,0.262,uniform
Desulfarculus baarsii,0.9938,0.0,0.0,0.34,uniform
Nitrosococcus watsonii,0.9635,0.0,1e-05,0.205,uniform
Corynebacterium pseudotuberculosis,0.9797,0.0,1e-05,0.444,uniform
Acetohalobium arabaticum,0.9861,0.0,0.0,0.114,uniform
Clostridium saccharolyticum,0.9703,0.0,0.0,0.019,uniform
Capnocytophaga canimorsus,0.9623,0.0,0.0,0.032,uniform
Sediminispirochaeta smaragdinae,0.9604,0.0,0.0,0.056,uniform
Prevotella melaninogenica,0.9214,0.0,0.0,0.007,uniform
Erwinia sp,0.941,0.0,1e-05,0.319,uniform
Maribacter sp,0.9386,0.0,0.0,0.021,uniform
Gallionella capsiferriformans,0.9319,0.0,1e-05,0.206,uniform
Clostridium cellulovorans,0.8899,0.0,0.0,0.007,uniform
Micromonospora aurantiaca,0.7812,0.0,3e-05,0.157,uniform
Caldicellulosiruptor obsidiansis,0.9677,0.0,0.0,0.183,uniform
Thermoanaerobacterium thermosaccharolyticum,0.9147,0.0,1e-05,0.052,uniform
Halanaerobium praevalens,0.9673,0.0,0.0,0.058,uniform
Acinetobacter pittii,0.9644,0.0,0.0,0.067,uniform
Sulfurimonas autotrophica,0.9224,0.0,1e-05,0.208,uniform
Pantoea vagans,0.9507,0.0,1e-05,0.17,uniform
Bacillus atrophaeus,0.9775,0.0,0.0,0.061,uniform
Ferrimonas balearica,0.9524,0.0,0.0,0.142,uniform
Caldicellulosiruptor owensensis,0.9606,0.0,0.0,0.165,uniform
Caldicellulosiruptor hydrothermalis,0.6636,0.0,2e-05,0.109,uniform
Methylovorus sp,0.8963,0.0,2e-05,0.48,uniform
Stigmatella aurantiaca,0.8258,0.0,1e-05,0.018,uniform
Enterobacter lignolyticus,0.9843,0.0,0.0,0.126,uniform
Eubacterium callanderi,0.6115,0.0,3e-05,0.055,uniform
Mesorhizobium opportunistum,0.6552,0.0,5e-05,0.083,uniform
Rothia dentocariosa,0.984,0.0,0.0,0.026,uniform
Ilyobacter polytropus,0.9586,0.0,1e-05,0.149,uniform
Vibrio anguillarum,0.7743,0.0,2e-05,0.11,uniform
Achromobacter xylosoxidans,0.8902,0.0,1e-05,0.052,uniform
Rhodomicrobium vannielii,0.9892,0.0,0.0,0.366,uniform
Serratia symbiotica,0.9493,0.0,1e-05,0.297,uniform
Frankia inefficax,0.9909,0.0,0.0,0.05,uniform
Halanaerobium hydrogeniformans,0.9618,0.0,0.0,0.063,uniform
Leadbetterella byssophila,0.9827,0.0,0.0,0.026,uniform
Caldicellulosiruptor kristjanssonii,0.9831,0.0,0.0,0.146,uniform
Mycobacterium sinense,0.7655,0.0,4e-05,0.17,uniform
Caldicellulosiruptor kronotskyensis,0.7586,0.0,2e-05,0.149,uniform
Alteromonas naphthalenivorans,0.9693,0.0,0.0,0.032,uniform
Intrasporangium calvum,0.9803,0.0,0.0,0.23,uniform
Paludibacter propionicigenes,0.9528,0.0,0.0,0.021,uniform
Riemerella anatipestifer,0.9016,0.0,0.0,0.005,uniform
Calditerrivibrio nitroreducens,0.9919,0.0,0.0,0.151,uniform
Marivirga tractuosa,0.9165,0.0,0.0,0.013,uniform
Pseudothermotoga thermarum,0.9438,0.0,1e-05,0.343,uniform
Bacteroides helcogenes,0.9461,0.0,0.0,0.007,uniform
Isosphaera pallida,0.8603,0.0,1e-05,0.111,uniform
Sulfuricurvum kujiense,0.9828,0.0,0.0,0.253,uniform
Mahella australiensis,0.8481,0.0,1e-05,0.092,uniform
Desulfobulbus propionicus,0.9631,0.0,1e-05,0.247,uniform
Vibrio furnissii,0.9208,0.0,1e-05,0.169,uniform
Pseudarthrobacter phenanthrenivorans,0.72,0.0,4e-05,0.165,uniform
Filifactor alocis,0.963,0.0,0.0,0.055,uniform
Bacillus cellulosilyticus,0.9134,0.0,0.0,0.016,uniform
Micromonospora sp,0.9854,0.0,0.0,0.179,uniform
Ethanoligenens harbinense,0.903,0.0,1e-05,0.146,uniform
Ruminococcus albus,0.9302,0.0,0.0,0.053,uniform
Desulfovibrio aespoeensis,0.8608,0.0,3e-05,0.486,uniform
Pantoea sp,0.9893,0.0,0.0,0.16,uniform
Staphylococcus pseudintermedius,0.948,0.0,0.0,0.038,uniform
Pseudoxanthomonas suwonensis,0.6758,0.0,0.00016,0.479,uniform
Mesorhizobium ciceri,0.6769,0.0,4e-05,0.14,uniform
Alicycliphilus denitrificans,0.9417,0.0,1e-05,0.189,uniform
Nitratifractor salsuginis,0.7991,0.0,6e-05,0.372,uniform
Cellulophaga algicola,0.9571,0.0,0.0,0.01,uniform
Deinococcus maricopensis,0.9874,0.0,0.0,0.296,uniform
Weeksella virosa,0.9795,0.0,0.0,0.046,uniform
Taylorella equigenitalis,0.9502,0.0,1e-05,0.245,uniform
Lactobacillus sanfranciscensis,0.9453,0.0,1e-05,0.404,uniform
Thermoanaerobacter brockii,0.9919,0.0,0.0,0.418,uniform
Terriglobus saanensis,0.9713,0.0,0.0,0.095,uniform
Streptococcus parauberis,0.9435,0.0,0.0,0.025,uniform
Streptomyces pratensis,0.9752,0.0,0.0,0.091,uniform
Granulicella tundricola,0.6607,0.0,7e-05,0.152,uniform
Rahnella sp,0.9908,0.0,0.0,0.162,uniform
Aerococcus urinae,0.9528,0.0,0.0,0.109,uniform
Acidovorax avenae,0.9257,0.0,0.0,0.08,uniform
Glaciecola sp,0.9582,0.0,0.0,0.04,uniform
Bacteroides salanitronis,0.8862,0.0,0.0,0.012,uniform
Cellulophaga lytica,0.9511,0.0,0.0,0.015,uniform
Sphaerochaeta globosa,0.8887,0.0,1e-05,0.135,uniform
Fluviicola taffensis,0.6344,0.0,1e-05,0.014,uniform
Desulfurobacterium thermolithotrophum,0.9041,0.0,1e-05,0.296,uniform
Odoribacter splanchnicus,0.9839,0.0,0.0,0.014,uniform
Pseudopedobacter saltans,0.9205,0.0,0.0,0.014,uniform
Rubinisphaera brasiliensis,0.9125,0.0,1e-05,0.077,uniform
Syntrophobotulus glycolicus,0.9546,0.0,1e-05,0.086,uniform
Nitrosomonas sp,0.9205,0.0,1e-05,0.205,uniform
Francisella cf,0.96,0.0,1e-05,0.471,uniform
Lactobacillus amylovorus,0.9858,0.0,0.0,0.111,uniform
Carnobacterium sp,0.9232,0.0,1e-05,0.044,uniform
Polymorphum gilvum,0.8765,0.0,2e-05,0.217,uniform
Burkholderia plantarii,0.8444,0.0,3e-05,0.407,uniform
Clostridium lentocellum,0.9747,0.0,0.0,0.009,uniform
Marinomonas mediterranea,0.9725,0.0,0.0,0.041,uniform
Sphingobacterium sp,0.9714,0.0,0.0,0.012,uniform
Pseudomonas brassicacearum,0.8669,0.0,2e-05,0.116,uniform
Prevotella denticola,0.9313,0.0,0.0,0.011,uniform
Pseudonocardia dioxanivorans,0.8033,0.0,1e-05,0.074,uniform
Burkholderia gladioli,0.7432,0.0,4e-05,0.175,uniform
Hippea maritima,0.9715,0.0,1e-05,0.455,uniform
Aeromonas veronii,0.9904,0.0,0.0,0.157,uniform
Roseobacter litoralis,0.9843,0.0,0.0,0.23,uniform
Desulfobacca acetoxidans,0.9244,0.0,1e-05,0.181,uniform
Treponema succinifaciens,0.9352,0.0,1e-05,0.087,uniform
Selenomonas sputigena,0.9136,0.0,0.0,0.046,uniform
Verrucosispora maris,0.8097,0.0,2e-05,0.085,uniform
Lactobacillus buchneri,0.9828,0.0,0.0,0.213,uniform
Sphaerochaeta coccoides,0.9845,0.0,0.0,0.479,uniform
Pusillimonas sp,0.9645,0.0,1e-05,0.172,uniform
Cellulomonas gilvus,0.9919,0.0,0.0,0.406,uniform
Cellulomonas fimi,0.9192,0.0,1e-05,0.206,uniform
Gallibacterium anatis,0.9207,0.0,1e-05,0.056,uniform
Thermodesulfatator indicus,0.9747,0.0,1e-05,0.301,uniform
Porphyromonas asaccharolytica,0.9458,0.0,1e-05,0.099,uniform
Thermodesulfobium narugense,0.9535,0.0,1e-05,0.207,uniform
Haliscomenobacter hydrossis,0.9228,0.0,0.0,0.007,uniform
Treponema brennaborense,0.9628,0.0,1e-05,0.172,uniform
Pseudomonas fulva,0.9176,0.0,1e-05,0.129,uniform
Tepidanaerobacter acetatoxydans,0.9024,0.0,1e-05,0.076,uniform
Pseudopropionibacterium propionicum,0.9058,0.0,0.0,0.008,uniform
Delftia sp,0.9333,0.0,1e-05,0.124,uniform
Desulfotomaculum nigrificans,0.9878,0.0,0.0,0.206,uniform
Methylomonas methanica,0.6934,0.0,2e-05,0.046,uniform
Thermoanaerobacterium xylanolyticum,0.8579,0.0,1e-05,0.089,uniform
Collimonas fungivorans,0.9469,0.0,1e-05,0.11,uniform
Lactobacillus kefiranofaciens,0.9768,0.0,0.0,0.142,uniform
Desulfotomaculum kuznetsovii,0.9784,0.0,0.0,0.315,uniform
Marinomonas posidonica,0.876,0.0,1e-05,0.078,uniform
Serratia sp,0.8756,0.0,1e-05,0.092,uniform
Desulfotomaculum ruminis,0.9741,0.0,0.0,0.07,uniform
Hoyosella subflava,0.9756,0.0,0.0,0.171,uniform
Frankia symbiont,0.9989,0.0,0.0,0.413,uniform
Isoptericola variabilis,0.9678,0.0,1e-05,0.233,uniform
Enterobacter aerogenes,0.9779,0.0,0.0,0.154,uniform
Lacinutrix sp,0.8626,0.0,1e-05,0.022,uniform
Thermodesulfobacterium geofontis,0.9895,0.0,0.0,0.274,uniform
Myxococcus macrosporus,0.59,0.0,5e-05,0.037,uniform
Saprospira grandis,0.972,0.0,0.0,0.057,uniform
Parageobacillus thermoglucosidasius,0.9817,0.0,0.0,0.046,uniform
Streptococcus parasanguinis,0.9804,0.0,0.0,0.028,uniform
Flexistipes sinusarabici,0.9336,0.0,1e-05,0.147,uniform
Runella slithyformis,0.9787,0.0,0.0,0.014,uniform
Treponema caldarium,0.8894,0.0,1e-05,0.107,uniform
Paenibacillus mucilaginosus,0.9105,0.0,0.0,0.02,uniform
Francisella sp,0.8639,0.0,1e-05,0.18,uniform
Brachyspira intermedia,0.9627,0.0,0.0,0.023,uniform
Cupriavidus necator,0.954,0.0,1e-05,0.367,uniform
Enterobacter ludwigii,0.9399,0.0,1e-05,0.19,uniform
Weissella koreensis,0.9289,0.0,1e-05,0.297,uniform
Sulfobacillus acidophilus,0.9483,0.0,1e-05,0.444,uniform
Gordonia sp,0.8479,0.0,2e-05,0.145,uniform
Corynebacterium variabile,0.9928,0.0,0.0,0.282,uniform
Streptococcus pseudopneumoniae,0.8244,0.0,1e-05,0.014,uniform
Cyclobacterium marinum,0.9267,0.0,0.0,0.008,uniform
Turneriella parva,0.8401,0.0,2e-05,0.149,uniform
Emticicia oligotrophica,0.9844,0.0,0.0,0.008,uniform
Acidithiobacillus ferrivorans,0.9527,0.0,1e-05,0.223,uniform
Acetobacterium woodii,0.9433,0.0,0.0,0.036,uniform
Thermoanaerobacter wiegelii,0.8752,0.0,1e-05,0.157,uniform
Streptomyces sp,0.9013,0.0,1e-05,0.05,uniform
Streptomyces violaceusniger,0.7683,0.0,1e-05,0.028,uniform
Muricauda ruestringensis,0.963,0.0,0.0,0.04,uniform
Caldicellulosiruptor lactoaceticus,0.9891,0.0,0.0,0.249,uniform
Streptococcus lutetiensis,0.9037,0.0,1e-05,0.022,uniform
Enterobacter soli,0.782,0.0,3e-05,0.121,uniform
Lactobacillus ruminis,0.8027,0.0,4e-05,0.221,uniform
Roseburia hominis,0.6196,0.0,4e-05,0.038,uniform
Thioflavicoccus mobilis,0.7297,0.0,4e-05,0.217,uniform
Mycobacterium chubuense,0.984,0.0,0.0,0.246,uniform
Bacillus coagulans,0.8789,0.0,1e-05,0.103,uniform
Acidaminococcus intestini,0.933,0.0,1e-05,0.145,uniform
Taylorella asinigenitalis,0.9858,0.0,0.0,0.34,uniform
Glaciecola nitratireducens,0.9202,0.0,0.0,0.033,uniform
Exiguobacterium antarcticum,0.9654,0.0,1e-05,0.216,uniform
Clostridium clariflavum,0.9698,0.0,0.0,0.016,uniform
Pelagibacterium halotolerans,0.9896,0.0,0.0,0.464,uniform
Paenibacillus terrae,0.9864,0.0,0.0,0.03,uniform
Desulfosporosinus orientis,0.7084,0.0,1e-05,0.016,uniform
Gordonia polyisoprenivorans,0.7991,0.0,2e-05,0.159,uniform
Bartonella vinsonii,0.9761,0.0,1e-05,0.439,uniform
Granulicella mallensis,0.764,0.0,3e-05,0.073,uniform
Pediococcus claussenii,0.9912,0.0,0.0,0.148,uniform
Dechlorosoma suillum,0.9943,0.0,0.0,0.395,uniform
Thiocystis violascens,0.9744,0.0,0.0,0.124,uniform
Sphaerochaeta pleomorpha,0.9869,0.0,0.0,0.086,uniform
Owenweeksia hongkongensis,0.5397,0.0,4e-05,0.025,uniform
Mycobacterium rhodesiae,0.9879,0.0,0.0,0.102,uniform
Actinoplanes sp,0.9284,0.0,0.0,0.04,uniform
Oceanimonas sp,0.9845,0.0,1e-05,0.433,uniform
Niastella koreensis,0.7684,0.0,0.0,0.005,uniform
Thermoanaerobacterium saccharolyticum,0.961,0.0,0.0,0.084,uniform
Tannerella forsythia,0.9074,0.0,0.0,0.018,uniform
Acetomicrobium mobile,0.9887,0.0,0.0,0.429,uniform
Klebsiella michiganensis,0.9915,0.0,0.0,0.151,uniform
Desulfocurvibacter africanus,0.9407,0.0,1e-05,0.227,uniform
Flavobacterium columnare,0.9787,0.0,0.0,0.017,uniform
Cycloclasticus sp,0.9849,0.0,1e-05,0.392,uniform
Tistrella mobilis,0.9149,0.0,1e-05,0.25,uniform
Vibrio sp,0.9822,0.0,0.0,0.151,uniform
Thermobacillus composti,0.9912,0.0,0.0,0.326,uniform
Marinitoga piezophila,0.9924,0.0,0.0,0.143,uniform
Clostridium sp,0.9816,0.0,0.0,0.017,uniform
Fervidobacterium pennivorans,0.9838,0.0,0.0,0.214,uniform
Clostridium pasteurianum,0.8791,0.0,0.0,0.009,uniform
Desulfotomaculum gibsoniae,0.8252,0.0,1e-05,0.041,uniform
Alistipes finegoldii,0.937,0.0,0.0,0.044,uniform
Streptomyces hygroscopicus,0.8118,0.0,1e-05,0.027,uniform
Aequorivita sublithincola,0.9648,0.0,0.0,0.036,uniform
Belliella baltica,0.9655,0.0,0.0,0.015,uniform
Ornithobacterium rhinotracheale,0.9707,0.0,0.0,0.04,uniform
Anabaena sp,0.969,0.0,0.0,0.03,uniform
Streptococcus infantarius,0.9561,0.0,0.0,0.023,uniform
Gottschalkia acidurici,0.9311,0.0,0.0,0.03,uniform
Sulfurospirillum barnesii,0.8476,0.0,1e-05,0.106,uniform
Desulfitobacterium dichloroeliminans,0.9881,0.0,0.0,0.069,uniform
Bernardetia litoralis,0.9583,0.0,0.0,0.007,uniform
Echinicola vietnamensis,0.983,0.0,0.0,0.017,uniform
Desulfitobacterium dehalogenans,0.9846,0.0,0.0,0.056,uniform
Solitalea canadensis,0.8919,0.0,0.0,0.012,uniform
Frateuria aurantia,0.9231,0.0,1e-05,0.288,uniform
Paenibacillus larvae,0.97,0.0,0.0,0.086,uniform
Mesorhizobium australicum,0.8404,0.0,2e-05,0.094,uniform
Halobacteroides halobius,0.9431,0.0,0.0,0.055,uniform
Desulfomonile tiedjei,0.9892,0.0,0.0,0.031,uniform
Singulisphaera acidiphila,0.6499,0.0,2e-05,0.03,uniform
Prevotella dentalis,0.7477,0.0,1e-05,0.014,uniform
Terriglobus roseus,0.9812,0.0,0.0,0.094,uniform
Deinococcus peraridilitoris,0.9604,0.0,1e-05,0.301,uniform
Corallococcus coralloides,0.9314,0.0,0.0,0.022,uniform
Methylophaga nitratireducenticrescens,0.9382,0.0,1e-05,0.14,uniform
Francisella noatunensis,0.9829,0.0,0.0,0.278,uniform
Rahnella aquatilis,0.97,0.0,0.0,0.134,uniform
Amycolatopsis keratiniphila,0.7207,0.0,1e-05,0.068,uniform
Ignavibacterium album,0.901,0.0,0.0,0.026,uniform
Alcanivorax dieselolei,0.6971,0.0,8e-05,0.164,uniform
Rhodanobacter denitrificans,0.9889,0.0,0.0,0.213,uniform
Helicobacter cetorum,0.9817,0.0,0.0,0.176,uniform
Providencia stuartii,0.9894,0.0,0.0,0.037,uniform
Acidipropionibacterium acidipropionici,0.866,0.0,1e-05,0.066,uniform
Prevotella intermedia,0.9335,0.0,0.0,0.026,uniform
Enterococcus hirae,0.9657,0.0,0.0,0.054,uniform
Mesotoga prima,0.9245,0.0,1e-05,0.2,uniform
Bdellovibrio exovorus,0.9713,0.0,0.0,0.103,uniform
Rivularia sp,0.9776,0.0,0.0,0.003,uniform
Advenella kashmirensis,0.9069,0.0,1e-05,0.143,uniform
Melioribacter roseus,0.7612,0.0,3e-05,0.096,uniform
Flammeovirga sp,0.9585,0.0,0.0,0.009,uniform
Enterococcus faecium,0.9763,0.0,0.0,0.037,uniform
Gloeobacter kilaueensis,0.7719,0.0,3e-05,0.191,uniform
Pleurocapsa sp,0.967,0.0,0.0,0.03,uniform
Geitlerinema sp,0.9931,0.0,0.0,0.178,uniform
Pseudanabaena sp,0.9351,0.0,0.0,0.093,uniform
Chroococcidiopsis thermalis,0.9432,0.0,0.0,0.019,uniform
Oscillatoria acuminata,0.8775,0.0,1e-05,0.019,uniform
Oscillatoria nigro,0.9269,0.0,0.0,0.013,uniform
Crinalium epipsammum,0.9552,0.0,0.0,0.019,uniform
Desulfosporosinus meridiei,0.9724,0.0,0.0,0.028,uniform
Microcoleus sp,0.9368,0.0,0.0,0.015,uniform
Desulfosporosinus acidiphilus,0.8416,0.0,1e-05,0.026,uniform
Gloeocapsa sp,0.9782,0.0,0.0,0.02,uniform
Stanieria cyanosphaera,0.8355,0.0,0.0,0.015,uniform
Anabaena cylindrica,0.6776,0.0,1e-05,0.011,uniform
