Species,r_value,p_value,stError,euclidean,distribution
Enterococcus thailandicus,0.9546,0.0,1e-05,0.46,uniform
Streptomyces xinghaiensis,0.9759,0.0,1e-05,0.434,uniform
Variovorax boronicumulans,0.9991,0.0,0.0,0.338,uniform
Actinosynnema pretiosum,0.9988,0.0,0.0,0.45,uniform
Chitinophagaceae bacterium,0.9982,0.0,0.0,0.298,uniform
Nocardia terpenica,0.9827,0.0,0.0,0.383,uniform
Prevotella jejuni,0.989,0.0,0.0,0.028,uniform
Proteus vulgaris,0.9982,0.0,0.0,0.443,uniform
Streptomyces malaysiensis,0.9935,0.0,0.0,0.427,uniform
Bacillus aryabhattai,0.9968,0.0,0.0,0.437,uniform
Pedobacter ginsengisoli,0.9915,0.0,0.0,0.211,uniform
Solibacillus sp,0.9916,0.0,0.0,0.499,uniform
Fusobacterium periodonticum,0.9929,0.0,0.0,0.028,uniform
Nostoc flagelliforme,0.9987,0.0,0.0,0.135,uniform
Streptomyces lavendulae,0.9981,0.0,0.0,0.296,uniform
Achromobacter spanius,0.9888,0.0,0.0,0.254,uniform
Spirosoma sp,0.9903,0.0,0.0,0.323,uniform
Olleya sp,0.9891,0.0,0.0,0.174,uniform
Kitasatospora sp,0.9903,0.0,0.0,0.252,uniform
Legionella sainthelensi,0.9936,0.0,0.0,0.328,uniform
Flavivirga eckloniae,0.9961,0.0,0.0,0.062,uniform
Tamlana sp,0.9849,0.0,0.0,0.357,uniform
Lysinibacillus sp,0.985,0.0,0.0,0.191,uniform
Achromobacter sp,0.9781,0.0,0.0,0.264,uniform
Eubacterium maltosivorans,0.9883,0.0,0.0,0.476,uniform
Flavobacterium sp,0.949,0.0,0.0,0.122,uniform
Photobacterium profundum,0.9826,0.0,0.0,0.4,uniform
Photorhabdus asymbiotica,0.9965,0.0,0.0,0.376,uniform
Streptomyces scabiei,0.997,0.0,0.0,0.322,uniform
Streptococcus mitis,0.9869,0.0,0.0,0.03,uniform
Streptococcus gallolyticus,0.9909,0.0,0.0,0.419,uniform
Neisseria lactamica,0.981,0.0,0.0,0.029,uniform
Desulfobacula toluolica,0.9971,0.0,0.0,0.194,uniform
Oleispira antarctica,0.9958,0.0,0.0,0.371,uniform
Zobellia galactanivorans,0.9957,0.0,0.0,0.319,uniform
Haemophilus parainfluenzae,0.9742,0.0,0.0,0.029,uniform
Flavobacterium branchiophilum,0.9989,0.0,0.0,0.318,uniform
Streptococcus oralis,0.9964,0.0,0.0,0.033,uniform
Streptococcus salivarius,0.9734,0.0,0.0,0.028,uniform
Streptococcus macedonicus,0.9803,0.0,0.0,0.217,uniform
Saccharothrix espanaensis,0.9981,0.0,0.0,0.337,uniform
Carnobacterium maltaromaticum,0.9873,0.0,0.0,0.173,uniform
Clostridium bornimense,0.9193,0.0,1e-05,0.301,uniform
Moritella viscosa,0.9456,0.0,1e-05,0.245,uniform
Peptoclostridium difficile,0.998,0.0,0.0,0.483,uniform
Paenibacillus riograndensis,0.998,0.0,0.0,0.323,uniform
Kingella kingae,0.9726,0.0,0.0,0.042,uniform
Streptomyces venezuelae,0.9958,0.0,0.0,0.375,uniform
