Species,r_value,p_value,stError,euclidean,distribution
Xanthobacter autotrophicus,0.7275,0.0,1e-05,0.067,uniform
Cronobacter sakazakii,0.9761,0.0,0.0,0.168,uniform
Vibrio campbellii,0.8675,0.0,1e-05,0.08,uniform
Campylobacter concisus,0.9927,0.0,0.0,0.03,uniform
Roseiflexus castenholzii,0.927,0.0,0.0,0.036,uniform
Cyanothece sp,0.9399,0.0,0.0,0.011,uniform
Pseudothermotoga lettingae,0.9318,0.0,1e-05,0.256,uniform
Bacillus pumilus,0.9703,0.0,0.0,0.043,uniform
Lysinibacillus sphaericus,0.9298,0.0,0.0,0.015,uniform
Frankia sp,0.9555,0.0,0.0,0.028,uniform
Shewanella sediminis,0.9547,0.0,0.0,0.022,uniform
Citrobacter koseri,0.9387,0.0,1e-05,0.072,uniform
Serratia proteamaculans,0.8978,0.0,0.0,0.047,uniform
Acaryochloris marina,0.9447,0.0,0.0,0.015,uniform
Dinoroseobacter shibae,0.9873,0.0,0.0,0.232,uniform
Salinispora arenicola,0.8527,0.0,1e-05,0.085,uniform
Shewanella pealeana,0.9531,0.0,0.0,0.024,uniform
Alkaliphilus oremlandii,0.9215,0.0,0.0,0.022,uniform
Mycobacterium marinum,0.9622,0.0,0.0,0.094,uniform
Desulfococcus oleovorans,0.9638,0.0,0.0,0.079,uniform
Herpetosiphon aurantiacus,0.9526,0.0,0.0,0.015,uniform
Petrotoga mobilis,0.9447,0.0,1e-05,0.091,uniform
Delftia acidovorans,0.8848,0.0,1e-05,0.045,uniform
Lachnoclostridium phytofermentans,0.9524,0.0,0.0,0.004,uniform
Acholeplasma laidlawii,0.8493,0.0,1e-05,0.129,uniform
Bacillus weihenstephanensis,0.9414,0.0,0.0,0.013,uniform
Methylobacterium extorquens,0.8769,0.0,1e-05,0.134,uniform
Chloroflexus aurantiacus,0.9882,0.0,0.0,0.087,uniform
Renibacterium salmoninarum,0.9497,0.0,1e-05,0.124,uniform
Thermotoga neapolitana,0.9952,0.0,0.0,0.478,uniform
Anoxybacillus flavithermus,0.9757,0.0,0.0,0.072,uniform
Thermoanaerobacter sp,0.9928,0.0,0.0,0.209,uniform
Thermoanaerobacter pseudethanolicus,0.987,0.0,0.0,0.303,uniform
Caulobacter sp,0.9732,0.0,0.0,0.059,uniform
Heliobacterium modesticaldum,0.9552,0.0,0.0,0.13,uniform
Shewanella halifaxensis,0.9316,0.0,0.0,0.024,uniform
Campylobacter lari,0.969,0.0,1e-05,0.188,uniform
Cellvibrio japonicus,0.969,0.0,0.0,0.043,uniform
Francisella philomiragia,0.9416,0.0,1e-05,0.128,uniform
Methylobacterium sp,0.968,0.0,0.0,0.04,uniform
Shewanella woodyi,0.8647,0.0,1e-05,0.011,uniform
Klebsiella variicola,0.9797,0.0,0.0,0.063,uniform
Methylacidiphilum infernorum,0.987,0.0,0.0,0.278,uniform
Methylobacterium radiotolerans,0.9853,0.0,0.0,0.107,uniform
Leptothrix cholodnii,0.9642,0.0,0.0,0.109,uniform
Beijerinckia indica,0.9561,0.0,0.0,0.093,uniform
Exiguobacterium sibiricum,0.8118,0.0,1e-05,0.086,uniform
Methylobacterium populi,0.9631,0.0,0.0,0.078,uniform
Opitutus terrae,0.9772,0.0,0.0,0.047,uniform
Natranaerobius thermophilus,0.8861,0.0,1e-05,0.037,uniform
Nostoc punctiforme,0.9414,0.0,0.0,0.004,uniform
Paraburkholderia phymatum,0.9298,0.0,1e-05,0.382,uniform
Paraburkholderia phytofirmans,0.9773,0.0,0.0,0.142,uniform
Elusimicrobium minutum,0.8835,0.0,3e-05,0.295,uniform
Ralstonia pickettii,0.9207,0.0,0.0,0.018,uniform
Akkermansia muciniphila,0.9843,0.0,0.0,0.214,uniform
Rhizobium etli,0.9428,0.0,1e-05,0.184,uniform
Sulfurihydrogenibium sp,0.8776,0.0,1e-05,0.097,uniform
Desulfobacterium autotrophicum,0.9118,0.0,0.0,0.015,uniform
Geobacter lovleyi,0.9321,0.0,1e-05,0.063,uniform
Chlorobium limicola,0.9923,0.0,0.0,0.198,uniform
Halothermothrix orenii,0.9576,0.0,0.0,0.059,uniform
Chlorobaculum parvum,0.9529,0.0,1e-05,0.384,uniform
Chloroherpeton thalassium,0.909,0.0,1e-05,0.056,uniform
Candidatus Amoebophilus,0.9099,0.0,1e-05,0.176,uniform
Alteromonas mediterranea,0.9324,0.0,0.0,0.032,uniform
Eubacterium eligens,0.9422,0.0,0.0,0.025,uniform
Eubacterium rectale,0.9371,0.0,0.0,0.008,uniform
Prosthecochloris aestuarii,0.9505,0.0,1e-05,0.248,uniform
Pelodictyon phaeoclathratiforme,0.9001,0.0,1e-05,0.092,uniform
Stenotrophomonas maltophilia,0.9658,0.0,1e-05,0.187,uniform
Deinococcus deserti,0.9747,0.0,1e-05,0.428,uniform
Geobacter bemidjiensis,0.9705,0.0,0.0,0.066,uniform
Streptococcus equi,0.9577,0.0,0.0,0.05,uniform
Hydrogenobaculum sp,0.9101,0.0,2e-05,0.257,uniform
Acidithiobacillus ferrooxidans,0.9632,0.0,1e-05,0.296,uniform
Edwardsiella tarda,0.9672,0.0,1e-05,0.284,uniform
Dictyoglomus thermophilum,0.9362,0.0,1e-05,0.13,uniform
Laribacter hongkongensis,0.9606,0.0,0.0,0.243,uniform
Azotobacter vinelandii,0.945,0.0,0.0,0.09,uniform
Thermosipho africanus,0.9825,0.0,0.0,0.071,uniform
Gluconacetobacter diazotrophicus,0.9338,0.0,1e-05,0.214,uniform
Oligotropha carboxidovorans,0.9125,0.0,1e-05,0.137,uniform
Comamonas thiooxydans,0.8086,0.0,1e-05,0.045,uniform
Sulfurihydrogenibium azorense,0.9784,0.0,0.0,0.147,uniform
Persephonella marina,0.9313,0.0,1e-05,0.117,uniform
Dictyoglomus turgidum,0.9546,0.0,1e-05,0.17,uniform
Nautilia profundicola,0.9737,0.0,0.0,0.182,uniform
Methylocella silvestris,0.9891,0.0,0.0,0.132,uniform
Thauera sp,0.976,0.0,0.0,0.132,uniform
Rhodobacter capsulatus,0.984,0.0,0.0,0.262,uniform
Haemophilus parasuis,0.9478,0.0,1e-05,0.197,uniform
Desulfatibacillum aliphaticivorans,0.9307,0.0,0.0,0.018,uniform
Chloroflexus aggregans,0.9385,0.0,1e-05,0.064,uniform
Thioalkalivibrio sulfidiphilus,0.925,0.0,1e-05,0.158,uniform
Pseudarthrobacter chlorophenolicus,0.9021,0.0,0.0,0.031,uniform
Clostridium cellulolyticum,0.9776,0.0,0.0,0.011,uniform
Methylobacterium nodulans,0.9702,0.0,0.0,0.043,uniform
Brachyspira hyodysenteriae,0.896,0.0,0.0,0.017,uniform
Chloroflexus sp,0.9676,0.0,0.0,0.133,uniform
Sinorhizobium fredii,0.9477,0.0,1e-05,0.187,uniform
Geobacter daltonii,0.9282,0.0,0.0,0.048,uniform
Acidovorax ebreus,0.9926,0.0,0.0,0.361,uniform
Caldicellulosiruptor bescii,0.9486,0.0,1e-05,0.073,uniform
Nonlabens dokdonensis,0.8654,0.0,1e-05,0.017,uniform
Acidobacterium capsulatum,0.8952,0.0,1e-05,0.076,uniform
Burkholderia glumae,0.7958,0.0,2e-05,0.231,uniform
Shimwellia blattae,0.972,0.0,0.0,0.069,uniform
Bartonella grahamii,0.7791,0.0,3e-05,0.142,uniform
Edwardsiella ictaluri,0.9814,0.0,0.0,0.146,uniform
Corynebacterium aurimucosum,0.9758,0.0,0.0,0.125,uniform
Aggregatibacter aphrophilus,0.9836,0.0,0.0,0.027,uniform
Teredinibacter turnerae,0.9423,0.0,0.0,0.027,uniform
Exiguobacterium sp,0.8855,0.0,1e-05,0.076,uniform
Tolumonas auensis,0.9509,0.0,1e-05,0.077,uniform
Lactobacillus plantarum,0.9673,0.0,0.0,0.065,uniform
Beutenbergia cavernae,0.7472,0.0,1e-05,0.035,uniform
Dyadobacter fermentans,0.921,0.0,0.0,0.011,uniform
Corynebacterium kroppenstedtii,0.984,0.0,0.0,0.279,uniform
Desulfomicrobium baculatum,0.941,0.0,1e-05,0.12,uniform
Actinosynnema mirum,0.9897,0.0,0.0,0.03,uniform
Capnocytophaga ochracea,0.9177,0.0,1e-05,0.04,uniform
Kosmotoga olearia,0.9892,0.0,0.0,0.125,uniform
Variovorax paradoxus,0.9623,0.0,0.0,0.066,uniform
Geobacillus sp,0.9657,0.0,0.0,0.065,uniform
Brachybacterium faecium,0.8659,0.0,1e-05,0.087,uniform
Desulfovibrio salexigens,0.9076,0.0,1e-05,0.028,uniform
Zunongwangia profunda,0.9654,0.0,0.0,0.008,uniform
Dickeya paradisiaca,0.9537,0.0,0.0,0.07,uniform
Dickeya chrysanthemi,0.9076,0.0,1e-05,0.051,uniform
Paenibacillus sp,0.944,0.0,0.0,0.009,uniform
Pectobacterium carotovorum,0.9601,0.0,0.0,0.059,uniform
Geobacter sp,0.9172,0.0,1e-05,0.055,uniform
Clostridium ljungdahlii,0.8918,0.0,0.0,0.011,uniform
Methylotenera mobilis,0.9449,0.0,1e-05,0.109,uniform
Flavobacteriaceae bacterium,0.8798,0.0,1e-05,0.098,uniform
Methylovorus glucosetrophus,0.9747,0.0,0.0,0.239,uniform
Hirschia baltica,0.977,0.0,0.0,0.059,uniform
Pedobacter heparinus,0.9468,0.0,0.0,0.012,uniform
Cryptobacterium curtum,0.8842,0.0,2e-05,0.268,uniform
Saccharomonospora viridis,0.9914,0.0,0.0,0.104,uniform
Slackia heliotrinireducens,0.7889,0.0,2e-05,0.067,uniform
Leptotrichia buccalis,0.992,0.0,0.0,0.025,uniform
Kytococcus sedentarius,0.9795,0.0,1e-05,0.273,uniform
Spirochaeta thermophila,0.9354,0.0,1e-05,0.396,uniform
Chitinophaga pinensis,0.9023,0.0,0.0,0.003,uniform
Catenulispora acidiphila,0.854,0.0,0.0,0.008,uniform
Jonesia denitrificans,0.9316,0.0,1e-05,0.078,uniform
Kangiella koreensis,0.9767,0.0,0.0,0.105,uniform
Anaerococcus prevotii,0.912,0.0,1e-05,0.061,uniform
Robiginitalea biformata,0.9698,0.0,0.0,0.092,uniform
Candidatus Accumulibacter,0.9243,0.0,1e-05,0.067,uniform
Desulfotomaculum acetoxidans,0.78,0.0,0.0,0.014,uniform
Atopobium parvulum,0.97,0.0,0.0,0.013,uniform
Eggerthella lenta,0.9503,0.0,0.0,0.058,uniform
Alicyclobacillus acidocaldarius,0.767,0.0,2e-05,0.221,uniform
Aggregatibacter actinomycetemcomitans,0.9626,0.0,1e-05,0.226,uniform
Desulfohalobium retbaense,0.9419,0.0,1e-05,0.187,uniform
Kribbella flavida,0.944,0.0,0.0,0.024,uniform
Nakamurella multipartita,0.9621,0.0,0.0,0.029,uniform
Thermomonospora curvata,0.9685,0.0,0.0,0.039,uniform
Sebaldella termitidis,0.8771,0.0,0.0,0.004,uniform
Meiothermus ruber,0.94,0.0,1e-05,0.215,uniform
Planctopirus limnophila,0.9146,0.0,0.0,0.036,uniform
Bifidobacterium dentium,0.9743,0.0,0.0,0.06,uniform
Candidatus Puniceispirillum,0.9538,0.0,1e-05,0.145,uniform
Leuconostoc kimchii,0.9949,0.0,0.0,0.215,uniform
Spirosoma linguale,0.9376,0.0,0.0,0.008,uniform
Stackebrandtia nassauensis,0.9678,0.0,0.0,0.023,uniform
Streptobacillus moniliformis,0.9789,0.0,0.0,0.02,uniform
Pectobacterium parmentieri,0.9197,0.0,1e-05,0.051,uniform
Bacillus selenitireducens,0.9548,0.0,0.0,0.049,uniform
Fibrobacter succinogenes,0.9784,0.0,0.0,0.034,uniform
Pseudoalteromonas sp,0.9537,0.0,1e-05,0.191,uniform
Nitrosococcus halophilus,0.9159,0.0,1e-05,0.076,uniform
Halothiobacillus neapolitanus,0.9786,0.0,0.0,0.207,uniform
Gordonia bronchialis,0.8669,0.0,1e-05,0.075,uniform
Haliangium ochraceum,0.9139,0.0,0.0,0.011,uniform
Vibrio antiquarius,0.8991,0.0,1e-05,0.118,uniform
Rhodothermus marinus,0.9201,0.0,1e-05,0.309,uniform
Butyrivibrio proteoclasticus,0.8103,0.0,1e-05,0.011,uniform
Streptosporangium roseum,0.9586,0.0,0.0,0.01,uniform
Sulfurospirillum deleyianum,0.8668,0.0,1e-05,0.088,uniform
Sanguibacter keddieii,0.9595,0.0,0.0,0.047,uniform
Veillonella parvula,0.9309,0.0,1e-05,0.029,uniform
Xylanimonas cellulosilytica,0.9312,0.0,1e-05,0.057,uniform
Thermobaculum terrenum,0.8864,0.0,2e-05,0.354,uniform
Dickeya zeae,0.9338,0.0,1e-05,0.063,uniform
Staphylococcus lugdunensis,0.9276,0.0,1e-05,0.05,uniform
Treponema azotonutricium,0.8993,0.0,1e-05,0.058,uniform
Candidatus Atelocyanobacterium,0.9476,0.0,1e-05,0.328,uniform
Treponema primitia,0.753,0.0,1e-05,0.064,uniform
Pirellula staleyi,0.9451,0.0,0.0,0.041,uniform
Gardnerella vaginalis,0.912,0.0,1e-05,0.138,uniform
Mageeibacillus indolicus,0.8309,0.0,2e-05,0.077,uniform
Conexibacter woesei,0.9806,0.0,0.0,0.04,uniform
Acidaminococcus fermentans,0.9623,0.0,0.0,0.079,uniform
Geodermatophilus obscurus,0.9917,0.0,0.0,0.075,uniform
Thermobispora bispora,0.9738,0.0,0.0,0.159,uniform
Pantoea ananatis,0.9436,0.0,1e-05,0.081,uniform
Bacillus pseudofirmus,0.7564,0.0,1e-05,0.025,uniform
Allochromatium vinosum,0.846,0.0,2e-05,0.208,uniform
Enterobacter cloacae,0.8837,0.0,1e-05,0.064,uniform
Waddlia chondrophila,0.9775,0.0,1e-05,0.339,uniform
Thermoanaerobacter italicus,0.955,0.0,1e-05,0.127,uniform
Desulfurivibrio alkaliphilus,0.96,0.0,1e-05,0.201,uniform
Segniliparus rotundus,0.9553,0.0,1e-05,0.257,uniform
Brachyspira murdochii,0.9449,0.0,0.0,0.014,uniform
Cellulomonas flavigena,0.9537,0.0,0.0,0.056,uniform
Sideroxydans lithotrophicus,0.9538,0.0,1e-05,0.428,uniform
Tsukamurella paurometabola,0.9633,0.0,0.0,0.13,uniform
Denitrovibrio acetiphilus,0.9856,0.0,0.0,0.058,uniform
Marinobacter adhaerens,0.8534,0.0,1e-05,0.058,uniform
Bacillus megaterium,0.9131,0.0,0.0,0.012,uniform
Mycoplasma crocodyli,0.8693,0.0,3e-05,0.462,uniform
Mobiluncus curtisii,0.9236,0.0,1e-05,0.029,uniform
Aminobacterium colombiense,0.8557,0.0,2e-05,0.222,uniform
Coraliomargarita akajimensis,0.9655,0.0,0.0,0.087,uniform
Arcobacter nitrofigilis,0.8994,0.0,0.0,0.014,uniform
Amycolatopsis mediterranei,0.9145,0.0,0.0,0.013,uniform
Moraxella catarrhalis,0.9491,0.0,1e-05,0.2,uniform
Prevotella ruminicola,0.9287,0.0,0.0,0.009,uniform
Caulobacter segnis,0.9886,0.0,0.0,0.12,uniform
Burkholderia sp,0.9885,0.0,0.0,0.365,uniform
Kyrpidia tusciae,0.9631,0.0,1e-05,0.228,uniform
Thiomonas intermedia,0.8053,0.0,2e-05,0.28,uniform
Brachyspira pilosicoli,0.9298,0.0,0.0,0.024,uniform
Starkeya novella,0.8949,0.0,1e-05,0.097,uniform
Thermincola potens,0.8984,0.0,1e-05,0.075,uniform
Thermoanaerobacter mathranii,0.9325,0.0,1e-05,0.141,uniform
Dickeya dadantii,0.9706,0.0,0.0,0.071,uniform
Herbaspirillum seropedicae,0.969,0.0,0.0,0.042,uniform
Nocardiopsis dassonvillei,0.9336,0.0,0.0,0.05,uniform
Meiothermus silvanus,0.9467,0.0,1e-05,0.319,uniform
Arcanobacterium haemolyticum,0.9445,0.0,1e-05,0.063,uniform
Croceibacter atlanticus,0.9549,0.0,0.0,0.031,uniform
Streptomyces bingchenggensis,0.9657,0.0,0.0,0.007,uniform
Syntrophothermus lipocalidus,0.9369,0.0,1e-05,0.271,uniform
Truepera radiovictrix,0.924,0.0,1e-05,0.22,uniform
Methylotenera versatilis,0.8547,0.0,1e-05,0.091,uniform
'Nostoc azollae',0.9061,0.0,0.0,0.016,uniform
Acinetobacter oleivorans,0.9473,0.0,0.0,0.041,uniform
Hyphomicrobium denitrificans,0.9599,0.0,1e-05,0.171,uniform
Desulfarculus baarsii,0.9883,0.0,0.0,0.178,uniform
Nitrosococcus watsonii,0.9894,0.0,0.0,0.134,uniform
Corynebacterium pseudotuberculosis,0.8846,0.0,2e-05,0.165,uniform
Brevundimonas subvibrioides,0.957,0.0,1e-05,0.319,uniform
Acetohalobium arabaticum,0.7728,0.0,2e-05,0.054,uniform
Olsenella uli,0.9941,0.0,0.0,0.08,uniform
Clostridium saccharolyticum,0.9202,0.0,0.0,0.005,uniform
Capnocytophaga canimorsus,0.8666,0.0,1e-05,0.048,uniform
Sediminispirochaeta smaragdinae,0.9349,0.0,0.0,0.02,uniform
Prevotella melaninogenica,0.8236,0.0,1e-05,0.036,uniform
Erwinia sp,0.9569,0.0,1e-05,0.149,uniform
Thermosediminibacter oceani,0.8731,0.0,1e-05,0.25,uniform
Parvularcula bermudensis,0.974,0.0,0.0,0.247,uniform
Maribacter sp,0.9002,0.0,0.0,0.017,uniform
Gallionella capsiferriformans,0.9143,0.0,1e-05,0.156,uniform
Clostridium cellulovorans,0.9449,0.0,0.0,0.004,uniform
Micromonospora aurantiaca,0.9805,0.0,0.0,0.059,uniform
Caldicellulosiruptor obsidiansis,0.9689,0.0,0.0,0.084,uniform
Thermoanaerobacterium thermosaccharolyticum,0.9156,0.0,1e-05,0.032,uniform
Halanaerobium praevalens,0.9175,0.0,1e-05,0.055,uniform
Acinetobacter pittii,0.9311,0.0,0.0,0.05,uniform
Deinococcus gobiensis,0.9157,0.0,1e-05,0.321,uniform
Sulfurimonas autotrophica,0.964,0.0,0.0,0.098,uniform
Pantoea vagans,0.9497,0.0,1e-05,0.075,uniform
Bacillus atrophaeus,0.9577,0.0,0.0,0.03,uniform
Ferrimonas balearica,0.9146,0.0,1e-05,0.07,uniform
Caldicellulosiruptor owensensis,0.9324,0.0,1e-05,0.111,uniform
Caldicellulosiruptor hydrothermalis,0.9729,0.0,0.0,0.089,uniform
Bifidobacterium bifidum,0.9218,0.0,1e-05,0.198,uniform
Ketogulonicigenium vulgare,0.965,0.0,1e-05,0.408,uniform
Methylovorus sp,0.9547,0.0,1e-05,0.256,uniform
Stigmatella aurantiaca,0.9166,0.0,0.0,0.009,uniform
Enterobacter lignolyticus,0.9501,0.0,0.0,0.089,uniform
Eubacterium callanderi,0.8735,0.0,1e-05,0.035,uniform
Mycobacterium indicus,0.9853,0.0,0.0,0.369,uniform
Mesorhizobium opportunistum,0.8906,0.0,0.0,0.047,uniform
Rothia dentocariosa,0.9819,0.0,0.0,0.025,uniform
Ilyobacter polytropus,0.9756,0.0,0.0,0.098,uniform
Vibrio anguillarum,0.8551,0.0,1e-05,0.097,uniform
Achromobacter xylosoxidans,0.9612,0.0,0.0,0.028,uniform
Rhodomicrobium vannielii,0.9585,0.0,0.0,0.152,uniform
Serratia symbiotica,0.9694,0.0,1e-05,0.223,uniform
Frankia inefficax,0.9703,0.0,0.0,0.019,uniform
Halanaerobium hydrogeniformans,0.8456,0.0,1e-05,0.037,uniform
Leadbetterella byssophila,0.7701,0.0,1e-05,0.024,uniform
Caldicellulosiruptor kristjanssonii,0.9393,0.0,0.0,0.081,uniform
Mycobacterium sinense,0.9743,0.0,0.0,0.094,uniform
Caldicellulosiruptor kronotskyensis,0.9523,0.0,0.0,0.082,uniform
Alteromonas naphthalenivorans,0.9531,0.0,0.0,0.029,uniform
Intrasporangium calvum,0.8073,0.0,1e-05,0.098,uniform
Paludibacter propionicigenes,0.8679,0.0,0.0,0.015,uniform
Riemerella anatipestifer,0.945,0.0,1e-05,0.087,uniform
Calditerrivibrio nitroreducens,0.9509,0.0,0.0,0.083,uniform
Marivirga tractuosa,0.8997,0.0,0.0,0.011,uniform
Pseudothermotoga thermarum,0.949,0.0,1e-05,0.112,uniform
Bacteroides helcogenes,0.9034,0.0,0.0,0.004,uniform
Isosphaera pallida,0.9336,0.0,0.0,0.058,uniform
Sulfuricurvum kujiense,0.864,0.0,1e-05,0.155,uniform
Mahella australiensis,0.9348,0.0,1e-05,0.056,uniform
Oceanithermus profundus,0.9025,0.0,2e-05,0.451,uniform
Desulfobulbus propionicus,0.9146,0.0,1e-05,0.086,uniform
Vibrio furnissii,0.9847,0.0,0.0,0.119,uniform
Pseudarthrobacter phenanthrenivorans,0.969,0.0,0.0,0.055,uniform
Micavibrio aeruginosavorus,0.9523,0.0,1e-05,0.191,uniform
Filifactor alocis,0.8924,0.0,0.0,0.022,uniform
Bacillus cellulosilyticus,0.955,0.0,0.0,0.011,uniform
Asticcacaulis excentricus,0.929,0.0,1e-05,0.413,uniform
Micromonospora sp,0.9648,0.0,0.0,0.062,uniform
Ethanoligenens harbinense,0.9513,0.0,0.0,0.091,uniform
Ruminococcus albus,0.9418,0.0,0.0,0.022,uniform
Desulfovibrio aespoeensis,0.9738,0.0,0.0,0.116,uniform
Desulfurispirillum indicum,0.9579,0.0,0.0,0.121,uniform
Pantoea sp,0.7418,0.0,2e-05,0.061,uniform
Staphylococcus pseudintermedius,0.9154,0.0,1e-05,0.047,uniform
Pseudoxanthomonas suwonensis,0.9559,0.0,1e-05,0.271,uniform
Mesorhizobium ciceri,0.9587,0.0,0.0,0.091,uniform
Alicycliphilus denitrificans,0.952,0.0,1e-05,0.118,uniform
Nitratifractor salsuginis,0.8945,0.0,2e-05,0.418,uniform
Cellulophaga algicola,0.926,0.0,0.0,0.009,uniform
Deinococcus maricopensis,0.9854,0.0,0.0,0.159,uniform
Weeksella virosa,0.9498,0.0,1e-05,0.117,uniform
Taylorella equigenitalis,0.942,0.0,1e-05,0.249,uniform
Lactobacillus sanfranciscensis,0.9878,0.0,0.0,0.338,uniform
Thermoanaerobacter brockii,0.972,0.0,1e-05,0.346,uniform
Terriglobus saanensis,0.8966,0.0,1e-05,0.072,uniform
Streptococcus parauberis,0.951,0.0,0.0,0.023,uniform
Streptomyces pratensis,0.9718,0.0,0.0,0.04,uniform
Granulicella tundricola,0.8925,0.0,1e-05,0.078,uniform
Rahnella sp,0.9509,0.0,0.0,0.103,uniform
Aerococcus urinae,0.9483,0.0,0.0,0.091,uniform
Chloracidobacterium thermophilum,0.9486,0.0,1e-05,0.267,uniform
Acidovorax avenae,0.9537,0.0,1e-05,0.098,uniform
Glaciecola sp,0.9552,0.0,0.0,0.024,uniform
Bacteroides salanitronis,0.8814,0.0,0.0,0.003,uniform
Cellulophaga lytica,0.9304,0.0,0.0,0.015,uniform
Sphaerochaeta globosa,0.9053,0.0,1e-05,0.053,uniform
Fluviicola taffensis,0.9439,0.0,0.0,0.01,uniform
Desulfurobacterium thermolithotrophum,0.9339,0.0,1e-05,0.158,uniform
Odoribacter splanchnicus,0.8807,0.0,0.0,0.01,uniform
Pseudopedobacter saltans,0.9507,0.0,0.0,0.009,uniform
Rubinisphaera brasiliensis,0.8755,0.0,1e-05,0.034,uniform
Syntrophobotulus glycolicus,0.9061,0.0,1e-05,0.049,uniform
Nitrosomonas sp,0.9472,0.0,1e-05,0.111,uniform
Francisella cf,0.9914,0.0,0.0,0.238,uniform
Lactobacillus amylovorus,0.9739,0.0,0.0,0.084,uniform
Carnobacterium sp,0.9614,0.0,0.0,0.028,uniform
Polymorphum gilvum,0.8302,0.0,2e-05,0.199,uniform
Burkholderia plantarii,0.992,0.0,0.0,0.366,uniform
Clostridium lentocellum,0.8992,0.0,0.0,0.005,uniform
Marinomonas mediterranea,0.9264,0.0,0.0,0.036,uniform
Sphingobacterium sp,0.9076,0.0,0.0,0.008,uniform
Pseudomonas brassicacearum,0.8919,0.0,1e-05,0.042,uniform
Prevotella denticola,0.8835,0.0,0.0,0.011,uniform
Pseudonocardia dioxanivorans,0.9546,0.0,0.0,0.04,uniform
Burkholderia gladioli,0.9142,0.0,1e-05,0.129,uniform
Hippea maritima,0.9534,0.0,1e-05,0.285,uniform
Aeromonas veronii,0.9835,0.0,0.0,0.078,uniform
Roseobacter litoralis,0.9139,0.0,1e-05,0.096,uniform
Coriobacterium glomerans,0.991,0.0,0.0,0.33,uniform
Desulfobacca acetoxidans,0.9726,0.0,0.0,0.124,uniform
Treponema succinifaciens,0.9397,0.0,0.0,0.038,uniform
Selenomonas sputigena,0.9589,0.0,0.0,0.024,uniform
Verrucosispora maris,0.9746,0.0,0.0,0.045,uniform
Lactobacillus buchneri,0.7583,0.0,3e-05,0.132,uniform
Sphaerochaeta coccoides,0.793,0.0,4e-05,0.286,uniform
Pusillimonas sp,0.9272,0.0,1e-05,0.096,uniform
Cellulomonas gilvus,0.972,0.0,0.0,0.121,uniform
Cellulomonas fimi,0.9457,0.0,1e-05,0.088,uniform
Gallibacterium anatis,0.942,0.0,1e-05,0.079,uniform
Thermodesulfatator indicus,0.9772,0.0,0.0,0.14,uniform
Porphyromonas asaccharolytica,0.8972,0.0,1e-05,0.062,uniform
Thermodesulfobium narugense,0.9285,0.0,1e-05,0.166,uniform
Haliscomenobacter hydrossis,0.9421,0.0,0.0,0.004,uniform
Treponema brennaborense,0.7504,0.0,1e-05,0.079,uniform
Pseudomonas fulva,0.9389,0.0,1e-05,0.135,uniform
Tepidanaerobacter acetatoxydans,0.95,0.0,0.0,0.048,uniform
Pseudopropionibacterium propionicum,0.9898,0.0,0.0,0.028,uniform
Delftia sp,0.9448,0.0,0.0,0.063,uniform
Desulfotomaculum nigrificans,0.8878,0.0,2e-05,0.094,uniform
Methylomonas methanica,0.9487,0.0,0.0,0.043,uniform
Thermoanaerobacterium xylanolyticum,0.8796,0.0,1e-05,0.061,uniform
Bifidobacterium breve,0.9736,0.0,0.0,0.008,uniform
Collimonas fungivorans,0.9708,0.0,0.0,0.046,uniform
Lactobacillus kefiranofaciens,0.9085,0.0,1e-05,0.138,uniform
Desulfotomaculum kuznetsovii,0.9811,0.0,0.0,0.126,uniform
Marinomonas posidonica,0.9132,0.0,0.0,0.034,uniform
Serratia sp,0.9398,0.0,0.0,0.04,uniform
Desulfotomaculum ruminis,0.958,0.0,0.0,0.033,uniform
Hoyosella subflava,0.7946,0.0,1e-05,0.077,uniform
Corynebacterium ulcerans,0.9734,0.0,0.0,0.134,uniform
Sphingobium chlorophenolicum,0.9903,0.0,0.0,0.357,uniform
Frankia symbiont,0.9815,0.0,0.0,0.114,uniform
Isoptericola variabilis,0.9826,0.0,0.0,0.118,uniform
Enterobacter aerogenes,0.9167,0.0,1e-05,0.064,uniform
Lacinutrix sp,0.934,0.0,0.0,0.026,uniform
Thermodesulfobacterium geofontis,0.9328,0.0,1e-05,0.121,uniform
Myxococcus macrosporus,0.8495,0.0,1e-05,0.029,uniform
Saprospira grandis,0.9505,0.0,0.0,0.028,uniform
Parageobacillus thermoglucosidasius,0.7777,0.0,1e-05,0.031,uniform
Streptococcus parasanguinis,0.9024,0.0,0.0,0.012,uniform
Corynebacterium resistens,0.941,0.0,0.0,0.077,uniform
Flexistipes sinusarabici,0.9285,0.0,1e-05,0.131,uniform
Runella slithyformis,0.9338,0.0,0.0,0.009,uniform
Treponema caldarium,0.9248,0.0,0.0,0.059,uniform
Paenibacillus mucilaginosus,0.9224,0.0,0.0,0.009,uniform
Francisella sp,0.919,0.0,1e-05,0.124,uniform
Brachyspira intermedia,0.9627,0.0,0.0,0.016,uniform
Cupriavidus necator,0.9877,0.0,0.0,0.276,uniform
Enterobacter ludwigii,0.738,0.0,3e-05,0.123,uniform
Leuconostoc sp,0.976,0.0,0.0,0.273,uniform
Weissella koreensis,0.9092,0.0,1e-05,0.315,uniform
Sulfobacillus acidophilus,0.9515,0.0,1e-05,0.164,uniform
Gordonia sp,0.8211,0.0,1e-05,0.082,uniform
