Species,r_value,p_value,stError,euclidean,distribution
Bacillus oceanisediminis,0.9163,0.0,1e-05,0.269,uniform
Streptomyces alfalfae,0.9294,0.0,1e-05,0.19,uniform
Pseudomonas antarctica,0.9554,0.0,1e-05,0.38,uniform
Pectobacterium wasabiae,0.9572,0.0,1e-05,0.485,uniform
Clostridium estertheticum,0.9922,0.0,0.0,0.212,uniform
Niabella ginsenosidivorans,0.9403,0.0,1e-05,0.253,uniform
Bacillus weihaiensis,0.993,0.0,0.0,0.261,uniform
Bordetella flabilis,0.879,0.0,3e-05,0.337,uniform
Amycolatopsis orientalis,0.9646,0.0,1e-05,0.186,uniform
Minicystis rosea,0.6999,0.0,2e-05,0.022,uniform
Streptomyces griseochromogenes,0.898,0.0,2e-05,0.099,uniform
Prauserella marina,0.7687,0.0,5e-05,0.392,uniform
Elizabethkingia endophytica,0.9824,0.0,0.0,0.351,uniform
Elizabethkingia meningoseptica,0.9054,0.0,2e-05,0.422,uniform
Elizabethkingia genomosp,0.9886,0.0,0.0,0.337,uniform
Bradyrhizobium icense,0.8989,0.0,1e-05,0.248,uniform
Streptomyces lincolnensis,0.9653,0.0,1e-05,0.26,uniform
Fictibacillus arsenicus,0.996,0.0,0.0,0.451,uniform
Bacillus flexus,0.9148,0.0,1e-05,0.247,uniform
Lentzea guizhouensis,0.9893,0.0,0.0,0.104,uniform
Streptomyces olivaceus,0.6888,0.0,7e-05,0.241,uniform
Carnobacterium divergens,0.7312,0.0,4e-05,0.271,uniform
Flavobacterium anhuiense,0.9908,0.0,0.0,0.181,uniform
Streptococcus himalayensis,0.9849,0.0,0.0,0.161,uniform
Dialister pneumosintes,0.9708,0.0,1e-05,0.344,uniform
Tannerella sp,0.9829,0.0,0.0,0.052,uniform
Bacillus muralis,0.9291,0.0,2e-05,0.42,uniform
Pedobacter steynii,0.9794,0.0,0.0,0.149,uniform
Bosea vaviloviae,0.9426,0.0,1e-05,0.421,uniform
Brevibacterium aurantiacum,0.9679,0.0,1e-05,0.47,uniform
Streptomyces puniciscabiei,0.9885,0.0,0.0,0.169,uniform
Clostridium taeniosporum,0.9664,0.0,1e-05,0.309,uniform
Vagococcus teuberi,0.9864,0.0,0.0,0.493,uniform
Geosporobacter ferrireducens,0.9895,0.0,0.0,0.16,uniform
Brachybacterium sp,0.8225,0.0,3e-05,0.36,uniform
Polaribacter vadi,0.7007,0.0,7e-05,0.233,uniform
Lutibacter sp,0.8386,0.0,2e-05,0.341,uniform
Flavobacterium gilvum,0.9309,0.0,1e-05,0.223,uniform
Moorea producens,0.9868,0.0,0.0,0.059,uniform
Clostridium formicaceticum,0.9238,0.0,1e-05,0.208,uniform
Peptococcaceae bacterium,0.9688,0.0,0.0,0.193,uniform
Fuerstia marisgermanicae,0.9917,0.0,0.0,0.197,uniform
Providencia rettgeri,0.9722,0.0,1e-05,0.398,uniform
Thalassotalea crassostreae,0.6596,0.0,0.00014,0.33,uniform
Nonomuraea sp,0.9302,0.0,0.0,0.036,uniform
Marinilactibacillus sp,0.971,0.0,1e-05,0.398,uniform
Paenibacillus crassostreae,0.9715,0.0,0.0,0.245,uniform
Flavobacterium communis,0.884,0.0,3e-05,0.357,uniform
Nocardia seriolae,0.8522,0.0,2e-05,0.197,uniform
Streptomyces niveus,0.9888,0.0,0.0,0.22,uniform
Nocardia soli,0.8615,0.0,2e-05,0.181,uniform
Brevibacillus formosus,0.9918,0.0,0.0,0.236,uniform
Staphylococcus succinus,0.9867,0.0,1e-05,0.428,uniform
Acinetobacter bereziniae,0.9474,0.0,1e-05,0.338,uniform
Paenibacillus xylanexedens,0.949,0.0,0.0,0.118,uniform
Virgibacillus dokdonensis,0.7723,0.0,3e-05,0.19,uniform
Clostridium chauvoei,0.9777,0.0,1e-05,0.372,uniform
Granulosicoccus antarcticus,0.8876,0.0,1e-05,0.16,uniform
Chryseobacterium indologenes,0.9769,0.0,0.0,0.17,uniform
Bacillus cohnii,0.9635,0.0,0.0,0.157,uniform
Acinetobacter haemolyticus,0.9575,0.0,1e-05,0.442,uniform
Massilia putida,0.9811,0.0,0.0,0.283,uniform
Tsukamurella tyrosinosolvens,0.7904,0.0,3e-05,0.345,uniform
Paludisphaera borealis,0.9621,0.0,1e-05,0.413,uniform
Seonamhaeicola sp,0.9543,0.0,1e-05,0.236,uniform
Polaribacter reichenbachii,0.86,0.0,2e-05,0.197,uniform
Jeotgalibaca sp,0.9187,0.0,1e-05,0.389,uniform
Streptomyces autolyticus,0.9863,0.0,0.0,0.381,uniform
Pseudoalteromonas aliena,0.9903,0.0,0.0,0.398,uniform
Nostocales cyanobacterium,0.7789,0.0,2e-05,0.118,uniform
Streptomyces pactum,0.9374,0.0,1e-05,0.299,uniform
Cellvibrio sp,0.9256,0.0,2e-05,0.304,uniform
Mycobacterium litorale,0.9791,0.0,0.0,0.383,uniform
Brachyspira hampsonii,0.9877,0.0,0.0,0.494,uniform
Eubacterium limosum,0.7456,0.0,8e-05,0.446,uniform
Paenibacillus kribbensis,0.9734,0.0,1e-05,0.372,uniform
Agarilytica rhodophyticola,0.7906,0.0,2e-05,0.121,uniform
Spirosoma aerolatum,0.8335,0.0,2e-05,0.147,uniform
Candidatus Thiodictyon,0.9232,0.0,2e-05,0.453,uniform
Staphylococcus sciuri,0.8719,0.0,2e-05,0.481,uniform
Streptococcus equinus,0.9815,0.0,0.0,0.03,uniform
Lactobacillus amylolyticus,0.9503,0.0,1e-05,0.304,uniform
Colwellia beringensis,0.9375,0.0,2e-05,0.327,uniform
Actinomyces gaoshouyii,0.892,0.0,1e-05,0.051,uniform
Shewanella japonica,0.9504,0.0,1e-05,0.235,uniform
Kitasatospora albolonga,0.9523,0.0,1e-05,0.318,uniform
Veillonella atypica,0.9264,0.0,0.0,0.032,uniform
Streptomyces gilvosporeus,0.9887,0.0,0.0,0.193,uniform
Streptomyces violaceoruber,0.9588,0.0,1e-05,0.339,uniform
Halobacillus mangrovi,0.9591,0.0,1e-05,0.477,uniform
Mycobacterium dioxanotrophicus,0.9642,0.0,1e-05,0.26,uniform
Bacillus krulwichiae,0.8938,0.0,2e-05,0.288,uniform
Cellulosimicrobium sp,0.9871,0.0,0.0,0.446,uniform
Bacillus horikoshii,0.9798,0.0,1e-05,0.321,uniform
Streptomyces pluripotens,0.9898,0.0,0.0,0.494,uniform
Sphingobacteriaceae bacterium,0.9708,0.0,0.0,0.116,uniform
Cellulosimicrobium cellulans,0.9788,0.0,1e-05,0.356,uniform
Oleiphilus messinensis,0.9873,0.0,0.0,0.23,uniform
Streptomyces alboflavus,0.8999,0.0,1e-05,0.158,uniform
Paenibacillus donghaensis,0.9187,0.0,1e-05,0.097,uniform
Pseudoclostridium thermosuccinogenes,0.8697,0.0,3e-05,0.346,uniform
Enterococcus wangshanyuanii,0.9938,0.0,0.0,0.347,uniform
Alkalitalea saponilacus,0.9003,0.0,1e-05,0.237,uniform
Cystobacter fuscus,0.9253,0.0,1e-05,0.111,uniform
Methylovulum psychrotolerans,0.672,0.0,0.00018,0.223,uniform
Francisella halioticida,0.8076,0.0,6e-05,0.451,uniform
Melittangium boletus,0.7913,0.0,3e-05,0.106,uniform
Capnocytophaga leadbetteri,0.8828,0.0,2e-05,0.357,uniform
Capnocytophaga sputigena,0.9332,0.0,1e-05,0.097,uniform
Capnocytophaga gingivalis,0.9811,0.0,0.0,0.026,uniform
Bacteroides caccae,0.991,0.0,0.0,0.203,uniform
Virgibacillus necropolis,0.9359,0.0,1e-05,0.254,uniform
Streptomyces peucetius,0.9475,0.0,1e-05,0.428,uniform
Clostridium bolteae,0.9518,0.0,1e-05,0.178,uniform
Arenibacter algicola,0.9829,0.0,0.0,0.19,uniform
Actinoalloteichus hoggarensis,0.6523,0.0,0.0001,0.17,uniform
Fluviicola sp,0.974,0.0,1e-05,0.274,uniform
Streptomyces formicae,0.9875,0.0,0.0,0.164,uniform
Maribacter cobaltidurans,0.9777,0.0,0.0,0.463,uniform
Bacillus kochii,0.9533,0.0,1e-05,0.322,uniform
Chryseobacterium camelliae,0.98,0.0,1e-05,0.374,uniform
Chryseobacterium piperi,0.9314,0.0,1e-05,0.18,uniform
Streptomyces xinghaiensis,0.9947,0.0,0.0,0.413,uniform
Variovorax boronicumulans,0.9605,0.0,1e-05,0.376,uniform
Nibricoccus aquaticus,0.6906,0.0,0.00014,0.366,uniform
Elizabethkingia anophelis,0.9148,0.0,2e-05,0.385,uniform
Janthinobacterium svalbardensis,0.9381,0.0,1e-05,0.47,uniform
Actinosynnema pretiosum,0.7148,0.0,5e-05,0.138,uniform
Dermabacter jinjuensis,0.8432,0.0,3e-05,0.473,uniform
Providencia alcalifaciens,0.9875,0.0,0.0,0.496,uniform
Chitinophagaceae bacterium,0.8814,0.0,2e-05,0.321,uniform
Nocardia terpenica,0.7722,0.0,3e-05,0.111,uniform
Prevotella jejuni,0.9713,0.0,0.0,0.028,uniform
Proteus vulgaris,0.7544,0.0,8e-05,0.481,uniform
Streptomyces malaysiensis,0.9056,0.0,1e-05,0.193,uniform
Bacillus aryabhattai,0.965,0.0,1e-05,0.282,uniform
Pedobacter ginsengisoli,0.9167,0.0,1e-05,0.151,uniform
Solibacillus sp,0.9161,0.0,1e-05,0.273,uniform
Fusobacterium periodonticum,0.9698,0.0,1e-05,0.254,uniform
Nostoc flagelliforme,0.9913,0.0,0.0,0.117,uniform
Amycolatopsis sp,0.8879,0.0,1e-05,0.114,uniform
Streptomyces cavourensis,0.9811,0.0,1e-05,0.429,uniform
Streptomyces lavendulae,0.9843,0.0,0.0,0.237,uniform
Spirosoma sp,0.9705,0.0,0.0,0.108,uniform
Olleya sp,0.926,0.0,2e-05,0.341,uniform
Herbivorax saccincola,0.9037,0.0,2e-05,0.423,uniform
Kitasatospora sp,0.9447,0.0,1e-05,0.163,uniform
Legionella sainthelensi,0.9799,0.0,1e-05,0.495,uniform
Flavivirga eckloniae,0.9215,0.0,1e-05,0.091,uniform
Tamlana sp,0.703,0.0,7e-05,0.303,uniform
Lysinibacillus sp,0.9444,0.0,1e-05,0.182,uniform
Achromobacter sp,0.9197,0.0,2e-05,0.491,uniform
Achromobacter insolitus,0.9809,0.0,1e-05,0.392,uniform
Bradyrhizobium ottawaense,0.8264,0.0,3e-05,0.205,uniform
Eubacterium maltosivorans,0.7899,0.0,5e-05,0.317,uniform
Providencia sp,0.9522,0.0,1e-05,0.333,uniform
Flavobacterium sp,0.8186,0.0,2e-05,0.111,uniform
Bradyrhizobium paxllaeri,0.9419,0.0,1e-05,0.305,uniform
Frankia alni,0.9538,0.0,1e-05,0.21,uniform
Streptomyces scabiei,0.8534,0.0,2e-05,0.161,uniform
Streptococcus mitis,0.985,0.0,0.0,0.03,uniform
Streptococcus gallolyticus,0.9212,0.0,2e-05,0.282,uniform
Nocardia cyriacigeorgica,0.8927,0.0,2e-05,0.395,uniform
Zobellia galactanivorans,0.9273,0.0,1e-05,0.249,uniform
Haemophilus parainfluenzae,0.9836,0.0,0.0,0.029,uniform
Streptomyces cattleya,0.928,0.0,1e-05,0.291,uniform
Streptococcus oralis,0.9926,0.0,0.0,0.033,uniform
Streptococcus salivarius,0.9908,0.0,0.0,0.029,uniform
Streptococcus macedonicus,0.9823,0.0,0.0,0.428,uniform
Flavobacterium indicum,0.9585,0.0,1e-05,0.491,uniform
Saccharothrix espanaensis,0.7253,0.0,5e-05,0.13,uniform
Carnobacterium maltaromaticum,0.9817,0.0,0.0,0.204,uniform
Thalassolituus oleivorans,0.6641,0.0,0.00034,0.296,uniform
Clostridium bornimense,0.9736,0.0,1e-05,0.366,uniform
Porphyromonadaceae bacterium,0.9338,0.0,1e-05,0.443,uniform
Moritella viscosa,0.7674,0.0,4e-05,0.261,uniform
Legionella fallonii,0.9894,0.0,0.0,0.493,uniform
Xenorhabdus nematophila,0.9766,0.0,1e-05,0.484,uniform
Paenibacillus riograndensis,0.9704,0.0,0.0,0.139,uniform
Streptomyces venezuelae,0.9694,0.0,0.0,0.168,uniform
Lactobacillus reuteri,0.9925,0.0,0.0,0.295,uniform
Streptomyces reticuli,0.8999,0.0,1e-05,0.237,uniform
