Species,r_value,p_value,stError,euclidean,distribution
Cyanothece sp,0.8786,0.0,1e-05,0.014,uniform
Pseudothermotoga lettingae,0.65,0.0,0.00012,0.254,uniform
Bacillus pumilus,0.9385,0.0,1e-05,0.033,uniform
Lysinibacillus sphaericus,0.7817,0.0,1e-05,0.014,uniform
Frankia sp,0.978,0.0,0.0,0.04,uniform
Shewanella sediminis,0.786,0.0,1e-05,0.012,uniform
Citrobacter koseri,0.9509,0.0,1e-05,0.064,uniform
Serratia proteamaculans,0.9129,0.0,1e-05,0.026,uniform
Acaryochloris marina,0.9298,0.0,0.0,0.013,uniform
Dinoroseobacter shibae,0.8151,0.0,5e-05,0.133,uniform
Salinispora arenicola,0.8365,0.0,2e-05,0.077,uniform
Shewanella pealeana,0.789,0.0,1e-05,0.009,uniform
Alkaliphilus oremlandii,0.9059,0.0,1e-05,0.035,uniform
Mycobacterium marinum,0.9382,0.0,1e-05,0.161,uniform
Desulfococcus oleovorans,0.9748,0.0,1e-05,0.134,uniform
Herpetosiphon aurantiacus,0.9024,0.0,1e-05,0.015,uniform
Petrotoga mobilis,0.7493,0.0,4e-05,0.119,uniform
Delftia acidovorans,0.9706,0.0,0.0,0.051,uniform
Lachnoclostridium phytofermentans,0.8148,0.0,1e-05,0.007,uniform
Acholeplasma laidlawii,0.8577,0.0,3e-05,0.263,uniform
Bacillus weihenstephanensis,0.9534,0.0,0.0,0.014,uniform
Methylobacterium extorquens,0.9626,0.0,1e-05,0.145,uniform
Chloroflexus aurantiacus,0.9518,0.0,1e-05,0.079,uniform
Renibacterium salmoninarum,0.9129,0.0,2e-05,0.114,uniform
Thermotoga neapolitana,0.8892,0.0,4e-05,0.311,uniform
Anoxybacillus flavithermus,0.9162,0.0,1e-05,0.063,uniform
Thermoanaerobacter sp,0.8572,0.0,2e-05,0.226,uniform
Thermoanaerobacter pseudethanolicus,0.9718,0.0,1e-05,0.495,uniform
Caulobacter sp,0.9636,0.0,1e-05,0.22,uniform
Heliobacterium modesticaldum,0.8654,0.0,3e-05,0.286,uniform
Shewanella halifaxensis,0.9182,0.0,0.0,0.015,uniform
Campylobacter lari,0.9137,0.0,2e-05,0.18,uniform
Cellvibrio japonicus,0.9192,0.0,1e-05,0.035,uniform
Francisella philomiragia,0.9579,0.0,1e-05,0.262,uniform
Methylobacterium sp,0.8622,0.0,1e-05,0.051,uniform
Shewanella woodyi,0.9105,0.0,0.0,0.009,uniform
Klebsiella variicola,0.8275,0.0,1e-05,0.054,uniform
Methylacidiphilum infernorum,0.901,0.0,2e-05,0.186,uniform
Methylobacterium radiotolerans,0.9693,0.0,1e-05,0.13,uniform
Polynucleobacter necessarius,0.9269,0.0,3e-05,0.408,uniform
Leptothrix cholodnii,0.916,0.0,1e-05,0.058,uniform
Beijerinckia indica,0.9017,0.0,1e-05,0.061,uniform
Exiguobacterium sibiricum,0.9418,0.0,1e-05,0.111,uniform
Methylobacterium populi,0.8677,0.0,2e-05,0.079,uniform
Opitutus terrae,0.9133,0.0,1e-05,0.051,uniform
Natranaerobius thermophilus,0.938,0.0,1e-05,0.034,uniform
Nostoc punctiforme,0.8905,0.0,0.0,0.004,uniform
Paraburkholderia phymatum,0.8395,0.0,2e-05,0.173,uniform
Paraburkholderia phytofirmans,0.7698,0.0,3e-05,0.097,uniform
Elusimicrobium minutum,0.8161,0.0,5e-05,0.275,uniform
Ralstonia pickettii,0.8675,0.0,1e-05,0.021,uniform
Akkermansia muciniphila,0.9202,0.0,1e-05,0.184,uniform
Rhizobium etli,0.8811,0.0,2e-05,0.19,uniform
Sulfurihydrogenibium sp,0.8371,0.0,3e-05,0.115,uniform
Desulfobacterium autotrophicum,0.9593,0.0,0.0,0.025,uniform
Geobacter lovleyi,0.9415,0.0,1e-05,0.069,uniform
Chlorobium limicola,0.9079,0.0,1e-05,0.147,uniform
Halothermothrix orenii,0.9409,0.0,1e-05,0.068,uniform
Chlorobaculum parvum,0.7969,0.0,6e-05,0.271,uniform
Chloroherpeton thalassium,0.93,0.0,1e-05,0.044,uniform
Candidatus Amoebophilus,0.9012,0.0,2e-05,0.211,uniform
Alteromonas mediterranea,0.7978,0.0,1e-05,0.04,uniform
Eubacterium eligens,0.8342,0.0,2e-05,0.056,uniform
Eubacterium rectale,0.9089,0.0,1e-05,0.019,uniform
Prosthecochloris aestuarii,0.9366,0.0,2e-05,0.162,uniform
Pelodictyon phaeoclathratiforme,0.7392,0.0,3e-05,0.077,uniform
Stenotrophomonas maltophilia,0.8792,0.0,1e-05,0.104,uniform
Geobacter bemidjiensis,0.8549,0.0,2e-05,0.067,uniform
Streptococcus equi,0.925,0.0,1e-05,0.018,uniform
Hydrogenobaculum sp,0.9482,0.0,1e-05,0.224,uniform
Acidithiobacillus ferrooxidans,0.8771,0.0,2e-05,0.174,uniform
Edwardsiella tarda,0.8888,0.0,3e-05,0.27,uniform
Dictyoglomus thermophilum,0.8846,0.0,2e-05,0.139,uniform
Laribacter hongkongensis,0.9138,0.0,1e-05,0.044,uniform
Azotobacter vinelandii,0.8979,0.0,1e-05,0.054,uniform
Thermosipho africanus,0.8757,0.0,2e-05,0.056,uniform
Oligotropha carboxidovorans,0.8991,0.0,2e-05,0.16,uniform
Comamonas thiooxydans,0.9321,0.0,1e-05,0.044,uniform
Sulfurihydrogenibium azorense,0.8888,0.0,2e-05,0.095,uniform
Persephonella marina,0.8754,0.0,2e-05,0.131,uniform
Dictyoglomus turgidum,0.9005,0.0,2e-05,0.147,uniform
Nautilia profundicola,0.9,0.0,2e-05,0.172,uniform
Methylocella silvestris,0.9705,0.0,1e-05,0.248,uniform
Thauera sp,0.9827,0.0,0.0,0.069,uniform
Rhodobacter capsulatus,0.9254,0.0,1e-05,0.106,uniform
Haemophilus parasuis,0.7571,0.0,2e-05,0.043,uniform
Desulfatibacillum aliphaticivorans,0.8972,0.0,1e-05,0.015,uniform
Chloroflexus aggregans,0.867,0.0,1e-05,0.043,uniform
Thioalkalivibrio sulfidiphilus,0.939,0.0,1e-05,0.148,uniform
Pseudarthrobacter chlorophenolicus,0.8966,0.0,2e-05,0.223,uniform
Clostridium cellulolyticum,0.8917,0.0,1e-05,0.02,uniform
Methylobacterium nodulans,0.97,0.0,0.0,0.041,uniform
Brachyspira hyodysenteriae,0.8824,0.0,1e-05,0.027,uniform
Chloroflexus sp,0.8612,0.0,2e-05,0.111,uniform
Sinorhizobium fredii,0.7935,0.0,3e-05,0.116,uniform
Geobacter daltonii,0.9514,0.0,1e-05,0.052,uniform
Acidovorax ebreus,0.9879,0.0,0.0,0.203,uniform
Caldicellulosiruptor bescii,0.9254,0.0,1e-05,0.084,uniform
Nonlabens dokdonensis,0.7795,0.0,1e-05,0.013,uniform
Acidobacterium capsulatum,0.9205,0.0,1e-05,0.138,uniform
Burkholderia glumae,0.9231,0.0,2e-05,0.469,uniform
Shimwellia blattae,0.9151,0.0,1e-05,0.077,uniform
Bartonella grahamii,0.9286,0.0,1e-05,0.219,uniform
Edwardsiella ictaluri,0.8748,0.0,2e-05,0.132,uniform
Corynebacterium aurimucosum,0.8893,0.0,2e-05,0.199,uniform
Aggregatibacter aphrophilus,0.8001,0.0,0.0,0.004,uniform
Teredinibacter turnerae,0.8579,0.0,1e-05,0.028,uniform
Exiguobacterium sp,0.9655,0.0,1e-05,0.091,uniform
Tolumonas auensis,0.8517,0.0,2e-05,0.044,uniform
Lactobacillus plantarum,0.8974,0.0,1e-05,0.071,uniform
Beutenbergia cavernae,0.9938,0.0,0.0,0.307,uniform
Dyadobacter fermentans,0.85,0.0,1e-05,0.008,uniform
Corynebacterium kroppenstedtii,0.796,0.0,4e-05,0.374,uniform
Desulfomicrobium baculatum,0.8954,0.0,2e-05,0.134,uniform
Actinosynnema mirum,0.9529,0.0,1e-05,0.093,uniform
Capnocytophaga ochracea,0.8469,0.0,1e-05,0.03,uniform
Kosmotoga olearia,0.9368,0.0,1e-05,0.304,uniform
Variovorax paradoxus,0.8478,0.0,1e-05,0.03,uniform
Geobacillus sp,0.794,0.0,2e-05,0.051,uniform
Desulfovibrio salexigens,0.806,0.0,2e-05,0.025,uniform
Zunongwangia profunda,0.8992,0.0,0.0,0.008,uniform
Dickeya paradisiaca,0.9326,0.0,1e-05,0.062,uniform
Dickeya chrysanthemi,0.8068,0.0,2e-05,0.049,uniform
Paenibacillus sp,0.815,0.0,1e-05,0.006,uniform
Pectobacterium carotovorum,0.7996,0.0,2e-05,0.043,uniform
Geobacter sp,0.9489,0.0,1e-05,0.042,uniform
Clostridium ljungdahlii,0.9517,0.0,0.0,0.027,uniform
Methylotenera mobilis,0.9204,0.0,1e-05,0.101,uniform
Flavobacteriaceae bacterium,0.8319,0.0,1e-05,0.042,uniform
Methylovorus glucosetrophus,0.877,0.0,2e-05,0.13,uniform
Hirschia baltica,0.8926,0.0,1e-05,0.043,uniform
Pedobacter heparinus,0.8724,0.0,1e-05,0.012,uniform
Saccharomonospora viridis,0.9759,0.0,1e-05,0.227,uniform
Slackia heliotrinireducens,0.9012,0.0,2e-05,0.163,uniform
Leptotrichia buccalis,0.7119,0.0,1e-05,0.003,uniform
Spirochaeta thermophila,0.9303,0.0,2e-05,0.359,uniform
Chitinophaga pinensis,0.9248,0.0,0.0,0.003,uniform
Catenulispora acidiphila,0.9037,0.0,0.0,0.021,uniform
Jonesia denitrificans,0.9563,0.0,1e-05,0.219,uniform
Kangiella koreensis,0.883,0.0,1e-05,0.086,uniform
Anaerococcus prevotii,0.8038,0.0,3e-05,0.092,uniform
Robiginitalea biformata,0.9286,0.0,1e-05,0.084,uniform
Candidatus Accumulibacter,0.945,0.0,1e-05,0.044,uniform
Desulfotomaculum acetoxidans,0.8182,0.0,1e-05,0.029,uniform
Atopobium parvulum,0.9778,0.0,0.0,0.041,uniform
Eggerthella lenta,0.9529,0.0,1e-05,0.141,uniform
Alicyclobacillus acidocaldarius,0.9651,0.0,1e-05,0.389,uniform
Aggregatibacter actinomycetemcomitans,0.7982,0.0,1e-05,0.013,uniform
Desulfohalobium retbaense,0.991,0.0,0.0,0.272,uniform
Kribbella flavida,0.9615,0.0,1e-05,0.056,uniform
Nakamurella multipartita,0.9232,0.0,1e-05,0.212,uniform
Thermomonospora curvata,0.9822,0.0,0.0,0.127,uniform
Sebaldella termitidis,0.8696,0.0,1e-05,0.01,uniform
Meiothermus ruber,0.8963,0.0,3e-05,0.2,uniform
Planctopirus limnophila,0.7808,0.0,1e-05,0.022,uniform
Bifidobacterium dentium,0.8775,0.0,4e-05,0.348,uniform
Candidatus Puniceispirillum,0.8943,0.0,2e-05,0.117,uniform
Leuconostoc kimchii,0.9665,0.0,1e-05,0.198,uniform
Spirosoma linguale,0.9441,0.0,0.0,0.006,uniform
Stackebrandtia nassauensis,0.8056,0.0,3e-05,0.113,uniform
Streptobacillus moniliformis,0.8513,0.0,2e-05,0.099,uniform
Pectobacterium parmentieri,0.8425,0.0,1e-05,0.042,uniform
Bacillus selenitireducens,0.8546,0.0,2e-05,0.076,uniform
Fibrobacter succinogenes,0.8593,0.0,1e-05,0.03,uniform
Pseudoalteromonas sp,0.8486,0.0,2e-05,0.143,uniform
Nitrosococcus halophilus,0.909,0.0,1e-05,0.062,uniform
Halothiobacillus neapolitanus,0.8677,0.0,3e-05,0.132,uniform
Gordonia bronchialis,0.9836,0.0,0.0,0.156,uniform
Haliangium ochraceum,0.9346,0.0,0.0,0.021,uniform
Vibrio antiquarius,0.7635,0.0,2e-05,0.101,uniform
Rhodothermus marinus,0.8804,0.0,2e-05,0.195,uniform
Butyrivibrio proteoclasticus,0.81,0.0,1e-05,0.019,uniform
Streptosporangium roseum,0.9743,0.0,0.0,0.029,uniform
Sulfurospirillum deleyianum,0.8675,0.0,2e-05,0.146,uniform
Sanguibacter keddieii,0.8881,0.0,3e-05,0.346,uniform
Veillonella parvula,0.9114,0.0,0.0,0.029,uniform
Xylanimonas cellulosilytica,0.9616,0.0,1e-05,0.456,uniform
Thermobaculum terrenum,0.8175,0.0,5e-05,0.267,uniform
Dickeya zeae,0.8888,0.0,1e-05,0.043,uniform
Staphylococcus lugdunensis,0.8876,0.0,1e-05,0.043,uniform
Treponema azotonutricium,0.8643,0.0,2e-05,0.055,uniform
Candidatus Atelocyanobacterium,0.9472,0.0,2e-05,0.339,uniform
Treponema primitia,0.7969,0.0,3e-05,0.048,uniform
Pirellula staleyi,0.9513,0.0,0.0,0.027,uniform
Gardnerella vaginalis,0.8488,0.0,5e-05,0.361,uniform
Mageeibacillus indolicus,0.9096,0.0,1e-05,0.13,uniform
Conexibacter woesei,0.9686,0.0,0.0,0.064,uniform
Acidaminococcus fermentans,0.8165,0.0,4e-05,0.196,uniform
Geodermatophilus obscurus,0.878,0.0,3e-05,0.138,uniform
Thermobispora bispora,0.946,0.0,1e-05,0.421,uniform
Pantoea ananatis,0.9651,0.0,0.0,0.043,uniform
Bacillus pseudofirmus,0.9139,0.0,1e-05,0.021,uniform
Allochromatium vinosum,0.9163,0.0,1e-05,0.132,uniform
Thioalkalivibrio sp,0.7676,0.0,8e-05,0.371,uniform
Enterobacter cloacae,0.9733,0.0,0.0,0.077,uniform
Waddlia chondrophila,0.9319,0.0,2e-05,0.249,uniform
Thermoanaerobacter italicus,0.674,0.0,4e-05,0.107,uniform
Desulfurivibrio alkaliphilus,0.8331,0.0,3e-05,0.291,uniform
Brachyspira murdochii,0.9003,0.0,1e-05,0.021,uniform
Sideroxydans lithotrophicus,0.8947,0.0,2e-05,0.092,uniform
Tsukamurella paurometabola,0.9568,0.0,1e-05,0.19,uniform
Denitrovibrio acetiphilus,0.9225,0.0,1e-05,0.062,uniform
Marinobacter adhaerens,0.926,0.0,1e-05,0.063,uniform
Bacillus megaterium,0.8908,0.0,0.0,0.009,uniform
Mobiluncus curtisii,0.9446,0.0,2e-05,0.413,uniform
Aminobacterium colombiense,0.8676,0.0,2e-05,0.184,uniform
Coraliomargarita akajimensis,0.8958,0.0,1e-05,0.058,uniform
Arcobacter nitrofigilis,0.9085,0.0,1e-05,0.018,uniform
Amycolatopsis mediterranei,0.9005,0.0,1e-05,0.015,uniform
Moraxella catarrhalis,0.9411,0.0,1e-05,0.1,uniform
Prevotella ruminicola,0.8443,0.0,0.0,0.003,uniform
Caulobacter segnis,0.9565,0.0,1e-05,0.105,uniform
Burkholderia sp,0.9337,0.0,1e-05,0.128,uniform
Kyrpidia tusciae,0.9771,0.0,1e-05,0.274,uniform
Thiomonas intermedia,0.9434,0.0,1e-05,0.103,uniform
Brachyspira pilosicoli,0.8683,0.0,1e-05,0.069,uniform
Starkeya novella,0.8382,0.0,3e-05,0.085,uniform
Thermincola potens,0.968,0.0,1e-05,0.089,uniform
Thermoanaerobacter mathranii,0.7604,0.0,4e-05,0.118,uniform
Dickeya dadantii,0.8922,0.0,2e-05,0.042,uniform
Herbaspirillum seropedicae,0.8689,0.0,1e-05,0.021,uniform
Nocardiopsis dassonvillei,0.8885,0.0,2e-05,0.101,uniform
Meiothermus silvanus,0.9713,0.0,1e-05,0.207,uniform
Croceibacter atlanticus,0.8704,0.0,1e-05,0.029,uniform
Streptomyces bingchenggensis,0.9601,0.0,0.0,0.015,uniform
Syntrophothermus lipocalidus,0.8724,0.0,3e-05,0.257,uniform
Truepera radiovictrix,0.9673,0.0,1e-05,0.338,uniform
Methylotenera versatilis,0.8722,0.0,1e-05,0.049,uniform
'Nostoc azollae',0.8348,0.0,1e-05,0.013,uniform
Acinetobacter oleivorans,0.9249,0.0,0.0,0.027,uniform
Hyphomicrobium denitrificans,0.8982,0.0,2e-05,0.214,uniform
Desulfarculus baarsii,0.8607,0.0,2e-05,0.16,uniform
Nitrosococcus watsonii,0.9631,0.0,1e-05,0.114,uniform
Corynebacterium pseudotuberculosis,0.9769,0.0,1e-05,0.334,uniform
Brevundimonas subvibrioides,0.9856,0.0,1e-05,0.412,uniform
Acetohalobium arabaticum,0.8911,0.0,2e-05,0.064,uniform
Clostridium saccharolyticum,0.9109,0.0,1e-05,0.014,uniform
Capnocytophaga canimorsus,0.7671,0.0,2e-05,0.029,uniform
Sediminispirochaeta smaragdinae,0.8685,0.0,1e-05,0.035,uniform
Prevotella melaninogenica,0.9736,0.0,0.0,0.034,uniform
Erwinia sp,0.9864,0.0,0.0,0.099,uniform
Parvularcula bermudensis,0.9521,0.0,2e-05,0.253,uniform
Maribacter sp,0.8858,0.0,1e-05,0.015,uniform
Gallionella capsiferriformans,0.9066,0.0,1e-05,0.062,uniform
Clostridium cellulovorans,0.9084,0.0,0.0,0.006,uniform
Micromonospora aurantiaca,0.9282,0.0,1e-05,0.086,uniform
Caldicellulosiruptor obsidiansis,0.8908,0.0,2e-05,0.086,uniform
Thermoanaerobacterium thermosaccharolyticum,0.9065,0.0,1e-05,0.048,uniform
Halanaerobium praevalens,0.8055,0.0,2e-05,0.045,uniform
Acinetobacter pittii,0.9405,0.0,1e-05,0.036,uniform
Sulfurimonas autotrophica,0.8602,0.0,2e-05,0.072,uniform
Pantoea vagans,0.8843,0.0,1e-05,0.051,uniform
Bacillus atrophaeus,0.911,0.0,1e-05,0.028,uniform
Ferrimonas balearica,0.9507,0.0,1e-05,0.05,uniform
Caldicellulosiruptor owensensis,0.7615,0.0,4e-05,0.13,uniform
Caldicellulosiruptor hydrothermalis,0.8071,0.0,1e-05,0.065,uniform
Ketogulonicigenium vulgare,0.9384,0.0,2e-05,0.281,uniform
Methylovorus sp,0.8905,0.0,2e-05,0.12,uniform
Stigmatella aurantiaca,0.8325,0.0,1e-05,0.011,uniform
Enterobacter lignolyticus,0.9226,0.0,1e-05,0.059,uniform
Eubacterium callanderi,0.7818,0.0,2e-05,0.038,uniform
Mesorhizobium opportunistum,0.785,0.0,2e-05,0.029,uniform
Rothia dentocariosa,0.7782,0.0,2e-05,0.081,uniform
Ilyobacter polytropus,0.9197,0.0,1e-05,0.128,uniform
Vibrio anguillarum,0.8375,0.0,2e-05,0.061,uniform
Achromobacter xylosoxidans,0.9043,0.0,1e-05,0.017,uniform
Rhodomicrobium vannielii,0.8934,0.0,1e-05,0.128,uniform
Serratia symbiotica,0.836,0.0,7e-05,0.383,uniform
Frankia inefficax,0.8772,0.0,1e-05,0.033,uniform
Halanaerobium hydrogeniformans,0.8695,0.0,1e-05,0.037,uniform
Leadbetterella byssophila,0.5958,0.0,3e-05,0.016,uniform
Caldicellulosiruptor kristjanssonii,0.9708,0.0,1e-05,0.149,uniform
Mycobacterium sinense,0.8804,0.0,3e-05,0.226,uniform
Caldicellulosiruptor kronotskyensis,0.9247,0.0,1e-05,0.109,uniform
Alteromonas naphthalenivorans,0.916,0.0,1e-05,0.022,uniform
Intrasporangium calvum,0.8467,0.0,3e-05,0.188,uniform
Paludibacter propionicigenes,0.8562,0.0,1e-05,0.015,uniform
Riemerella anatipestifer,0.7433,0.0,2e-05,0.027,uniform
Calditerrivibrio nitroreducens,0.9229,0.0,2e-05,0.117,uniform
Marivirga tractuosa,0.9488,0.0,0.0,0.01,uniform
Pseudothermotoga thermarum,0.8463,0.0,2e-05,0.141,uniform
Bacteroides helcogenes,0.9401,0.0,0.0,0.008,uniform
Isosphaera pallida,0.9625,0.0,1e-05,0.042,uniform
Sulfuricurvum kujiense,0.7154,0.0,4e-05,0.074,uniform
Mahella australiensis,0.8321,0.0,2e-05,0.132,uniform
Oceanithermus profundus,0.7391,0.0,0.00011,0.384,uniform
Desulfobulbus propionicus,0.9372,0.0,1e-05,0.137,uniform
Vibrio furnissii,0.8438,0.0,2e-05,0.069,uniform
Pseudarthrobacter phenanthrenivorans,0.9488,0.0,1e-05,0.141,uniform
Micavibrio aeruginosavorus,0.9128,0.0,3e-05,0.296,uniform
Filifactor alocis,0.8634,0.0,2e-05,0.062,uniform
Bacillus cellulosilyticus,0.9012,0.0,0.0,0.012,uniform
Micromonospora sp,0.9337,0.0,1e-05,0.185,uniform
Ethanoligenens harbinense,0.9893,0.0,0.0,0.25,uniform
Ruminococcus albus,0.8186,0.0,2e-05,0.031,uniform
Desulfovibrio aespoeensis,0.9751,0.0,1e-05,0.278,uniform
Desulfurispirillum indicum,0.9742,0.0,1e-05,0.208,uniform
Pantoea sp,0.8559,0.0,2e-05,0.052,uniform
Staphylococcus pseudintermedius,0.9299,0.0,1e-05,0.037,uniform
Thermovibrio ammonificans,0.8405,0.0,5e-05,0.437,uniform
Mesorhizobium ciceri,0.9352,0.0,1e-05,0.073,uniform
Alicycliphilus denitrificans,0.9239,0.0,1e-05,0.059,uniform
Nitratifractor salsuginis,0.8561,0.0,3e-05,0.32,uniform
Cellulophaga algicola,0.8782,0.0,0.0,0.009,uniform
Deinococcus maricopensis,0.7718,0.0,6e-05,0.436,uniform
Weeksella virosa,0.9084,0.0,1e-05,0.055,uniform
Taylorella equigenitalis,0.8064,0.0,3e-05,0.234,uniform
Thermoanaerobacter brockii,0.9608,0.0,1e-05,0.443,uniform
Terriglobus saanensis,0.9117,0.0,1e-05,0.031,uniform
Streptococcus parauberis,0.9428,0.0,0.0,0.009,uniform
Streptomyces pratensis,0.9549,0.0,1e-05,0.108,uniform
Granulicella tundricola,0.7645,0.0,2e-05,0.05,uniform
Rahnella sp,0.9098,0.0,1e-05,0.051,uniform
Aerococcus urinae,0.8748,0.0,2e-05,0.116,uniform
Chloracidobacterium thermophilum,0.9664,0.0,1e-05,0.218,uniform
Acidovorax avenae,0.9499,0.0,1e-05,0.06,uniform
Glaciecola sp,0.9179,0.0,1e-05,0.016,uniform
Bacteroides salanitronis,0.8069,0.0,1e-05,0.007,uniform
Cellulophaga lytica,0.842,0.0,1e-05,0.012,uniform
Sphaerochaeta globosa,0.8314,0.0,2e-05,0.06,uniform
Fluviicola taffensis,0.8747,0.0,1e-05,0.009,uniform
Desulfurobacterium thermolithotrophum,0.8096,0.0,3e-05,0.18,uniform
Odoribacter splanchnicus,0.9149,0.0,0.0,0.01,uniform
Pseudopedobacter saltans,0.869,0.0,1e-05,0.01,uniform
Rubinisphaera brasiliensis,0.959,0.0,0.0,0.026,uniform
Syntrophobotulus glycolicus,0.8611,0.0,2e-05,0.066,uniform
Nitrosomonas sp,0.9035,0.0,2e-05,0.106,uniform
Francisella cf,0.9568,0.0,1e-05,0.283,uniform
Lactobacillus amylovorus,0.8929,0.0,1e-05,0.094,uniform
Carnobacterium sp,0.9153,0.0,1e-05,0.025,uniform
Polymorphum gilvum,0.8588,0.0,1e-05,0.122,uniform
Burkholderia plantarii,0.9312,0.0,2e-05,0.341,uniform
Clostridium lentocellum,0.8738,0.0,1e-05,0.01,uniform
Marinomonas mediterranea,0.7983,0.0,1e-05,0.017,uniform
Sphingobacterium sp,0.7588,0.0,1e-05,0.007,uniform
Pseudomonas brassicacearum,0.9138,0.0,1e-05,0.022,uniform
Prevotella denticola,0.9521,0.0,0.0,0.021,uniform
Pseudonocardia dioxanivorans,0.8882,0.0,1e-05,0.078,uniform
Burkholderia gladioli,0.9276,0.0,1e-05,0.103,uniform
Hippea maritima,0.7425,0.0,8e-05,0.329,uniform
Aeromonas veronii,0.8752,0.0,1e-05,0.079,uniform
Roseobacter litoralis,0.9316,0.0,1e-05,0.112,uniform
Desulfobacca acetoxidans,0.9238,0.0,1e-05,0.068,uniform
Treponema succinifaciens,0.7161,0.0,3e-05,0.041,uniform
Selenomonas sputigena,0.9353,0.0,1e-05,0.131,uniform
Verrucosispora maris,0.8097,0.0,2e-05,0.098,uniform
Lactobacillus buchneri,0.9215,0.0,1e-05,0.087,uniform
Sphaerochaeta coccoides,0.8903,0.0,4e-05,0.231,uniform
Pusillimonas sp,0.9039,0.0,1e-05,0.035,uniform
Cellulomonas fimi,0.9583,0.0,1e-05,0.238,uniform
Gallibacterium anatis,0.8962,0.0,1e-05,0.016,uniform
Thermodesulfatator indicus,0.9316,0.0,1e-05,0.166,uniform
Porphyromonas asaccharolytica,0.9345,0.0,0.0,0.007,uniform
Thermodesulfobium narugense,0.7549,0.0,5e-05,0.141,uniform
Haliscomenobacter hydrossis,0.829,0.0,1e-05,0.004,uniform
Treponema brennaborense,0.8523,0.0,2e-05,0.067,uniform
Pseudomonas fulva,0.9416,0.0,1e-05,0.053,uniform
Tepidanaerobacter acetatoxydans,0.8433,0.0,1e-05,0.054,uniform
Pseudopropionibacterium propionicum,0.9386,0.0,2e-05,0.362,uniform
Delftia sp,0.9156,0.0,1e-05,0.038,uniform
Desulfotomaculum nigrificans,0.828,0.0,3e-05,0.121,uniform
Methylomonas methanica,0.8969,0.0,1e-05,0.022,uniform
Thermoanaerobacterium xylanolyticum,0.8897,0.0,2e-05,0.089,uniform
Bifidobacterium breve,0.8379,0.0,4e-05,0.407,uniform
Collimonas fungivorans,0.8929,0.0,1e-05,0.026,uniform
Lactobacillus kefiranofaciens,0.7458,0.0,4e-05,0.076,uniform
Desulfotomaculum kuznetsovii,0.8846,0.0,1e-05,0.108,uniform
Marinomonas posidonica,0.8814,0.0,1e-05,0.038,uniform
Serratia sp,0.944,0.0,0.0,0.033,uniform
Thioalkalimicrobium cyclicum,0.8667,0.0,4e-05,0.228,uniform
Desulfotomaculum ruminis,0.8568,0.0,2e-05,0.07,uniform
Hoyosella subflava,0.9027,0.0,1e-05,0.075,uniform
Corynebacterium ulcerans,0.8262,0.0,5e-05,0.249,uniform
Sphingobium chlorophenolicum,0.9075,0.0,3e-05,0.33,uniform
Frankia symbiont,0.8654,0.0,2e-05,0.126,uniform
Enterobacter aerogenes,0.9685,0.0,0.0,0.051,uniform
Lacinutrix sp,0.8685,0.0,1e-05,0.02,uniform
Thermodesulfobacterium geofontis,0.8434,0.0,3e-05,0.15,uniform
Myxococcus macrosporus,0.9317,0.0,1e-05,0.029,uniform
Saprospira grandis,0.8521,0.0,1e-05,0.019,uniform
Parageobacillus thermoglucosidasius,0.8805,0.0,1e-05,0.029,uniform
Streptococcus parasanguinis,0.8997,0.0,1e-05,0.028,uniform
Corynebacterium resistens,0.8689,0.0,4e-05,0.31,uniform
Flexistipes sinusarabici,0.7889,0.0,3e-05,0.125,uniform
Runella slithyformis,0.9056,0.0,0.0,0.007,uniform
Treponema caldarium,0.8751,0.0,2e-05,0.074,uniform
Paenibacillus mucilaginosus,0.7832,0.0,1e-05,0.008,uniform
Francisella sp,0.9722,0.0,0.0,0.131,uniform
Brachyspira intermedia,0.8525,0.0,1e-05,0.018,uniform
Cupriavidus necator,0.8247,0.0,2e-05,0.147,uniform
Enterobacter ludwigii,0.9075,0.0,1e-05,0.038,uniform
Leuconostoc sp,0.9191,0.0,2e-05,0.207,uniform
Weissella koreensis,0.8655,0.0,3e-05,0.251,uniform
Sulfobacillus acidophilus,0.8368,0.0,4e-05,0.195,uniform
Gordonia sp,0.8159,0.0,3e-05,0.163,uniform
Corynebacterium variabile,0.9675,0.0,1e-05,0.414,uniform
Leptospirillum ferriphilum,0.9225,0.0,2e-05,0.394,uniform
Streptococcus pseudopneumoniae,0.8302,0.0,1e-05,0.014,uniform
Cyclobacterium marinum,0.9011,0.0,0.0,0.006,uniform
Turneriella parva,0.8782,0.0,2e-05,0.064,uniform
Emticicia oligotrophica,0.9122,0.0,0.0,0.007,uniform
Phaeobacter inhibens,0.8844,0.0,1e-05,0.103,uniform
Acidithiobacillus ferrivorans,0.9435,0.0,2e-05,0.165,uniform
Acetobacterium woodii,0.9336,0.0,0.0,0.014,uniform
Thermoanaerobacter wiegelii,0.913,0.0,1e-05,0.096,uniform
Streptomyces sp,0.636,0.0,6e-05,0.083,uniform
Streptomyces violaceusniger,0.8014,0.0,2e-05,0.031,uniform
Muricauda ruestringensis,0.935,0.0,0.0,0.021,uniform
Caldicellulosiruptor lactoaceticus,0.9034,0.0,1e-05,0.164,uniform
Streptococcus lutetiensis,0.8778,0.0,0.0,0.008,uniform
